Year,Category,Nominee,Movie,Winner
1972 (45th),Directing,Sleuth,Joseph L. Mankiewicz,NO
1971 (44th),Directing,A Clockwork Orange,Stanley Kubrick,NO
1971 (44th),Directing,Fiddler on the Roof,Norman Jewison,NO
1971 (44th),Directing,The Last Picture Show,Peter Bogdanovich,NO
1971 (44th),Directing,Sunday Bloody Sunday,John Schlesinger,NO
1970 (43rd),Directing,Fellini Satyricon,Federico Fellini,NO
1970 (43rd),Directing,Love Story,Arthur Hiller,NO
1970 (43rd),Directing,M*A*S*H,Robert Altman,NO
1970 (43rd),Directing,Women in Love,Ken Russell,NO
1969 (42nd),Directing,Alice's Restaurant,Arthur Penn,NO
1969 (42nd),Directing,Butch Cassidy and the Sundance Kid,George Roy Hill,NO
1969 (42nd),Directing,"They Shoot Horses, Don't They?",Sydney Pollack,NO
1969 (42nd),Directing,Z,Costa-Gavras,NO
1968 (41st),Directing,The Battle of Algiers,Gillo Pontecorvo,NO
1968 (41st),Directing,The Lion in Winter,Anthony Harvey,NO
1968 (41st),Directing,Romeo and Juliet,Franco Zeffirelli,NO
1968 (41st),Directing,2001: A Space Odyssey,Stanley Kubrick,NO
1967 (40th),Directing,Bonnie and Clyde,Arthur Penn,NO
1967 (40th),Directing,Guess Who's Coming to Dinner,Stanley Kramer,NO
1967 (40th),Directing,In Cold Blood,Richard Brooks,NO
1967 (40th),Directing,In the Heat of the Night,Norman Jewison,NO
1966 (39th),Directing,Blow-Up,Michelangelo Antonioni,NO
1966 (39th),Directing,A Man and a Woman,Claude Lelouch,NO
1966 (39th),Directing,The Professionals,Richard Brooks,NO
1966 (39th),Directing,Who's Afraid of Virginia Woolf?,Mike Nichols,NO
1965 (38th),Directing,The Collector,William Wyler,NO
1965 (38th),Directing,Darling,John Schlesinger,NO
1965 (38th),Directing,Doctor Zhivago,David Lean,NO
1965 (38th),Directing,Woman in the Dunes,Hiroshi Teshigahara,NO
1964 (37th),Directing,Becket,Peter Glenville,NO
1964 (37th),Directing,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,NO
1964 (37th),Directing,Mary Poppins,Robert Stevenson,NO
1964 (37th),Directing,Zorba the Greek,Michael Cacoyannis,NO
1963 (36th),Directing,America America,Elia Kazan,NO
1963 (36th),Directing,The Cardinal,Otto Preminger,NO
1963 (36th),Directing,Federico Fellini's 8-1/2,Federico Fellini,NO
1963 (36th),Directing,Hud,Martin Ritt,NO
1962 (35th),Directing,David and Lisa,Frank Perry,NO
1962 (35th),Directing,Divorce--Italian Style,Pietro Germi,NO
1962 (35th),Directing,The Miracle Worker,Arthur Penn,NO
1962 (35th),Directing,To Kill a Mockingbird,Robert Mulligan,NO
1961 (34th),Directing,The Guns of Navarone,J. Lee Thompson,NO
1961 (34th),Directing,The Hustler,Robert Rossen,NO
1961 (34th),Directing,Judgment at Nuremberg,Stanley Kramer,NO
1961 (34th),Directing,La Dolce Vita,Federico Fellini,NO
1960 (33rd),Directing,Never on Sunday,Jules Dassin,NO
1960 (33rd),Directing,Psycho,Alfred Hitchcock,NO
1960 (33rd),Directing,Sons and Lovers,Jack Cardiff,NO
1960 (33rd),Directing,The Sundowners,Fred Zinnemann,NO
1959 (32nd),Directing,The Diary of Anne Frank,George Stevens,NO
1959 (32nd),Directing,The Nun's Story,Fred Zinnemann,NO
1959 (32nd),Directing,Room at the Top,Jack Clayton,NO
1959 (32nd),Directing,Some Like It Hot,Billy Wilder,NO
1958 (31st),Directing,Cat on a Hot Tin Roof,Richard Brooks,NO
1958 (31st),Directing,The Defiant Ones,Stanley Kramer,NO
1958 (31st),Directing,I Want to Live!,Robert Wise,NO
1958 (31st),Directing,The Inn of the Sixth Happiness,Mark Robson,NO
1957 (30th),Directing,Peyton Place,Mark Robson,NO
1957 (30th),Directing,Sayonara,Joshua Logan,NO
1957 (30th),Directing,12 Angry Men,Sidney Lumet,NO
1957 (30th),Directing,Witness for the Prosecution,Billy Wilder,NO
1956 (29th),Directing,Around the World in 80 Days,Michael Anderson,NO
1956 (29th),Directing,Friendly Persuasion,William Wyler,NO
1956 (29th),Directing,The King and I,Walter Lang,NO
1956 (29th),Directing,War and Peace,King Vidor,NO
1955 (28th),Directing,Bad Day at Black Rock,John Sturges,NO
1955 (28th),Directing,East of Eden,Elia Kazan,NO
1955 (28th),Directing,Picnic,Joshua Logan,NO
1955 (28th),Directing,Summertime,David Lean,NO
1954 (27th),Directing,The Country Girl,George Seaton,NO
1954 (27th),Directing,The High and the Mighty,William Wellman,NO
1954 (27th),Directing,Rear Window,Alfred Hitchcock,NO
1954 (27th),Directing,Sabrina,Billy Wilder,NO
1953 (26th),Directing,Lili,Charles Walters,NO
1953 (26th),Directing,Roman Holiday,William Wyler,NO
1953 (26th),Directing,Shane,George Stevens,NO
1953 (26th),Directing,Stalag 17,Billy Wilder,NO
1952 (25th),Directing,Five Fingers,Joseph L. Mankiewicz,NO
1952 (25th),Directing,The Greatest Show on Earth,Cecil B. DeMille,NO
1952 (25th),Directing,High Noon,Fred Zinnemann,NO
1952 (25th),Directing,Moulin Rouge,John Huston,NO
1951 (24th),Directing,The African Queen,John Huston,NO
1951 (24th),Directing,An American in Paris,Vincente Minnelli,NO
1951 (24th),Directing,Detective Story,William Wyler,NO
1951 (24th),Directing,A Streetcar Named Desire,Elia Kazan,NO
1950 (23rd),Directing,The Asphalt Jungle,John Huston,NO
1950 (23rd),Directing,Born Yesterday,George Cukor,NO
1950 (23rd),Directing,Sunset Blvd.,Billy Wilder,NO
1950 (23rd),Directing,The Third Man,Carol Reed,NO
1949 (22nd),Directing,All the King's Men,Robert Rossen,NO
1949 (22nd),Directing,Battleground,William A. Wellman,NO
1949 (22nd),Directing,The Fallen Idol,Carol Reed,NO
1949 (22nd),Directing,The Heiress,William Wyler,NO
1948 (21st),Directing,Hamlet,Laurence Olivier,NO
1948 (21st),Directing,Johnny Belinda,Jean Negulesco,NO
1948 (21st),Directing,The Search,Fred Zinnemann,NO
1948 (21st),Directing,The Snake Pit,Anatole Litvak,NO
1947 (20th),Directing,The Bishop's Wife,Henry Koster,NO
1947 (20th),Directing,Crossfire,Edward Dmytryk,NO
1947 (20th),Directing,A Double Life,George Cukor,NO
1947 (20th),Directing,Great Expectations,David Lean,NO
1946 (19th),Directing,Brief Encounter,David Lean,NO
1946 (19th),Directing,It's a Wonderful Life,Frank Capra,NO
1946 (19th),Directing,The Killers,Robert Siodmak,NO
1946 (19th),Directing,The Yearling,Clarence Brown,NO
1945 (18th),Directing,The Bells of St. Mary's,Leo McCarey,NO
1945 (18th),Directing,National Velvet,Clarence Brown,NO
1945 (18th),Directing,The Southerner,Jean Renoir,NO
1945 (18th),Directing,Spellbound,Alfred Hitchcock,NO
1944 (17th),Directing,Double Indemnity,Billy Wilder,NO
1944 (17th),Directing,Laura,Otto Preminger,NO
1944 (17th),Directing,Lifeboat,Alfred Hitchcock,NO
1944 (17th),Directing,Wilson,Henry King,NO
1943 (16th),Directing,Heaven Can Wait,Ernst Lubitsch,NO
1943 (16th),Directing,The Human Comedy,Clarence Brown,NO
1943 (16th),Directing,The More the Merrier,George Stevens,NO
1943 (16th),Directing,The Song of Bernadette,Henry King,NO
1942 (15th),Directing,Kings Row,Sam Wood,NO
1942 (15th),Directing,Random Harvest,Mervyn LeRoy,NO
1942 (15th),Directing,Wake Island,John Farrow,NO
1942 (15th),Directing,Yankee Doodle Dandy,Michael Curtiz,NO
1941 (14th),Directing,Citizen Kane,Orson Welles,NO
1941 (14th),Directing,Here Comes Mr. Jordan,Alexander Hall,NO
1941 (14th),Directing,The Little Foxes,William Wyler,NO
1941 (14th),Directing,Sergeant York,Howard Hawks,NO
1940 (13th),Directing,Kitty Foyle,Sam Wood,NO
1940 (13th),Directing,The Letter,William Wyler,NO
1940 (13th),Directing,The Philadelphia Story,George Cukor,NO
1940 (13th),Directing,Rebecca,Alfred Hitchcock,NO
1939 (12th),Directing,"Goodbye, Mr. Chips",Sam Wood,NO
1939 (12th),Directing,Mr. Smith Goes to Washington,Frank Capra,NO
1939 (12th),Directing,Stagecoach,John Ford,NO
1939 (12th),Directing,Wuthering Heights,William Wyler,NO
1938 (11th),Directing,Angels with Dirty Faces,Michael Curtiz,NO
1938 (11th),Directing,Boys Town,Norman Taurog,NO
1938 (11th),Directing,The Citadel,King Vidor,NO
1938 (11th),Directing,Four Daughters,Michael Curtiz,NO
1937 (10th),Directing,The Good Earth,Sidney Franklin,NO
1937 (10th),Directing,The Life of Emile Zola,William Dieterle,NO
1937 (10th),Directing,Stage Door,Gregory La Cava,NO
1937 (10th),Directing,A Star Is Born,William Wellman,NO
1936 (9th),Directing,Dodsworth,William Wyler,NO
1936 (9th),Directing,The Great Ziegfeld,Robert Z. Leonard,NO
1936 (9th),Directing,My Man Godfrey,Gregory La Cava,NO
1936 (9th),Directing,San Francisco,W. S. Van Dyke,NO
1935 (8th),Directing,Captain Blood,Michael Curtiz [came in 2nd],NO
1935 (8th),Directing,The Lives of a Bengal Lancer,Henry Hathaway [came in 3rd],NO
1935 (8th),Directing,Mutiny on the Bounty,Frank Lloyd,NO
1934 (7th),Directing,One Night of Love,Victor Schertzinger [came in 3rd],NO
1934 (7th),Directing,The Thin Man,W. S. Van Dyke [came in 2nd],NO
1932/33 (6th),Directing,Lady for a Day,Frank Capra [came in 2nd],NO
1932/33 (6th),Directing,Little Women,George Cukor [came in 3rd],NO
1931/32 (5th),Directing,The Champ,King Vidor,NO
1931/32 (5th),Directing,Shanghai Express,Josef Von Sternberg,NO
1930/31 (4th),Directing,Cimarron,Wesley Ruggles,NO
1930/31 (4th),Directing,A Free Soul,Clarence Brown,NO
1930/31 (4th),Directing,The Front Page,Lewis Milestone,NO
1930/31 (4th),Directing,Morocco,Josef Von Sternberg,NO
1929/30 (3rd),Directing,Clarence Brown,Anna Christie; and Romance,NO
1929/30 (3rd),Directing,Robert Leonard,The Divorcee,NO
1929/30 (3rd),Directing,Ernst Lubitsch,The Love Parade,NO
1929/30 (3rd),Directing,King Vidor,Hallelujah,NO
1928/29 (2nd),Directing,Lionel Barrymore,Madame X,NO
1928/29 (2nd),Directing,Harry Beaumont,The Broadway Melody,NO
1928/29 (2nd),Directing,Irving Cummings,In Old Arizona,NO
1928/29 (2nd),Directing,Frank Lloyd,Drag; and Weary River,NO
1928/29 (2nd),Directing,Ernst Lubitsch,The Patriot,NO
1927/28 (1st),Directing,Ted Wilde,Speedy,NO
1927/28 (1st),Directing,Herbert Brenon,Sorrell and Son,NO
1927/28 (1st),Directing,King Vidor,The Crowd,NO
2010 (83rd),Actor -- Leading Role,Javier Bardem,Biutiful {'Uxbal'},NO
2010 (83rd),Actor -- Leading Role,Jeff Bridges,True Grit {'Rooster Cogburn'},NO
2010 (83rd),Actor -- Leading Role,Jesse Eisenberg,The Social Network {'Mark Zuckerberg'},NO
2010 (83rd),Actor -- Leading Role,James Franco,127 Hours {'Aron Ralston'},NO
2009 (82nd),Actor -- Leading Role,George Clooney,Up in the Air {'Ryan Bingham'},NO
2009 (82nd),Actor -- Leading Role,Colin Firth,A Single Man {'George'},NO
2009 (82nd),Actor -- Leading Role,Morgan Freeman,Invictus {'Nelson Mandela'},NO
2009 (82nd),Actor -- Leading Role,Jeremy Renner,The Hurt Locker {'Staff Sergeant William James'},NO
2008 (81st),Actor -- Leading Role,Richard Jenkins,The Visitor {'Walter'},NO
2008 (81st),Actor -- Leading Role,Frank Langella,Frost/Nixon {'Richard Nixon'},NO
2008 (81st),Actor -- Leading Role,Brad Pitt,The Curious Case of Benjamin Button {'Benjamin Button'},NO
2008 (81st),Actor -- Leading Role,Mickey Rourke,The Wrestler {'Randy'},NO
2007 (80th),Actor -- Leading Role,George Clooney,Michael Clayton {'Michael Clayton'},NO
2007 (80th),Actor -- Leading Role,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street {'Sweeney Todd'},NO
2007 (80th),Actor -- Leading Role,Tommy Lee Jones,In the Valley of Elah {'Hank Deerfield'},NO
2007 (80th),Actor -- Leading Role,Viggo Mortensen,Eastern Promises {'Nikolai'},NO
2006 (79th),Actor -- Leading Role,Leonardo DiCaprio,Blood Diamond {'Danny Archer'},NO
2006 (79th),Actor -- Leading Role,Ryan Gosling,Half Nelson {'Dan Dunne'},NO
2006 (79th),Actor -- Leading Role,Peter O'Toole,Venus {'Maurice'},NO
2006 (79th),Actor -- Leading Role,Will Smith,The Pursuit of Happyness {'Chris Gardner'},NO
2005 (78th),Actor -- Leading Role,Terrence Howard,Hustle & Flow {'DJay'},NO
2005 (78th),Actor -- Leading Role,Heath Ledger,Brokeback Mountain {'Ennis Del Mar'},NO
2005 (78th),Actor -- Leading Role,Joaquin Phoenix,Walk the Line {'John R. Cash'},NO
2005 (78th),Actor -- Leading Role,David Strathairn,"Good Night, and Good Luck. {'Edward R. Murrow'}",NO
2004 (77th),Actor -- Leading Role,Don Cheadle,Hotel Rwanda {'Paul Rusesabagina'},NO
2004 (77th),Actor -- Leading Role,Johnny Depp,Finding Neverland {'Sir James Matthew Barrie'},NO
2004 (77th),Actor -- Leading Role,Leonardo DiCaprio,The Aviator {'Howard Hughes'},NO
2004 (77th),Actor -- Leading Role,Clint Eastwood,Million Dollar Baby {'Frankie Dunn'},NO
2003 (76th),Actor -- Leading Role,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl {'Jack Sparrow'},NO
2003 (76th),Actor -- Leading Role,Ben Kingsley,House of Sand and Fog {'Behrani'},NO
2003 (76th),Actor -- Leading Role,Jude Law,Cold Mountain {'Inman'},NO
2003 (76th),Actor -- Leading Role,Bill Murray,Lost in Translation {'Bob Harris'},NO
2002 (75th),Actor -- Leading Role,Nicolas Cage,Adaptation {'Charlie Kaufman & Donald Kaufman'},NO
2002 (75th),Actor -- Leading Role,Michael Caine,The Quiet American {'Thomas Fowler'},NO
2002 (75th),Actor -- Leading Role,Daniel Day-Lewis,Gangs of New York {'Bill 'The Butcher' Cutting'},NO
2002 (75th),Actor -- Leading Role,Jack Nicholson,About Schmidt {'Warren Schmidt'},NO
2001 (74th),Actor -- Leading Role,Russell Crowe,A Beautiful Mind {'John Nash'},NO
2001 (74th),Actor -- Leading Role,Sean Penn,I Am Sam {'Sam Dawson'},NO
2001 (74th),Actor -- Leading Role,Will Smith,Ali {'Muhammad Ali'},NO
2001 (74th),Actor -- Leading Role,Tom Wilkinson,In the Bedroom {'Matt Fowler'},NO
2000 (73rd),Actor -- Leading Role,Javier Bardem,Before Night Falls {'Reinaldo Arenas'},NO
2000 (73rd),Actor -- Leading Role,Tom Hanks,Cast Away {'Chuck Noland'},NO
2000 (73rd),Actor -- Leading Role,Ed Harris,Pollock {'Jackson Pollock'},NO
2000 (73rd),Actor -- Leading Role,Geoffrey Rush,Quills {'The Marquis de Sade'},NO
1999 (72nd),Actor -- Leading Role,Russell Crowe,The Insider {'Jeffrey Wigand'},NO
1999 (72nd),Actor -- Leading Role,Richard Farnsworth,The Straight Story {'Alvin Straight'},NO
1999 (72nd),Actor -- Leading Role,Sean Penn,Sweet and Lowdown {'Emmet Ray'},NO
1999 (72nd),Actor -- Leading Role,Denzel Washington,The Hurricane {'Rubin 'Hurricane' Carter'},NO
1998 (71st),Actor -- Leading Role,Tom Hanks,Saving Private Ryan {'Captain Miller'},NO
1998 (71st),Actor -- Leading Role,Ian McKellen,Gods and Monsters {'James Whale'},NO
1998 (71st),Actor -- Leading Role,Nick Nolte,Affliction {'Wade Whitehouse'},NO
1998 (71st),Actor -- Leading Role,Edward Norton,American History X {'Derek'},NO
1997 (70th),Actor -- Leading Role,Matt Damon,Good Will Hunting {'Will Hunting'},NO
1997 (70th),Actor -- Leading Role,Robert Duvall,The Apostle {'The Apostle E.F.'},NO
1997 (70th),Actor -- Leading Role,Peter Fonda,Ulee's Gold {'Ulee Jackson'},NO
1997 (70th),Actor -- Leading Role,Dustin Hoffman,Wag the Dog {'Stanley Motss'},NO
1996 (69th),Actor -- Leading Role,Tom Cruise,Jerry Maguire {'Jerry Maguire'},NO
1996 (69th),Actor -- Leading Role,Ralph Fiennes,The English Patient {'Almasy'},NO
1996 (69th),Actor -- Leading Role,Woody Harrelson,The People vs. Larry Flynt {'Larry Flynt'},NO
1996 (69th),Actor -- Leading Role,Billy Bob Thornton,Sling Blade {'Karl Childers'},NO
1995 (68th),Actor -- Leading Role,Richard Dreyfuss,Mr. Holland's Opus {'Glenn Holland'},NO
1995 (68th),Actor -- Leading Role,Anthony Hopkins,Nixon {'Richard Nixon'},NO
1995 (68th),Actor -- Leading Role,Sean Penn,Dead Man Walking {'Matthew Poncelet'},NO
1995 (68th),Actor -- Leading Role,Massimo Troisi,The Postman (Il Postino) {'Mario'},NO
1994 (67th),Actor -- Leading Role,Morgan Freeman,The Shawshank Redemption {'Red'},NO
1994 (67th),Actor -- Leading Role,Nigel Hawthorne,The Madness of King George {'King George III'},NO
1994 (67th),Actor -- Leading Role,Paul Newman,Nobody's Fool {'Sully'},NO
1994 (67th),Actor -- Leading Role,John Travolta,Pulp Fiction {'Vincent Vega'},NO
1993 (66th),Actor -- Leading Role,Daniel Day-Lewis,In the Name of the Father {'Gerry Conlon'},NO
1993 (66th),Actor -- Leading Role,Laurence Fishburne,What's Love Got to Do with It {'Ike Turner'},NO
1993 (66th),Actor -- Leading Role,Anthony Hopkins,The Remains of the Day {'Mr. Stevens'},NO
1993 (66th),Actor -- Leading Role,Liam Neeson,Schindler's List {'Oskar Schindler'},NO
1992 (65th),Actor -- Leading Role,"Robert Downey, Jr.",Chaplin {'Charles Chaplin'},NO
1992 (65th),Actor -- Leading Role,Clint Eastwood,Unforgiven {'Bill Munny'},NO
1992 (65th),Actor -- Leading Role,Stephen Rea,The Crying Game {'Fergus'},NO
1992 (65th),Actor -- Leading Role,Denzel Washington,Malcolm X {'Malcolm X'},NO
1991 (64th),Actor -- Leading Role,Warren Beatty,Bugsy {'Bugsy Siegel'},NO
1991 (64th),Actor -- Leading Role,Robert De Niro,Cape Fear {'Max Cady'},NO
1991 (64th),Actor -- Leading Role,Nick Nolte,The Prince of Tides {'Tom Wingo'},NO
1991 (64th),Actor -- Leading Role,Robin Williams,The Fisher King {'Parry'},NO
1990 (63rd),Actor -- Leading Role,Kevin Costner,Dances With Wolves {'Lieutenant Dunbar'},NO
1990 (63rd),Actor -- Leading Role,Robert De Niro,Awakenings {'Leonard Lowe'},NO
1990 (63rd),Actor -- Leading Role,Gerard Depardieu,Cyrano de Bergerac {'Cyrano de Bergerac'},NO
1990 (63rd),Actor -- Leading Role,Richard Harris,The Field {'Bull McCabe'},NO
1989 (62nd),Actor -- Leading Role,Kenneth Branagh,Henry V {'Henry V'},NO
1989 (62nd),Actor -- Leading Role,Tom Cruise,Born on the Fourth of July {'Ron Kovic'},NO
1989 (62nd),Actor -- Leading Role,Morgan Freeman,Driving Miss Daisy {'Hoke Colburn'},NO
1989 (62nd),Actor -- Leading Role,Robin Williams,Dead Poets Society {'John Keating'},NO
1988 (61st),Actor -- Leading Role,Gene Hackman,Mississippi Burning {'Anderson'},NO
1988 (61st),Actor -- Leading Role,Tom Hanks,Big {'Josh'},NO
1988 (61st),Actor -- Leading Role,Edward James Olmos,Stand and Deliver {'Jaime Escalante'},NO
1988 (61st),Actor -- Leading Role,Max Von Sydow,Pelle the Conqueror {'Lasse Karlsson'},NO
1987 (60th),Actor -- Leading Role,William Hurt,Broadcast News {'Tom Grunick'},NO
1987 (60th),Actor -- Leading Role,Marcello Mastroianni,Dark Eyes {'Romano'},NO
1987 (60th),Actor -- Leading Role,Jack Nicholson,Ironweed {'Francis Phelan'},NO
1987 (60th),Actor -- Leading Role,Robin Williams,"Good Morning, Vietnam {'Adrian Cronauer'}",NO
1986 (59th),Actor -- Leading Role,Dexter Gordon,'Round Midnight {'Dale Turner'},NO
1986 (59th),Actor -- Leading Role,Bob Hoskins,Mona Lisa {'George'},NO
1986 (59th),Actor -- Leading Role,William Hurt,Children of a Lesser God {'James'},NO
1986 (59th),Actor -- Leading Role,James Woods,Salvador {'Richard Boyle'},NO
1985 (58th),Actor -- Leading Role,Harrison Ford,Witness {'John Book'},NO
1985 (58th),Actor -- Leading Role,James Garner,Murphy's Romance {'Murphy Jones'},NO
1985 (58th),Actor -- Leading Role,Jack Nicholson,Prizzi's Honor {'Charley Partanna'},NO
1985 (58th),Actor -- Leading Role,Jon Voight,Runaway Train {'Manny'},NO
1984 (57th),Actor -- Leading Role,Jeff Bridges,Starman {'Starman'},NO
1984 (57th),Actor -- Leading Role,Albert Finney,Under the Volcano {'Geoffrey Firmin'},NO
1984 (57th),Actor -- Leading Role,Tom Hulce,Amadeus {'Wolfgang Amadeus Mozart'},NO
1984 (57th),Actor -- Leading Role,Sam Waterston,The Killing Fields {'Sydney Schanberg'},NO
1983 (56th),Actor -- Leading Role,Michael Caine,Educating Rita {'Dr. Frank Bryant'},NO
1983 (56th),Actor -- Leading Role,Tom Conti,"Reuben, Reuben {'Gowan McGland'}",NO
1983 (56th),Actor -- Leading Role,Tom Courtenay,The Dresser {'Norman'},NO
1983 (56th),Actor -- Leading Role,Albert Finney,The Dresser {'Sir'},NO
1982 (55th),Actor -- Leading Role,Dustin Hoffman,Tootsie {'Michael Dorsey/Dorothy Michaels'},NO
1982 (55th),Actor -- Leading Role,Jack Lemmon,Missing {'Edmund Horman'},NO
1982 (55th),Actor -- Leading Role,Paul Newman,The Verdict {'Frank Galvin'},NO
1982 (55th),Actor -- Leading Role,Peter O'Toole,My Favorite Year {'Alan Swann'},NO
1981 (54th),Actor -- Leading Role,Warren Beatty,Reds {'John 'Jack' Reed'},NO
1981 (54th),Actor -- Leading Role,Burt Lancaster,Atlantic City {'Lou'},NO
1981 (54th),Actor -- Leading Role,Dudley Moore,Arthur {'Arthur Bach'},NO
1981 (54th),Actor -- Leading Role,Paul Newman,Absence of Malice {'Michael Gallagher'},NO
1980 (53rd),Actor -- Leading Role,Robert Duvall,The Great Santini {'Bull Meechum'},NO
1980 (53rd),Actor -- Leading Role,John Hurt,The Elephant Man {'John Merrick'},NO
1980 (53rd),Actor -- Leading Role,Jack Lemmon,Tribute {'Scottie Templeton'},NO
1980 (53rd),Actor -- Leading Role,Peter O'Toole,The Stunt Man {'Eli Cross'},NO
1979 (52nd),Actor -- Leading Role,Jack Lemmon,The China Syndrome {'Jack Godell'},NO
1979 (52nd),Actor -- Leading Role,Al Pacino,...And Justice for All {'Arthur Kirkland'},NO
1979 (52nd),Actor -- Leading Role,Roy Scheider,All That Jazz {'Joe Gideon'},NO
1979 (52nd),Actor -- Leading Role,Peter Sellers,"Being There {'John Chance, the gardener (aka Chauncey Gardiner)'}",NO
1978 (51st),Actor -- Leading Role,Warren Beatty,"Heaven Can Wait {'Joe Pendleton (alias, Leo Farnsworth, Tom Jarrett)'}",NO
1978 (51st),Actor -- Leading Role,Gary Busey,The Buddy Holly Story {'Buddy Holly'},NO
1978 (51st),Actor -- Leading Role,Robert De Niro,The Deer Hunter {'Michael'},NO
1978 (51st),Actor -- Leading Role,Laurence Olivier,The Boys from Brazil {'Ezra Lieberman'},NO
1977 (50th),Actor -- Leading Role,Woody Allen,Annie Hall {'Alvy Singer'},NO
1977 (50th),Actor -- Leading Role,Richard Burton,Equus {'Dr. Martin Dysart'},NO
1977 (50th),Actor -- Leading Role,Marcello Mastroianni,A Special Day {'Gabriele'},NO
1977 (50th),Actor -- Leading Role,John Travolta,Saturday Night Fever {'Tony Manero'},NO
1976 (49th),Actor -- Leading Role,Robert De Niro,Taxi Driver {'Travis Bickle'},NO
1976 (49th),Actor -- Leading Role,Giancarlo Giannini,Seven Beauties {'Pasqualino Frafuso'},NO
1976 (49th),Actor -- Leading Role,William Holden,Network {'Max Schumacher'},NO
1976 (49th),Actor -- Leading Role,Sylvester Stallone,Rocky {'Rocky Balboa'},NO
1975 (48th),Actor -- Leading Role,Walter Matthau,The Sunshine Boys {'Willy Clark'},NO
1975 (48th),Actor -- Leading Role,Al Pacino,Dog Day Afternoon {'Sonny'},NO
1975 (48th),Actor -- Leading Role,Maximilian Schell,The Man in the Glass Booth {'Arthur Goldman'},NO
1975 (48th),Actor -- Leading Role,James Whitmore,"Give 'em Hell, Harry! {'Harry S. Truman'}",NO
1974 (47th),Actor -- Leading Role,Albert Finney,Murder on the Orient Express {'Hercule Poirot'},NO
1974 (47th),Actor -- Leading Role,Dustin Hoffman,Lenny {'Lenny Bruce'},NO
1974 (47th),Actor -- Leading Role,Jack Nicholson,Chinatown {'J. J. Gittes'},NO
1974 (47th),Actor -- Leading Role,Al Pacino,The Godfather Part II {'Michael Corleone'},NO
1973 (46th),Actor -- Leading Role,Marlon Brando,Last Tango in Paris {'Paul'},NO
1973 (46th),Actor -- Leading Role,Jack Nicholson,The Last Detail {'Signalman First Class Buddusky'},NO
1973 (46th),Actor -- Leading Role,Al Pacino,Serpico {'Frank Serpico'},NO
1973 (46th),Actor -- Leading Role,Robert Redford,The Sting {'Johnny Hooker'},NO
1972 (45th),Actor -- Leading Role,Michael Caine,Sleuth {'Milo Tindale'},NO
1972 (45th),Actor -- Leading Role,Laurence Olivier,Sleuth {'Andrew Wyke'},NO
1972 (45th),Actor -- Leading Role,Peter O'Toole,"The Ruling Class {'Jack, 14th Earl of Gurney'}",NO
1972 (45th),Actor -- Leading Role,Paul Winfield,Sounder {'Nathan Lee Morgan'},NO
1971 (44th),Actor -- Leading Role,Peter Finch,Sunday Bloody Sunday {'Dr. Daniel Hirsh'},NO
1971 (44th),Actor -- Leading Role,Walter Matthau,Kotch {'Joseph P. Kotcher'},NO
1971 (44th),Actor -- Leading Role,George C. Scott,The Hospital {'Dr. Herbert Bock'},NO
1971 (44th),Actor -- Leading Role,Topol,Fiddler on the Roof {'Tevye'},NO
1970 (43rd),Actor -- Leading Role,Melvyn Douglas,I Never Sang for My Father {'Tom Garrison'},NO
1970 (43rd),Actor -- Leading Role,James Earl Jones,The Great White Hope {'Jack Jefferson'},NO
1970 (43rd),Actor -- Leading Role,Jack Nicholson,Five Easy Pieces {'Robert Eroica Dupea'},NO
1970 (43rd),Actor -- Leading Role,Ryan O'Neal,Love Story {'Oliver Barrett IV'},NO
1969 (42nd),Actor -- Leading Role,Richard Burton,Anne of the Thousand Days {'King Henry VIII'},NO
1969 (42nd),Actor -- Leading Role,Dustin Hoffman,Midnight Cowboy {'Ratso Rizzo'},NO
1969 (42nd),Actor -- Leading Role,Peter O'Toole,"Goodbye, Mr. Chips {'Arthur Chipping'}",NO
1969 (42nd),Actor -- Leading Role,Jon Voight,Midnight Cowboy {'Joe Buck'},NO
1968 (41st),Actor -- Leading Role,Alan Arkin,The Heart Is a Lonely Hunter {'Singer'},NO
1968 (41st),Actor -- Leading Role,Alan Bates,The Fixer {'Yakov Bok'},NO
1968 (41st),Actor -- Leading Role,Ron Moody,Oliver! {'Fagin'},NO
1968 (41st),Actor -- Leading Role,Peter O'Toole,The Lion in Winter {'King Henry II'},NO
1967 (40th),Actor -- Leading Role,Warren Beatty,Bonnie and Clyde {'Clyde Barrow'},NO
1967 (40th),Actor -- Leading Role,Dustin Hoffman,The Graduate {'Ben Braddock'},NO
1967 (40th),Actor -- Leading Role,Paul Newman,Cool Hand Luke {'Luke Jackson'},NO
1967 (40th),Actor -- Leading Role,Spencer Tracy,Guess Who's Coming to Dinner {'Matt Drayton'},NO
1966 (39th),Actor -- Leading Role,Alan Arkin,The Russians Are Coming The Russians Are Coming {'Rozanov'},NO
1966 (39th),Actor -- Leading Role,Richard Burton,Who's Afraid of Virginia Woolf? {'George'},NO
1966 (39th),Actor -- Leading Role,Michael Caine,Alfie {'Alfie'},NO
1966 (39th),Actor -- Leading Role,Steve McQueen,The Sand Pebbles {'Jake Holman'},NO
