,Year,Category,Nominee,Movie,Winner
3587,1982 (55th),Actor -- Supporting Role,Robert Preston,Victor/Victoria {'Toddy'},NO
3706,1981 (54th),Actor -- Supporting Role,James Coco,Only When I Laugh {'Jimmy Perry'},NO
3708,1981 (54th),Actor -- Supporting Role,Ian Holm,Chariots of Fire {'Sam Mussabini'},NO
3709,1981 (54th),Actor -- Supporting Role,Jack Nicholson,Reds {'Eugene O'Neill'},NO
3710,1981 (54th),Actor -- Supporting Role,"Howard E. Rollins, Jr.","Ragtime {'Coalhouse Walker, Jr.'}",NO
3826,1980 (53rd),Actor -- Supporting Role,Judd Hirsch,Ordinary People {'Dr. Berger'},NO
3828,1980 (53rd),Actor -- Supporting Role,Michael O'Keefe,The Great Santini {'Ben Meechum'},NO
3829,1980 (53rd),Actor -- Supporting Role,Joe Pesci,Raging Bull {'Joey LaMotta'},NO
3830,1980 (53rd),Actor -- Supporting Role,Jason Robards,Melvin and Howard {'Howard Hughes'},NO
3940,1979 (52nd),Actor -- Supporting Role,Robert Duvall,Apocalypse Now {'Lieutenant Colonel Kilgore'},NO
3941,1979 (52nd),Actor -- Supporting Role,Frederic Forrest,The Rose {'Dyer'},NO
3942,1979 (52nd),Actor -- Supporting Role,Justin Henry,Kramer vs. Kramer {'Billy Kramer'},NO
3943,1979 (52nd),Actor -- Supporting Role,Mickey Rooney,The Black Stallion {'Henry Dailey'},NO
4064,1978 (51st),Actor -- Supporting Role,Bruce Dern,Coming Home {'Captain Bob Hyde'},NO
4065,1978 (51st),Actor -- Supporting Role,Richard Farnsworth,Comes a Horseman {'Dodger'},NO
4066,1978 (51st),Actor -- Supporting Role,John Hurt,Midnight Express {'Max'},NO
4068,1978 (51st),Actor -- Supporting Role,Jack Warden,Heaven Can Wait {'Max Corkle'},NO
4184,1977 (50th),Actor -- Supporting Role,Mikhail Baryshnikov,The Turning Point {'Yuri Kopeikine'},NO
4185,1977 (50th),Actor -- Supporting Role,Peter Firth,Equus {'Alan Strang'},NO
4186,1977 (50th),Actor -- Supporting Role,Alec Guinness,Star Wars {'Ben 'Obi-Wan' Kenobi'},NO
4188,1977 (50th),Actor -- Supporting Role,Maximilian Schell,Julia {'Johann'},NO
4309,1976 (49th),Actor -- Supporting Role,Ned Beatty,Network {'Arthur Jensen'},NO
4310,1976 (49th),Actor -- Supporting Role,Burgess Meredith,Rocky {'Mickey'},NO
4311,1976 (49th),Actor -- Supporting Role,Laurence Olivier,Marathon Man {'Szell'},NO
4313,1976 (49th),Actor -- Supporting Role,Burt Young,Rocky {'Paulie'},NO
4423,1975 (48th),Actor -- Supporting Role,Brad Dourif,One Flew over the Cuckoo's Nest {'Billy Bibbit'},NO
4424,1975 (48th),Actor -- Supporting Role,Burgess Meredith,The Day of the Locust {'Harry'},NO
4425,1975 (48th),Actor -- Supporting Role,Chris Sarandon,Dog Day Afternoon {'Leon'},NO
4426,1975 (48th),Actor -- Supporting Role,Jack Warden,Shampoo {'Lester Carr'},NO
4540,1974 (47th),Actor -- Supporting Role,Fred Astaire,The Towering Inferno {'Harlee Claiborne'},NO
4541,1974 (47th),Actor -- Supporting Role,Jeff Bridges,Thunderbolt and Lightfoot {'Lightfoot'},NO
4543,1974 (47th),Actor -- Supporting Role,Michael V. Gazzo,The Godfather Part II {'Frankie Pentangeli'},NO
4544,1974 (47th),Actor -- Supporting Role,Lee Strasberg,The Godfather Part II {'Hyman Roth'},NO
4655,1973 (46th),Actor -- Supporting Role,Vincent Gardenia,Bang the Drum Slowly {'Dutch Schnell'},NO
4656,1973 (46th),Actor -- Supporting Role,Jack Gilford,Save the Tiger {'Phil Greene'},NO
4658,1973 (46th),Actor -- Supporting Role,Jason Miller,The Exorcist {'Father Damian Karras'},NO
4659,1973 (46th),Actor -- Supporting Role,Randy Quaid,The Last Detail {'Meadows'},NO
4764,1972 (45th),Actor -- Supporting Role,Eddie Albert,The Heartbreak Kid {'Mr. Corcoran'},NO
4765,1972 (45th),Actor -- Supporting Role,James Caan,The Godfather {'Sonny Corleone'},NO
4766,1972 (45th),Actor -- Supporting Role,Robert Duvall,The Godfather {'Tom Hagen'},NO
4768,1972 (45th),Actor -- Supporting Role,Al Pacino,The Godfather {'Michael Corleone'},NO
4878,1971 (44th),Actor -- Supporting Role,Jeff Bridges,The Last Picture Show {'Duane Jackson'},NO
4879,1971 (44th),Actor -- Supporting Role,Leonard Frey,Fiddler on the Roof {'Motel'},NO
4880,1971 (44th),Actor -- Supporting Role,Richard Jaeckel,Sometimes a Great Notion {'Joe Ben Stamper'},NO
4882,1971 (44th),Actor -- Supporting Role,Roy Scheider,The French Connection {'Buddy Russo'},NO
4988,1970 (43rd),Actor -- Supporting Role,Richard Castellano,Lovers and Other Strangers {'Frank Vecchio'},NO
4989,1970 (43rd),Actor -- Supporting Role,Chief Dan George,Little Big Man {'Old Lodge Skins'},NO
4990,1970 (43rd),Actor -- Supporting Role,Gene Hackman,I Never Sang for My Father {'Gene Garrison'},NO
4991,1970 (43rd),Actor -- Supporting Role,John Marley,Love Story {'Phil Cavilleri'},NO
5100,1969 (42nd),Actor -- Supporting Role,Rupert Crosse,The Reivers {'Ned McCaslin'},NO
5101,1969 (42nd),Actor -- Supporting Role,Elliott Gould,Bob & Carol & Ted & Alice {'Ted Henderson'},NO
5102,1969 (42nd),Actor -- Supporting Role,Jack Nicholson,Easy Rider {'George Hanson'},NO
5103,1969 (42nd),Actor -- Supporting Role,Anthony Quayle,Anne of the Thousand Days {'Cardinal Wolsey'},NO
5213,1968 (41st),Actor -- Supporting Role,Seymour Cassel,Faces {'Chet'},NO
5214,1968 (41st),Actor -- Supporting Role,Daniel Massey,Star! {'Noel Coward'},NO
5215,1968 (41st),Actor -- Supporting Role,Jack Wild,Oliver! {'The Artful Dodger'},NO
5216,1968 (41st),Actor -- Supporting Role,Gene Wilder,The Producers {'Leo Bloom'},NO
5332,1967 (40th),Actor -- Supporting Role,John Cassavetes,The Dirty Dozen {'Victor Franko'},NO
5333,1967 (40th),Actor -- Supporting Role,Gene Hackman,Bonnie and Clyde {'Buck Barrow'},NO
5334,1967 (40th),Actor -- Supporting Role,Cecil Kellaway,Guess Who's Coming to Dinner {'Monsignor Ryan'},NO
5336,1967 (40th),Actor -- Supporting Role,Michael J. Pollard,Bonnie and Clyde {'C.W. Moss'},NO
5445,1966 (39th),Actor -- Supporting Role,Mako,The Sand Pebbles {'Po-Han'},NO
5446,1966 (39th),Actor -- Supporting Role,James Mason,Georgy Girl {'James Leamington'},NO
5448,1966 (39th),Actor -- Supporting Role,George Segal,Who's Afraid of Virginia Woolf? {'Nick'},NO
5449,1966 (39th),Actor -- Supporting Role,Robert Shaw,A Man for All Seasons {'King Henry VIII'},NO
5575,1965 (38th),Actor -- Supporting Role,Ian Bannen,The Flight of the Phoenix {'Crow'},NO
5576,1965 (38th),Actor -- Supporting Role,Tom Courtenay,Doctor Zhivago {'Pasha Antipov/Strelnikoff'},NO
5577,1965 (38th),Actor -- Supporting Role,Michael Dunn,Ship of Fools {'Glocken'},NO
5578,1965 (38th),Actor -- Supporting Role,Frank Finlay,Othello {'Iago'},NO
5701,1964 (37th),Actor -- Supporting Role,John Gielgud,Becket {'King Louis VII of France'},NO
5702,1964 (37th),Actor -- Supporting Role,Stanley Holloway,My Fair Lady {'Alfred P. Doolittle'},NO
5703,1964 (37th),Actor -- Supporting Role,Edmond O'Brien,Seven Days in May {'Senator Raymond Clark'},NO
5704,1964 (37th),Actor -- Supporting Role,Lee Tracy,The Best Man {'Art Hockstader'},NO
5833,1963 (36th),Actor -- Supporting Role,Nick Adams,Twilight of Honor {'Ben Brown'},NO
5834,1963 (36th),Actor -- Supporting Role,Bobby Darin,"Captain Newman, M.D. {'Corp. Jim Tompkins'}",NO
5836,1963 (36th),Actor -- Supporting Role,Hugh Griffith,Tom Jones {'Squire Western'},NO
5837,1963 (36th),Actor -- Supporting Role,John Huston,The Cardinal {'Cardinal Glennon'},NO
5959,1962 (35th),Actor -- Supporting Role,Victor Buono,What Ever Happened to Baby Jane? {'Edwin Flagg'},NO
5960,1962 (35th),Actor -- Supporting Role,Telly Savalas,Birdman of Alcatraz {'Feto Gomez'},NO
5961,1962 (35th),Actor -- Supporting Role,Omar Sharif,Lawrence of Arabia {'Sherif Ali ibn el Kharish'},NO
5962,1962 (35th),Actor -- Supporting Role,Terence Stamp,Billy Budd {'Billy Budd'},NO
6083,1961 (34th),Actor -- Supporting Role,Montgomery Clift,Judgment at Nuremberg {'Rudolph Peterson'},NO
6084,1961 (34th),Actor -- Supporting Role,Peter Falk,Pocketful of Miracles {'Joy Boy'},NO
6085,1961 (34th),Actor -- Supporting Role,Jackie Gleason,The Hustler {'Minnesota Fats'},NO
6086,1961 (34th),Actor -- Supporting Role,George C. Scott,The Hustler {'Bert Gordon'},NO
6211,1960 (33rd),Actor -- Supporting Role,Peter Falk,"Murder, Inc. {'Abe Reles'}",NO
6212,1960 (33rd),Actor -- Supporting Role,Jack Kruschen,The Apartment {'Dr. Dreyfuss'},NO
6213,1960 (33rd),Actor -- Supporting Role,Sal Mineo,Exodus {'Dov Landau'},NO
6215,1960 (33rd),Actor -- Supporting Role,Chill Wills,The Alamo {'Beekeeper'},NO
6339,1959 (32nd),Actor -- Supporting Role,Arthur O'Connell,Anatomy of a Murder {'Parnell McCarthy'},NO
6340,1959 (32nd),Actor -- Supporting Role,George C. Scott,Anatomy of a Murder {'Claude Dancer'},NO
6341,1959 (32nd),Actor -- Supporting Role,Robert Vaughn,The Young Philadelphians {'Chester Gwynn'},NO
6342,1959 (32nd),Actor -- Supporting Role,Ed Wynn,The Diary of Anne Frank {'Mr. Dussell'},NO
6464,1958 (31st),Actor -- Supporting Role,Theodore Bikel,The Defiant Ones {'Sheriff Max Muller'},NO
6465,1958 (31st),Actor -- Supporting Role,Lee J. Cobb,The Brothers Karamazov {'Fyodor Karamazov'},NO
6467,1958 (31st),Actor -- Supporting Role,Arthur Kennedy,Some Came Running {'Frank Hirsh'},NO
6468,1958 (31st),Actor -- Supporting Role,Gig Young,Teacher's Pet {'Dr. Hugo Pine'},NO
6580,1957 (30th),Actor -- Supporting Role,Vittorio De Sica,A Farewell to Arms {'Major Alessandro Rinaldi'},NO
6581,1957 (30th),Actor -- Supporting Role,Sessue Hayakawa,The Bridge on the River Kwai {'Saito'},NO
6582,1957 (30th),Actor -- Supporting Role,Arthur Kennedy,Peyton Place {'Lucas Cross'},NO
6583,1957 (30th),Actor -- Supporting Role,Russ Tamblyn,Peyton Place {'Norman Page'},NO
6685,1956 (29th),Actor -- Supporting Role,Don Murray,Bus Stop {'Bo'},NO
6686,1956 (29th),Actor -- Supporting Role,Anthony Perkins,Friendly Persuasion {'Josh Birdwell'},NO
6688,1956 (29th),Actor -- Supporting Role,Mickey Rooney,The Bold and the Brave {'Dooley'},NO
6689,1956 (29th),Actor -- Supporting Role,Robert Stack,Written on the Wind {'Kyle Hadley'},NO
6819,1955 (28th),Actor -- Supporting Role,Arthur Kennedy,Trial {'Barney Castle'},NO
6821,1955 (28th),Actor -- Supporting Role,Joe Mantell,Marty {'Angie'},NO
6822,1955 (28th),Actor -- Supporting Role,Sal Mineo,Rebel without a Cause {'Plato'},NO
6823,1955 (28th),Actor -- Supporting Role,Arthur O'Connell,Picnic {'Howard Bevans'},NO
6951,1954 (27th),Actor -- Supporting Role,Lee J. Cobb,On the Waterfront {'Johnny Friendly'},NO
6952,1954 (27th),Actor -- Supporting Role,Karl Malden,On the Waterfront {'Father Barry'},NO
6954,1954 (27th),Actor -- Supporting Role,Rod Steiger,On the Waterfront {'Charles Malloy'},NO
6955,1954 (27th),Actor -- Supporting Role,Tom Tully,The Caine Mutiny {'Captain DeVriess'},NO
7092,1953 (26th),Actor -- Supporting Role,Eddie Albert,Roman Holiday {'Irving Radovich'},NO
7093,1953 (26th),Actor -- Supporting Role,Brandon De Wilde,Shane {'Joey Starrett'},NO
7094,1953 (26th),Actor -- Supporting Role,Jack Palance,Shane {'Wilson'},NO
7096,1953 (26th),Actor -- Supporting Role,Robert Strauss,Stalag 17 {'Stosh/'Animal''},NO
7227,1952 (25th),Actor -- Supporting Role,Richard Burton,My Cousin Rachel {'Philip Ashley'},NO
7228,1952 (25th),Actor -- Supporting Role,Arthur Hunnicutt,The Big Sky {'Zeb Callaway'},NO
7229,1952 (25th),Actor -- Supporting Role,Victor McLaglen,The Quiet Man {'Red Will Danaher'},NO
7230,1952 (25th),Actor -- Supporting Role,Jack Palance,Sudden Fear {'Lester Blaine'},NO
7365,1951 (24th),Actor -- Supporting Role,Leo Genn,Quo Vadis {'Petronius'},NO
7366,1951 (24th),Actor -- Supporting Role,Kevin McCarthy,Death of a Salesman {'Biff Loman'},NO
7368,1951 (24th),Actor -- Supporting Role,Peter Ustinov,Quo Vadis {'Nero'},NO
7369,1951 (24th),Actor -- Supporting Role,Gig Young,Come Fill the Cup {'Boyd Copeland'},NO
7492,1950 (23rd),Actor -- Supporting Role,Jeff Chandler,Broken Arrow {'Cochise'},NO
7493,1950 (23rd),Actor -- Supporting Role,Edmund Gwenn,Mister 880 {'Skipper Miller'},NO
7494,1950 (23rd),Actor -- Supporting Role,Sam Jaffe,The Asphalt Jungle {'Dr. Erwin Riedenschneider'},NO
7496,1950 (23rd),Actor -- Supporting Role,Erich von Stroheim,Sunset Blvd. {'Max Von Mayerling'},NO
7608,1949 (22nd),Actor -- Supporting Role,John Ireland,All the King's Men {'Jack Burden'},NO
7610,1949 (22nd),Actor -- Supporting Role,Arthur Kennedy,Champion {'Connie Kelly'},NO
7611,1949 (22nd),Actor -- Supporting Role,Ralph Richardson,The Heiress {'Dr. Austin Sloper'},NO
7612,1949 (22nd),Actor -- Supporting Role,James Whitmore,Battleground {'Kinnie'},NO
7730,1948 (21st),Actor -- Supporting Role,Charles Bickford,Johnny Belinda {'Black McDonald'},NO
7731,1948 (21st),Actor -- Supporting Role,José Ferrer,"Joan of Arc {'The Dauphin, Charles VIII'}",NO
7732,1948 (21st),Actor -- Supporting Role,Oscar Homolka,I Remember Mama {'Uncle Chris'},NO
7734,1948 (21st),Actor -- Supporting Role,Cecil Kellaway,The Luck of the Irish {'Horace'},NO
7845,1947 (20th),Actor -- Supporting Role,Charles Bickford,The Farmer's Daughter {'Clancy'},NO
7846,1947 (20th),Actor -- Supporting Role,Thomas Gomez,Ride the Pink Horse {'Pancho'},NO
7848,1947 (20th),Actor -- Supporting Role,Robert Ryan,Crossfire {'Montgomery'},NO
7849,1947 (20th),Actor -- Supporting Role,Richard Widmark,Kiss of Death {'Tommy Udo'},NO
7959,1946 (19th),Actor -- Supporting Role,Charles Coburn,The Green Years {'Alexander Gow'},NO
7960,1946 (19th),Actor -- Supporting Role,William Demarest,The Jolson Story {'Steve Martin'},NO
7961,1946 (19th),Actor -- Supporting Role,Claude Rains,Notorious {'Alexander Sebastian'},NO
7963,1946 (19th),Actor -- Supporting Role,Clifton Webb,The Razor's Edge {'Elliott Templeton'},NO
8074,1945 (18th),Actor -- Supporting Role,Michael Chekhov,Spellbound {'Dr. Alex Brulov'},NO
8075,1945 (18th),Actor -- Supporting Role,John Dall,The Corn Is Green {'Morgan Evans'},NO
8077,1945 (18th),Actor -- Supporting Role,Robert Mitchum,G. I. Joe {'Lieutenant Walker'},NO
8078,1945 (18th),Actor -- Supporting Role,J. Carrol Naish,A Medal for Benny {'Charlie Martini'},NO
8237,1944 (17th),Actor -- Supporting Role,Hume Cronyn,The Seventh Cross {'Paul Roeder'},NO
8239,1944 (17th),Actor -- Supporting Role,Claude Rains,Mr. Skeffington {'Job Skeffington'},NO
8240,1944 (17th),Actor -- Supporting Role,Clifton Webb,Laura {'Waldo Lydecker'},NO
8241,1944 (17th),Actor -- Supporting Role,Monty Woolley,Since You Went Away {'Colonel Smollett'},NO
8418,1943 (16th),Actor -- Supporting Role,Charles Bickford,The Song of Bernadette {'Dean Peyramale'},NO
8420,1943 (16th),Actor -- Supporting Role,J. Carrol Naish,Sahara {'Giuseppe'},NO
8421,1943 (16th),Actor -- Supporting Role,Claude Rains,Casablanca {'Captain Louis Renault'},NO
8422,1943 (16th),Actor -- Supporting Role,Akim Tamiroff,For Whom the Bell Tolls {'Pablo'},NO
8606,1942 (15th),Actor -- Supporting Role,William Bendix,Wake Island {'Smacksie Randall'},NO
8608,1942 (15th),Actor -- Supporting Role,Walter Huston,Yankee Doodle Dandy {'Jerry Cohan'},NO
8609,1942 (15th),Actor -- Supporting Role,Frank Morgan,Tortilla Flat {'The Pirate'},NO
8610,1942 (15th),Actor -- Supporting Role,Henry Travers,Mrs. Miniver {'Mr. Ballard'},NO
8796,1941 (14th),Actor -- Supporting Role,Walter Brennan,Sergeant York {'Pastor Posier Pile'},NO
8797,1941 (14th),Actor -- Supporting Role,Charles Coburn,The Devil and Miss Jones {'John P. Merrick'},NO
8799,1941 (14th),Actor -- Supporting Role,James Gleason,Here Comes Mr. Jordan {'Max Corkle'},NO
8800,1941 (14th),Actor -- Supporting Role,Sydney Greenstreet,The Maltese Falcon {'Kaspar Gutman'},NO
8988,1940 (13th),Actor -- Supporting Role,Albert Basserman,Foreign Correspondent {'Van Meer'},NO
8990,1940 (13th),Actor -- Supporting Role,William Gargan,"They Knew What They Wanted {'Joe, the Foreman'}",NO
8991,1940 (13th),Actor -- Supporting Role,Jack Oakie,"The Great Dictator {'Napaloni, Dictator of Bacteria'}",NO
8992,1940 (13th),Actor -- Supporting Role,James Stephenson,The Letter {'Howard Joyce'},NO
9150,1939 (12th),Actor -- Supporting Role,Brian Aherne,Juarez {'Emperor Maximilian von Habsburg'},NO
9151,1939 (12th),Actor -- Supporting Role,Harry Carey,Mr. Smith Goes to Washington {'President of the Senate'},NO
9152,1939 (12th),Actor -- Supporting Role,Brian Donlevy,Beau Geste {'Sergeant Markoff'},NO
9154,1939 (12th),Actor -- Supporting Role,Claude Rains,Mr. Smith Goes to Washington {'Senator Joseph Paine'},NO
9304,1938 (11th),Actor -- Supporting Role,John Garfield,Four Daughters {'Mickey Borden'},NO
9305,1938 (11th),Actor -- Supporting Role,Gene Lockhart,Algiers {'Regis'},NO
9306,1938 (11th),Actor -- Supporting Role,Robert Morley,Marie Antoinette {'King Louis XVI'},NO
9307,1938 (11th),Actor -- Supporting Role,Basil Rathbone,If I Were King {'Louis XI'},NO
9448,1937 (10th),Actor -- Supporting Role,Ralph Bellamy,The Awful Truth {'Daniel Leeson'},NO
9449,1937 (10th),Actor -- Supporting Role,Thomas Mitchell,The Hurricane {'Doctor Kersaint'},NO
9451,1937 (10th),Actor -- Supporting Role,H. B. Warner,Lost Horizon {'Chang'},NO
9452,1937 (10th),Actor -- Supporting Role,Roland Young,Topper {'Cosmo Topper'},NO
9583,1936 (9th),Actor -- Supporting Role,Mischa Auer,My Man Godfrey {'Carlo'},NO
9585,1936 (9th),Actor -- Supporting Role,Stuart Erwin,Pigskin Parade {'Amos Dodd'},NO
9586,1936 (9th),Actor -- Supporting Role,Basil Rathbone,Romeo and Juliet {'Tybalt'},NO
9587,1936 (9th),Actor -- Supporting Role,Akim Tamiroff,The General Died at Dawn {'General Yang'},NO
15,2010 (83rd),Actress -- Supporting Role,Amy Adams,The Fighter {'Charlene Fleming'},NO
16,2010 (83rd),Actress -- Supporting Role,Helena Bonham Carter,The King's Speech {'Queen Elizabeth'},NO
18,2010 (83rd),Actress -- Supporting Role,Hailee Steinfeld,True Grit {'Mattie Ross'},NO
19,2010 (83rd),Actress -- Supporting Role,Jacki Weaver,Animal Kingdom {'Janine 'Smurf' Cody'},NO
150,2009 (82nd),Actress -- Supporting Role,Penélope Cruz,Nine {'Carla'},NO
151,2009 (82nd),Actress -- Supporting Role,Vera Farmiga,Up in the Air {'Alex Goran'},NO
152,2009 (82nd),Actress -- Supporting Role,Maggie Gyllenhaal,Crazy Heart {'Jean Craddock'},NO
153,2009 (82nd),Actress -- Supporting Role,Anna Kendrick,Up in the Air {'Natalie Keener'},NO
290,2008 (81st),Actress -- Supporting Role,Amy Adams,Doubt {'Sister James'},NO
292,2008 (81st),Actress -- Supporting Role,Viola Davis,Doubt {'Mrs. Miller'},NO
293,2008 (81st),Actress -- Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button {'Queenie'},NO
294,2008 (81st),Actress -- Supporting Role,Marisa Tomei,The Wrestler {'Cassidy'},NO
408,2007 (80th),Actress -- Supporting Role,Cate Blanchett,I'm Not There {'Jude'},NO
409,2007 (80th),Actress -- Supporting Role,Ruby Dee,American Gangster {'Mama Lucas'},NO
410,2007 (80th),Actress -- Supporting Role,Saoirse Ronan,"Atonement {'Briony Tallis, aged 13'}",NO
411,2007 (80th),Actress -- Supporting Role,Amy Ryan,Gone Baby Gone {'Helene McCready'},NO
535,2006 (79th),Actress -- Supporting Role,Adriana Barraza,Babel {'Amelia'},NO
536,2006 (79th),Actress -- Supporting Role,Cate Blanchett,Notes on a Scandal {'Sheba Hart'},NO
537,2006 (79th),Actress -- Supporting Role,Abigail Breslin,Little Miss Sunshine {'Olive'},NO
539,2006 (79th),Actress -- Supporting Role,Rinko Kikuchi,Babel {'Chieko'},NO
665,2005 (78th),Actress -- Supporting Role,Amy Adams,Junebug {'Ashley'},NO
666,2005 (78th),Actress -- Supporting Role,Catherine Keener,Capote {'Nelle Harper Lee'},NO
667,2005 (78th),Actress -- Supporting Role,Frances McDormand,North Country {'Glory'},NO
669,2005 (78th),Actress -- Supporting Role,Michelle Williams,Brokeback Mountain {'Alma'},NO
795,2004 (77th),Actress -- Supporting Role,Laura Linney,Kinsey {'Clara McMillen'},NO
796,2004 (77th),Actress -- Supporting Role,Virginia Madsen,Sideways {'Maya'},NO
797,2004 (77th),Actress -- Supporting Role,Sophie Okonedo,Hotel Rwanda {'Tatiana Rusesabagina'},NO
798,2004 (77th),Actress -- Supporting Role,Natalie Portman,Closer {'Alice'},NO
923,2003 (76th),Actress -- Supporting Role,Shohreh Aghdashloo,House of Sand and Fog {'Nadi'},NO
924,2003 (76th),Actress -- Supporting Role,Patricia Clarkson,Pieces of April {'Joy Burns'},NO
925,2003 (76th),Actress -- Supporting Role,Marcia Gay Harden,Mystic River {'Celeste Boyle'},NO
926,2003 (76th),Actress -- Supporting Role,Holly Hunter,Thirteen {'Melanie'},NO
1045,2002 (75th),Actress -- Supporting Role,Kathy Bates,About Schmidt {'Roberta Hertzel'},NO
1046,2002 (75th),Actress -- Supporting Role,Julianne Moore,The Hours {'Laura Brown'},NO
1047,2002 (75th),Actress -- Supporting Role,Queen Latifah,Chicago {'Matron Mama Morton'},NO
1048,2002 (75th),Actress -- Supporting Role,Meryl Streep,Adaptation {'Susan Orlean'},NO
1173,2001 (74th),Actress -- Supporting Role,Helen Mirren,Gosford Park {'Mrs. Wilson'},NO
1174,2001 (74th),Actress -- Supporting Role,Maggie Smith,"Gosford Park {'Constance, Countess of Trentham'}",NO
1175,2001 (74th),Actress -- Supporting Role,Marisa Tomei,In the Bedroom {'Natalie Strout'},NO
1176,2001 (74th),Actress -- Supporting Role,Kate Winslet,Iris {'Young Iris Murdoch'},NO
1309,2000 (73rd),Actress -- Supporting Role,Judi Dench,Chocolat {'Armande Voizin'},NO
1311,2000 (73rd),Actress -- Supporting Role,Kate Hudson,Almost Famous {'Penny Lane'},NO
1312,2000 (73rd),Actress -- Supporting Role,Frances McDormand,Almost Famous {'Elaine Miller'},NO
1313,2000 (73rd),Actress -- Supporting Role,Julie Walters,Billy Elliot {'Mrs. Wilkinson'},NO
1438,1999 (72nd),Actress -- Supporting Role,Toni Collette,The Sixth Sense {'Lynn Sear'},NO
1440,1999 (72nd),Actress -- Supporting Role,Catherine Keener,Being John Malkovich {'Maxine'},NO
1441,1999 (72nd),Actress -- Supporting Role,Samantha Morton,Sweet and Lowdown {'Hattie'},NO
1442,1999 (72nd),Actress -- Supporting Role,Chloë Sevigny,Boys Don't Cry {'Lana Tisdel'},NO
1564,1998 (71st),Actress -- Supporting Role,Kathy Bates,Primary Colors {'Libby'},NO
1565,1998 (71st),Actress -- Supporting Role,Brenda Blethyn,Little Voice {'Mari'},NO
1567,1998 (71st),Actress -- Supporting Role,Rachel Griffiths,Hilary and Jackie {'Hilary du Pré'},NO
1568,1998 (71st),Actress -- Supporting Role,Lynn Redgrave,Gods and Monsters {'Hanna'},NO
1715,1997 (70th),Actress -- Supporting Role,Joan Cusack,In & Out {'Emily Montgomery'},NO
1716,1997 (70th),Actress -- Supporting Role,Minnie Driver,Good Will Hunting {'Skylar'},NO
1717,1997 (70th),Actress -- Supporting Role,Julianne Moore,Boogie Nights {'Amber Waves'},NO
1718,1997 (70th),Actress -- Supporting Role,Gloria Stuart,Titanic {'Old Rose'},NO
1851,1996 (69th),Actress -- Supporting Role,Joan Allen,The Crucible {'Elizabeth Proctor'},NO
1852,1996 (69th),Actress -- Supporting Role,Lauren Bacall,The Mirror Has Two Faces {'Hannah Morgan'},NO
1854,1996 (69th),Actress -- Supporting Role,Barbara Hershey,The Portrait of a Lady {'Madame Serena Merle'},NO
1855,1996 (69th),Actress -- Supporting Role,Marianne Jean-Baptiste,Secrets & Lies {'Hortense'},NO
1982,1995 (68th),Actress -- Supporting Role,Joan Allen,Nixon {'Pat Nixon'},NO
1983,1995 (68th),Actress -- Supporting Role,Kathleen Quinlan,Apollo 13 {'Marilyn Lovell'},NO
1985,1995 (68th),Actress -- Supporting Role,Mare Winningham,Georgia {'Georgia'},NO
1986,1995 (68th),Actress -- Supporting Role,Kate Winslet,Sense and Sensibility {'Marianne Dashwood'},NO
2123,1994 (67th),Actress -- Supporting Role,Rosemary Harris,Tom & Viv {'Rose Haigh-Wood'},NO
2124,1994 (67th),Actress -- Supporting Role,Helen Mirren,The Madness of King George {'Queen Charlotte'},NO
2125,1994 (67th),Actress -- Supporting Role,Uma Thurman,Pulp Fiction {'Mia'},NO
2126,1994 (67th),Actress -- Supporting Role,Jennifer Tilly,Bullets over Broadway {'Olive Neal'},NO
2261,1993 (66th),Actress -- Supporting Role,Holly Hunter,The Firm {'Tammy Hemphill'},NO
2263,1993 (66th),Actress -- Supporting Role,Rosie Perez,Fearless {'Carla Rodrigo'},NO
2264,1993 (66th),Actress -- Supporting Role,Winona Ryder,The Age of Innocence {'May Welland'},NO
2265,1993 (66th),Actress -- Supporting Role,Emma Thompson,In the Name of the Father {'Gareth Peirce'},NO
2380,1992 (65th),Actress -- Supporting Role,Judy Davis,Husbands and Wives {'Sally'},NO
2381,1992 (65th),Actress -- Supporting Role,Joan Plowright,Enchanted April {'Mrs. Fisher'},NO
2382,1992 (65th),Actress -- Supporting Role,Vanessa Redgrave,Howards End {'Ruth Wilcox'},NO
2383,1992 (65th),Actress -- Supporting Role,Miranda Richardson,Damage {'Ingrid'},NO
2506,1991 (64th),Actress -- Supporting Role,Diane Ladd,Rambling Rose {'Mother'},NO
2507,1991 (64th),Actress -- Supporting Role,Juliette Lewis,Cape Fear {'Danielle Bowden'},NO
2508,1991 (64th),Actress -- Supporting Role,Kate Nelligan,The Prince of Tides {'Lila Wingo Newbury'},NO
2510,1991 (64th),Actress -- Supporting Role,Jessica Tandy,Fried Green Tomatoes {'Ninny Threadgoode'},NO
2631,1990 (63rd),Actress -- Supporting Role,Annette Bening,The Grifters {'Myra Langtry'},NO
2632,1990 (63rd),Actress -- Supporting Role,Lorraine Bracco,Good Fellas {'Karen Hill'},NO
2634,1990 (63rd),Actress -- Supporting Role,Diane Ladd,Wild at Heart {'Marietta Fortune'},NO
2635,1990 (63rd),Actress -- Supporting Role,Mary McDonnell,Dances With Wolves {'Stands With A Fist'},NO
2761,1989 (62nd),Actress -- Supporting Role,Anjelica Huston,"Enemies, A Love Story {'Tamara'}",NO
