Subject,SubjectId,Split,PA,AB,H,TB,BB,SF,HBP
HitterId,501571,vs LHP,1,0,0,0,0,0,0
HitterId,501571,vs RHP,4,2,0,0,1,1,0
HitterId,501659,vs LHP,7,5,1,1,1,0,1
HitterId,501659,vs RHP,22,21,4,6,1,0,0
HitterId,501896,vs LHP,9,7,3,3,2,0,0
HitterId,501896,vs RHP,27,26,6,11,1,0,0
HitterId,501981,vs LHP,12,8,2,5,4,0,0
HitterId,501981,vs RHP,47,42,10,26,5,0,0
HitterId,502034,vs RHP,3,3,0,0,0,0,0
HitterId,502043,vs RHP,2,2,0,0,0,0,0
HitterId,502054,vs LHP,4,4,1,1,0,0,0
HitterId,502054,vs RHP,6,6,2,2,0,0,0
HitterId,502082,vs LHP,4,2,0,0,2,0,0
HitterId,502082,vs RHP,29,27,4,6,0,1,1
HitterId,502110,vs LHP,16,14,4,4,2,0,0
HitterId,502110,vs RHP,54,46,11,21,6,2,0
HitterId,502143,vs LHP,13,12,4,8,1,0,0
HitterId,502143,vs RHP,45,39,10,11,6,0,0
HitterId,502188,vs LHP,2,2,0,0,0,0,0
HitterId,502188,vs RHP,4,3,0,0,0,1,0
HitterId,502190,vs RHP,4,2,0,0,0,0,0
HitterId,502210,vs LHP,5,5,1,1,0,0,0
HitterId,502210,vs RHP,36,32,12,17,4,0,0
HitterId,502273,vs LHP,3,3,2,2,0,0,0
HitterId,502273,vs RHP,3,3,1,2,0,0,0
HitterId,502317,vs LHP,4,4,2,2,0,0,0
HitterId,502317,vs RHP,8,7,1,1,1,0,0
HitterId,502481,vs LHP,4,3,2,3,0,0,0
HitterId,502481,vs RHP,41,38,14,20,1,0,1
HitterId,502517,vs LHP,2,1,1,1,0,1,0
HitterId,502517,vs RHP,10,10,2,4,0,0,0
HitterId,502523,vs LHP,10,10,3,4,0,0,0
HitterId,502523,vs RHP,10,9,1,1,1,0,0
HitterId,502544,vs LHP,2,2,0,0,0,0,0
HitterId,502544,vs RHP,18,15,2,3,3,0,0
HitterId,502582,vs LHP,14,11,6,7,2,0,0
HitterId,502582,vs RHP,24,21,1,1,3,0,0
HitterId,502624,vs RHP,4,4,0,0,0,0,0
HitterId,502671,vs LHP,15,13,5,6,2,0,0
HitterId,502671,vs RHP,54,49,11,24,3,1,1
HitterId,503351,vs RHP,10,10,1,2,0,0,0
HitterId,503437,vs LHP,1,0,0,0,1,0,0
HitterId,503437,vs RHP,14,14,3,3,0,0,0
HitterId,503449,vs LHP,1,1,0,0,0,0,0
HitterId,503449,vs RHP,4,4,1,1,0,0,0
HitterId,503556,vs LHP,13,12,2,2,1,0,0
HitterId,503556,vs RHP,46,41,12,16,3,1,1
HitterId,506560,vs LHP,3,3,1,1,0,0,0
HitterId,506560,vs RHP,17,17,4,4,0,0,0
HitterId,506702,vs LHP,6,5,0,0,0,0,0
HitterId,506702,vs RHP,38,35,4,5,3,0,0
HitterId,506924,vs LHP,14,13,4,7,1,0,0
HitterId,506924,vs RHP,16,15,1,3,1,0,0
HitterId,514888,vs LHP,16,14,1,1,2,0,0
HitterId,514888,vs RHP,54,51,19,22,3,0,0
HitterId,514917,vs LHP,10,9,6,8,1,0,0
HitterId,514917,vs RHP,66,52,15,17,11,0,1
HitterId,516416,vs LHP,21,18,5,6,3,0,0
HitterId,516416,vs RHP,51,45,16,34,5,0,1
HitterId,516770,vs LHP,15,15,5,8,0,0,0
HitterId,516770,vs RHP,14,14,3,3,0,0,0
HitterId,516782,vs LHP,1,1,0,0,0,0,0
HitterId,516782,vs RHP,2,2,1,1,0,0,0
HitterId,516949,vs LHP,1,1,0,0,0,0,0
HitterId,516949,vs RHP,5,4,0,0,0,0,1
HitterId,517370,vs LHP,1,0,0,0,0,1,0
HitterId,517370,vs RHP,15,14,3,3,1,0,0
HitterId,518452,vs LHP,3,2,0,0,0,0,0
HitterId,518452,vs RHP,3,1,0,0,2,0,0
HitterId,518516,vs LHP,6,6,2,3,0,0,0
HitterId,518516,vs RHP,3,3,2,4,0,0,0
HitterId,518542,vs LHP,5,4,2,2,0,0,0
HitterId,518542,vs RHP,19,14,5,11,4,0,0
HitterId,518560,vs RHP,5,4,0,0,0,0,0
HitterId,518567,vs LHP,3,3,0,0,0,0,0
HitterId,518567,vs RHP,4,3,0,0,0,0,0
HitterId,518568,vs LHP,7,6,2,6,1,0,0
HitterId,518568,vs RHP,4,4,0,0,0,0,0
HitterId,518586,vs LHP,15,15,6,10,0,0,0
HitterId,518586,vs RHP,5,5,3,3,0,0,0
HitterId,518595,vs LHP,6,5,0,0,1,0,0
HitterId,518595,vs RHP,20,17,4,5,2,0,0
HitterId,518614,vs LHP,14,13,3,4,0,1,0
HitterId,518614,vs RHP,32,32,9,12,0,0,0
HitterId,518618,vs LHP,4,4,0,0,0,0,0
HitterId,518618,vs RHP,27,21,8,19,4,0,2
HitterId,518626,vs LHP,12,11,1,1,1,0,0
HitterId,518626,vs RHP,66,48,16,30,13,2,3
HitterId,518649,vs LHP,15,13,3,7,2,0,0
HitterId,518649,vs RHP,33,31,2,3,2,0,0
HitterId,518653,vs LHP,7,7,1,1,0,0,0
HitterId,518653,vs RHP,8,7,2,2,1,0,0
HitterId,518692,vs LHP,21,18,9,15,2,0,1
HitterId,518692,vs RHP,38,30,9,19,7,1,0
HitterId,518700,vs LHP,6,4,3,3,1,1,0
HitterId,518700,vs RHP,17,16,4,6,0,0,0
HitterId,518735,vs LHP,17,13,2,5,3,0,1
HitterId,518735,vs RHP,26,22,7,11,4,0,0
HitterId,518792,vs LHP,7,5,0,0,2,0,0
HitterId,518792,vs RHP,45,38,12,20,6,1,0
HitterId,518934,vs LHP,21,20,6,11,1,0,0
HitterId,518934,vs RHP,25,21,9,11,3,1,0
HitterId,518960,vs LHP,2,1,0,0,1,0,0
HitterId,518960,vs RHP,41,37,8,14,3,0,1
HitterId,519043,vs LHP,1,1,0,0,0,0,0
HitterId,519043,vs RHP,10,9,1,1,0,0,0
HitterId,519048,vs LHP,6,6,3,3,0,0,0
HitterId,519048,vs RHP,38,37,3,3,1,0,0
HitterId,519076,vs LHP,2,2,0,0,0,0,0
HitterId,519076,vs RHP,1,1,0,0,0,0,0
HitterId,519083,vs LHP,6,5,1,4,1,0,0
HitterId,519083,vs RHP,25,24,5,6,1,0,0
HitterId,519184,vs LHP,5,5,1,1,0,0,0
HitterId,519184,vs RHP,16,16,4,4,0,0,0
HitterId,519203,vs LHP,6,5,2,2,1,0,0
HitterId,519203,vs RHP,51,47,14,22,4,0,0
HitterId,519208,vs LHP,3,2,2,2,0,0,1
HitterId,519208,vs RHP,21,19,4,4,2,0,0
HitterId,519222,vs LHP,12,12,4,5,0,0,0
HitterId,519222,vs RHP,4,4,1,1,0,0,0
HitterId,519237,vs LHP,4,4,1,2,0,0,0
HitterId,519237,vs RHP,44,41,8,14,2,1,0
HitterId,519242,vs RHP,1,1,0,0,0,0,0
HitterId,519294,vs RHP,1,1,0,0,0,0,0
HitterId,519295,vs LHP,9,9,0,0,0,0,0
HitterId,519295,vs RHP,30,29,5,5,1,0,0
HitterId,519306,vs LHP,5,5,2,2,0,0,0
HitterId,519306,vs RHP,11,10,5,6,0,0,1
HitterId,519317,vs LHP,3,1,0,0,2,0,0
HitterId,519317,vs RHP,30,27,5,12,3,0,0
HitterId,519333,vs LHP,7,7,1,1,0,0,0
HitterId,519333,vs RHP,15,14,3,4,1,0,0
HitterId,519390,vs LHP,18,16,1,1,2,0,0
HitterId,519390,vs RHP,51,45,11,23,6,0,0
HitterId,519455,vs RHP,1,0,0,0,0,0,0
HitterId,520471,vs LHP,7,7,3,3,0,0,0
HitterId,520471,vs RHP,52,49,12,17,2,0,1
HitterId,521692,vs LHP,16,15,4,7,1,0,0
HitterId,521692,vs RHP,32,31,6,11,1,0,0
HitterId,523253,vs LHP,16,16,1,1,0,0,0
HitterId,523253,vs RHP,55,50,10,17,4,0,1
HitterId,527043,vs LHP,18,16,3,4,1,0,1
HitterId,527043,vs RHP,31,26,7,19,5,0,0
HitterId,527054,vs RHP,6,5,2,2,0,0,0
HitterId,534627,vs LHP,6,4,0,0,1,0,1
HitterId,534627,vs RHP,4,3,1,1,1,0,0
HitterId,534947,vs LHP,2,2,1,1,0,0,0
HitterId,534947,vs RHP,6,4,0,0,0,0,0
HitterId,537953,vs LHP,2,1,0,0,1,0,0
HitterId,537953,vs RHP,7,7,0,0,0,0,0
HitterId,541608,vs LHP,10,10,0,0,0,0,0
HitterId,541608,vs RHP,18,17,6,13,0,0,1
HitterId,541645,vs LHP,12,11,1,2,1,0,0
HitterId,541645,vs RHP,33,29,6,12,4,0,0
HitterId,541650,vs LHP,18,18,7,8,0,0,0
HitterId,541650,vs RHP,45,42,9,11,2,0,1
HitterId,542208,vs LHP,10,8,1,2,2,0,0
HitterId,542208,vs RHP,19,18,3,5,1,0,0
HitterId,542255,vs LHP,21,18,8,10,2,0,0
HitterId,542255,vs RHP,45,39,10,12,5,0,0
HitterId,542303,vs LHP,5,5,1,1,0,0,0
HitterId,542303,vs RHP,50,44,10,12,5,1,0
HitterId,542340,vs LHP,20,17,4,13,1,1,0
HitterId,542340,vs RHP,47,37,9,13,10,0,0
HitterId,542364,vs LHP,4,4,1,1,0,0,0
HitterId,542364,vs RHP,40,32,11,14,6,0,0
HitterId,542436,vs LHP,11,10,3,4,1,0,0
HitterTeamId,108,vs LHP,176,163,37,63,11,0,2
HitterTeamId,108,vs RHP,459,401,99,147,50,3,3
HitterTeamId,109,vs LHP,158,144,36,53,12,1,0
HitterTeamId,109,vs RHP,463,418,92,170,34,2,4
HitterTeamId,110,vs LHP,159,143,36,59,15,1,0
HitterTeamId,110,vs RHP,473,424,95,155,33,6,6
HitterTeamId,111,vs LHP,147,130,30,51,15,0,0
HitterTeamId,111,vs RHP,491,434,109,176,50,2,4
HitterTeamId,112,vs LHP,85,75,23,33,10,0,0
HitterTeamId,112,vs RHP,570,495,134,223,61,2,10
HitterTeamId,113,vs LHP,143,130,29,52,10,1,2
HitterTeamId,113,vs RHP,508,461,135,199,28,5,4
HitterTeamId,114,vs LHP,165,137,31,50,24,1,1
HitterTeamId,114,vs RHP,425,361,85,133,42,8,9
HitterTeamId,115,vs LHP,209,195,50,72,9,1,1
HitterTeamId,115,vs RHP,397,366,109,174,24,2,2
HitterTeamId,116,vs LHP,124,109,27,46,14,1,0
HitterTeamId,116,vs RHP,495,435,125,213,47,3,8
HitterTeamId,117,vs LHP,141,132,26,42,8,0,0
HitterTeamId,117,vs RHP,447,409,108,157,31,3,3
HitterTeamId,118,vs LHP,192,172,52,88,14,3,1
HitterTeamId,118,vs RHP,432,409,101,156,15,1,6
HitterTeamId,119,vs LHP,291,267,58,87,20,1,3
HitterTeamId,119,vs RHP,364,317,91,144,39,3,3
HitterTeamId,120,vs LHP,135,121,33,53,11,1,1
HitterTeamId,120,vs RHP,444,393,100,159,37,5,5
HitterTeamId,121,vs LHP,109,97,26,36,10,0,1
HitterTeamId,121,vs RHP,546,476,132,219,56,4,8
HitterTeamId,133,vs LHP,135,123,33,58,12,0,0
HitterTeamId,133,vs RHP,504,457,104,176,46,1,0
HitterTeamId,134,vs LHP,117,99,24,27,15,3,0
HitterTeamId,134,vs RHP,591,523,137,230,59,2,5
HitterTeamId,135,vs LHP,145,130,30,50,11,0,1
HitterTeamId,135,vs RHP,424,388,91,150,25,3,7
HitterTeamId,136,vs LHP,154,140,37,61,12,0,1
HitterTeamId,136,vs RHP,475,425,101,161,40,2,5
HitterTeamId,137,vs LHP,253,235,49,70,15,2,1
HitterTeamId,137,vs RHP,390,339,104,154,41,5,2
HitterTeamId,138,vs LHP,176,154,42,72,14,3,3
HitterTeamId,138,vs RHP,457,411,108,169,34,4,6
HitterTeamId,139,vs LHP,169,153,38,56,10,3,3
HitterTeamId,139,vs RHP,456,428,96,171,23,0,5
HitterTeamId,140,vs LHP,61,55,14,18,5,0,1
HitterTeamId,140,vs RHP,488,451,111,186,31,0,5
HitterTeamId,141,vs LHP,113,99,18,27,13,1,0
HitterTeamId,141,vs RHP,547,452,119,184,76,6,6
HitterTeamId,142,vs LHP,217,198,41,71,15,2,0
HitterTeamId,142,vs RHP,377,333,67,112,39,1,2
HitterTeamId,143,vs LHP,86,73,24,38,7,1,5
HitterTeamId,143,vs RHP,548,492,126,186,46,1,3
HitterTeamId,144,vs LHP,157,140,47,74,9,2,4
HitterTeamId,144,vs RHP,405,356,93,139,38,3,2
HitterTeamId,145,vs LHP,152,137,36,52,12,2,1
HitterTeamId,145,vs RHP,477,443,117,206,30,2,2
HitterTeamId,146,vs LHP,59,56,14,20,3,0,0
HitterTeamId,146,vs RHP,503,449,99,160,42,2,6
HitterTeamId,147,vs LHP,312,282,82,130,23,1,3
HitterTeamId,147,vs RHP,333,295,71,108,32,4,1
HitterTeamId,158,vs LHP,157,147,36,62,8,1,0
HitterTeamId,158,vs RHP,433,394,90,165,36,0,2
PitcherTeamId,108,vs LHH,175,161,36,58,12,1,1
PitcherTeamId,108,vs RHH,445,393,107,155,42,5,5
PitcherTeamId,109,vs LHH,298,262,60,95,33,1,1
PitcherTeamId,109,vs RHH,325,290,65,115,25,4,4
PitcherTeamId,110,vs LHH,228,202,45,75,19,1,3
PitcherTeamId,110,vs RHH,404,367,87,130,28,2,5
PitcherTeamId,111,vs LHH,250,218,49,71,23,1,4
PitcherTeamId,111,vs RHH,385,348,86,140,30,4,2
PitcherTeamId,112,vs LHH,180,162,38,64,13,0,5
PitcherTeamId,112,vs RHH,433,391,90,148,34,2,3
PitcherTeamId,113,vs LHH,269,227,64,107,41,0,1
PitcherTeamId,113,vs RHH,398,356,93,160,32,3,6
PitcherTeamId,114,vs LHH,208,198,45,64,6,1,2
PitcherTeamId,114,vs RHH,362,324,84,150,31,0,5
PitcherTeamId,115,vs LHH,334,284,75,123,33,4,8
PitcherTeamId,115,vs RHH,300,266,79,137,23,2,7
PitcherTeamId,116,vs LHH,290,255,53,90,26,2,2
PitcherTeamId,116,vs RHH,291,262,74,115,23,4,0
PitcherTeamId,117,vs LHH,312,275,71,113,33,1,2
PitcherTeamId,117,vs RHH,298,267,57,89,28,2,1
PitcherTeamId,118,vs LHH,301,262,75,128,29,3,6
PitcherTeamId,118,vs RHH,384,339,94,154,38,3,1
PitcherTeamId,119,vs LHH,240,213,60,83,19,2,2
PitcherTeamId,119,vs RHH,398,361,88,149,30,3,1
PitcherTeamId,120,vs LHH,208,182,50,82,21,2,0
PitcherTeamId,120,vs RHH,390,352,88,139,31,2,4
PitcherTeamId,121,vs LHH,334,296,80,111,33,0,2
PitcherTeamId,121,vs RHH,296,270,62,98,18,4,0
PitcherTeamId,133,vs LHH,257,240,63,99,16,0,1
PitcherTeamId,133,vs RHH,366,340,80,145,20,1,3
PitcherTeamId,134,vs LHH,240,202,67,115,30,7,0
PitcherTeamId,134,vs RHH,451,414,100,156,24,2,6
PitcherTeamId,135,vs LHH,212,190,47,75,21,0,0
PitcherTeamId,135,vs RHH,384,351,88,151,27,2,2
PitcherTeamId,136,vs LHH,183,161,35,56,17,0,2
PitcherTeamId,136,vs RHH,419,391,96,166,28,0,0
PitcherTeamId,137,vs LHH,255,238,57,79,14,1,1
PitcherTeamId,137,vs RHH,337,310,71,105,19,2,3
PitcherTeamId,138,vs LHH,339,305,81,120,32,1,1
PitcherTeamId,138,vs RHH,315,288,86,128,17,5,2
PitcherTeamId,139,vs LHH,297,266,67,104,23,5,3
PitcherTeamId,139,vs RHH,351,319,88,149,29,1,1
PitcherTeamId,140,vs LHH,155,138,28,40,14,2,1
PitcherTeamId,140,vs RHH,418,379,100,162,35,1,2
PitcherTeamId,141,vs LHH,282,249,53,79,27,1,2
PitcherTeamId,141,vs RHH,349,316,67,94,27,4,2
PitcherTeamId,142,vs LHH,260,227,48,76,28,1,2
PitcherTeamId,142,vs RHH,352,318,85,138,26,2,5
PitcherTeamId,143,vs LHH,341,301,88,152,37,1,2
PitcherTeamId,143,vs RHH,306,269,70,115,21,2,10
PitcherTeamId,144,vs LHH,243,206,45,69,28,1,5
PitcherTeamId,144,vs RHH,311,285,73,122,18,2,3
PitcherTeamId,145,vs LHH,248,218,56,82,20,3,6
PitcherTeamId,145,vs RHH,384,345,85,142,25,3,10
PitcherTeamId,146,vs LHH,302,258,73,113,39,2,2
PitcherTeamId,146,vs RHH,288,261,64,107,22,2,0
PitcherTeamId,147,vs LHH,227,196,47,79,28,2,1
PitcherTeamId,147,vs RHH,405,355,93,164,42,1,4
PitcherTeamId,158,vs LHH,286,259,71,100,25,0,1
PitcherTeamId,158,vs RHH,320,293,81,128,19,1,3
