Country / territory of asylum/residence,Year,Value
Sweden,2003,14221174429106720116651411281275025115531337111481964544622528323111221447615367218531006121433223212114946105492429801116314117311512319822628183193512182465962321433412754151013403342724556221356436261689138117719574410323172755101594291773111682157213178492645035147122853136245127341481353514515012127226118423341641440171341231834157311611925325115289873154147110123461320186531069311822281383742122215234404102483972793143
Sweden,2004,362191067113947116940211683043457441212241131151531593201312113033442471264411287212431324727193872624231331718244231036129220154144087158231477892391232112375291771485211312682841115623522342111481305319722418119202426174423317851141111221221351024902434151136940511612511103811191356154013241101613182821015715323354860637701326380240122210512314718221912453405232236128215161231631527111276271347712723
Sweden,2005,222111115121112125222742411033933515626916729174513211316226491653167211021782861112635137122149121233471121603522121141415131401311126461151335723520754135131141013275145014134271361443136188714562030534339744111213539315474640157241161101117123114313821142733914111362291431710112948692192796911133262522251093534151053462111198283618024118521514136223382618246141211111
Sweden,2006,234214128861641044613535344225118414310341349221132245578443153241042313302342110591441141226433218211221121182192261720206246836232612823672521585637133518161213155153426532332746139211111119242321018361437318162916941872461613139040110546131554104313721720314841951119523408509323118229171321114122127357912522223314310934476303342321121038892151
Sweden,2007,418371223121412134510223113334214683205441213529283621346818369229233406159312611251522182815155343335215431941149746143543121242101233161571830826129714842215121114164396271323327924676992119272413734366122677912181332144211101651511619126310185186639211148432733163827236625484411573133162812211723142017441115299244122746311393245245482623592915
Sweden,2008,511214127659474819914863426513317919522873117772151141734731115231133143335012129251721831113131182401931291225124462425353166225114232617518933101349115323631228846417211271411862291603871336643332627321541132601814190442852113111381101836415463301211161614229315212610460144213631348412353081034012541131184664358419834794155912331562011248215226185
Sweden,2009,114558118611282593661414111172446211131281046111425633117366673427331615167512131081172232657241192567516122125117223211551221872315101712362303972521522112531883431219321412813135182115111041382568221443726334182181511031124786812412103283225118564427611342311523672345116414111258184734192183141386481133866102119103212410101619211142421992918961561152112416331943597142527412593721242192112123292302452981
Sweden,2010,1621125921851124716113431222124211910816196122612512553413116826464614318221649820017011320924961117417546230211843114234518164371412757356283110511272738812326122131601314141185361211223360262313411417537611261813274239519351161389183933224413181814728126351133112953124178960957103113842412790613213231124121792813142346261341630911236814111354557117412190321312208991467108310191191012213135241932752392132552213124181431684
Sweden,2011,2337728282953112438221712312279264111271138221115928223649138110121236137329121110761182697112113486432131372176233135699831515011781116273139352453614324411316223619519291092414416910271112754131671771334661113334244121251396211419113240126121332716198025664206171811247124026261326219116461311515211041210494182727134231112139613671152444592613516671510411214829141852272181162134412432220017186116238862121418116392404214811131578711
Sweden,2012,143819281112414325316432695271298142926771229112571727412710719525312111131481019259239111856164138415513213120421732441022281366509311628440481525292221252257116614277521821566234338525121138282112811103219195121252572528342204334166532884764162472341986214361125766519846731693019685431326241130216721139529402361434227551725782389741751583164328713391334234111911301154722
Sweden,2013,25121704202027304277242323573122411352478335313371615451283118027031311929113125062131109311111541143463182102343139271411113458721381232371716321431291236310552201521884418822211201925724418133472122157723112110252172524212293643111163722213602034814623719100491824412132572251502552102123143117522264271213954112869371122622023338418912142311192192112911411431323442482211611113102132410015491189193881962454118213422119312131118
Sweden,2014,473573451381193111111822225927244142206521616118031172727340218397381141153584123346136415625431115124371411352119923457341291667511210122161123362138110714268172725125311973172211455128102952229526115861292621178161411213123227512723412129361041633414316110152274228834681153621287612313120211803156934252031232232911564181173115316951160173194382124141411111847132191371359142522111532479251713392642
Sweden,2015,2881491221527156174271391351116130312251131818218332141211428682110163210292622615524912826111131663451431471204346597493160101324746912394621712313341103418114433321661622294611932011984081962213916561726013312587236439631212505232191111913031971461827171143568451691152936952712636408117736531321162321135214917250253353621210918142464333504472465754212915501121522116741721514411134228253311512917399232178265025173311149191255259296212124633817534523612959111711340107740323
Sweden,2016,12211201614231241341211154581112492591513318119211511619622011741621212591151214413133444291155112323614462882511114215730363643768930412681013255147319438212164823131186695151948312172013131110020235323811413331262640111151431181035612120118229321315161438185220113341317324917470161111625923411411331911713937122073118242168421352513227935263462081131228112810051481152177535242471571111442611
Sweden,2017,30101********15*106*7758*1222**15266****1010*36*208*161114*28206***61024147176*121919*15*14517739**7*171426*290631868**5**101*64314325*144***11*10******16*****26**5759125***13*40***69***54070711*89*6***13***35*13*13*5**2625*113*231352425165**1914169*21*22*2891298523****7258914***1012417533191152111*610722369762863026*34171951715368**19846**7*319***82****8614*49462*6*1315**32*
Sweden,2018,130*615*23*17247*72557**3318*45*511*211268*246*53151930***5***13**115*9*2611*185***7651*34*5056353127*14*119*6155286**22*2419421921*****3654*20*5***174*40283**409405112631*36*811*8423410**2709*125277767*36*9183516574*15215273145***21*27*2026*25*7***57**20**2616915716*294463*124314435*112*10915*5610256316191428224*1876114629469*56**605*475*48*1417*12142254*1626***7
Switzerland,1999,1387153918211537153361374913144113512521412602212971162101831475138201921685794212736461514207391613921184231521136139522629121310611114413124193635115111268133101111611462312833143314837123413476231271153215202411264364243448823220214231325112383628819354121142512701049433143629614917211128299963925131201071927364377141219771482210102153112412111149911589121241447101
Switzerland,2000,54115214611610663211973394361813233291742614411141111381613121311282617711121216243221133157154217631241611417294312108431361211162182612456121410182722141723401142417322217135961112213315603520213121061137471812140192192384225111833521144420613391243124327493621551146255779253848921912912168133181114521419246611156413322452945814295829152172
Switzerland,2001,531161278714214849148223018241575510320755111554261145321232121183421423622323332101028306182115187268126231352510847202349132176121243121625511511330715252497223211420114026218145471455117131491113113418711256734141291835913522218274015611171151596027791514113971125911851912818652111563827222343021415745929844112285119631106511121
Switzerland,2002,2019074111155104646152711662172551188282231151121843116410622329161352615162185726353624338235121444599262561341281479122165142394113762107611017432451512281118159439142099436103862611365711287457113912913368316251711745465412252606771121553011214267272466188016612939133131110692143921203161111412001208195163671516194127910927873634991214352943262133861614818512461977432121255619117332783564118126158
Switzerland,2003,297816759523613673731142277885169161158111053512414427261631511366176721020651237101659122431201020722619201727218264164912683645822214615611249252816162518471932241411917161711324921110836254018522434282419269613714854444147212711361013629216434114888118196351113371741122197311891712825412412231294231421418162132103071423119292312723137631272821317123129342934842112723511823110961833416113218715183127
Switzerland,2004,165178535301912711114571111122813119481172128112216612614522140141016121251118221214431072471112112416151175440151111123113321514103122233921427170731142471117145666255262075115112220191825616122422151161813172502122478243034817317521128211282241253114151311081515182451374535158111313555218243558821211521210419197612131242559815611113321401113416117632727177161291523442633036415776524184121412312471224403611
Switzerland,2005,5148483512727162141817442150827151273811820655537823337110611141233027814171119143311221411111111192111923015251211311621111112663114511333412310171452241721131614313323127181621252257231323112112112412611831811143121710131020151115754134715612154327291638311732744924143742291482751103162
Switzerland,2006,5293323714431255134317825116211191232977202931413461244162641771114364141324416811122165211251821144111325831211215410222248617113310222212732211273711112114212715112181036511253821271546286421212621149311353111175129312316317125113322571911205178261152564162751253430821171521359677
Switzerland,2007,2471466136231143174211221052911591010131582141061515542114911145069214141121211371152161202015192211120315734211393781741131223169742511612141148111716131201212212321117445127321735115986191132156272225035141053217753263423411431776316662124712116112214351142332214426249213112841163
Switzerland,2008,4521532418343311431217412491219112841517122212239161102117561511016139165131719141212191580711111251714881212010413218191984211192553216371124204015612189621255252313512277535712236032725062123237121832103312223111811111111848323613819111313112231591322611368478112811297103264415117321132
Switzerland,2009,2133210034117154211251212114612142341312737211101212261119711244131266681332661797114122962135413135128211672641302137819812310711191106409142144212191141133314138171425311322111294269242124116413112274221018111312732710214383242321318141239129912118171413413113373962292173101175431243213314715615731333950322
Switzerland,2010,9468225151643522069558914428129114101112025736185711103615211182113113491774512231151211310613210235127212651210521125161016226143523583113132409411292212117127921551192011297216627155533442235111201011513231813213455135141622452271413181712213641801192941142221265833126516514121113931432115111155113382712121119272
Switzerland,2011,9211041831251339281511171732101602143133423639605141813119311103321231323128514511991112111271281278102529711212111671196141235610552336195114283315281017717161122745184103118821010821399053351585417412731598611501434212333251132159122142516421215231739393561151772611111189214311012240121204514161934454235202529105711
Switzerland,2012,398892701167160171124112013641197322215061763713874234134291718313926811114422517118611521612322517939716133421196112326213140152116142151025131421511712341792871331144162745424162332711271611102113245297511834512130164281732740146124101315169247818136316226111910374311251121201182135225148737521362127462721263411178144333711110611341812147411731191
Switzerland,2013,13411237156227114164770112523894161121511751645121311673721933940956361541822103226341151821141573428212110411042171812944105654445591986511232113621135511650722237723916211674141112816351751711146623741114405729391421378231245610511617174201251114272123314272101871011214125253326834113219751042241011216122932212119634437532152148243115326533673
Switzerland,2014,512197022551551121813332713071312317548157546812141770129012133341224410119361781161714314131354396171142314221411135321323733012135111439112139425718581136110316114211191344663221423613119456122010210059411232551165135321714214815121213741114613951412142111311293185345125853743165114147153142371111315
Switzerland,2015,134204211233281251215137993341979422315532501928321123218220530441335941162160228497111053034728212018577594118128573953415221845520317116123122612353321171323648921103252764261411041921011282112730260451013687317610115215221017510907327157171981493681261299715360312888110361041231347457111481410334225511616673311
Switzerland,2016,814321143513923121933402357713212662139412312216420139851127110915921297131612724201531926611524323212242624111214841026123371621336125143142139151921511246329673123421635151216581747111715924221522242161322141312110119347910229461117457396741023541111164111124365247152113117353143412012141115151041101110637153761191311822036213551408410144
Switzerland,2017,7*27*19*****37*366*****65123639**5*92**6*7714932475253**12954248712*3835155838**1222*187967089149285*5*81417***2013*22*59**201126*13**7*16**13*664642862225*5*102328104****231680*78**96111810*1664***2298**129***9715710784*21721*45*30*202059**1087*621***530*915*23245**5*5*616**81**9*7*75*386*9721145****5*813*5*
Switzerland,2018,***9476*2519*34*9***4111*6312**67*91***5**7595**1023914**42****92*13***2142***2956****635*16*****55810085201320**10*5766*7*5*19689*23722271812****23255711711108**52*16*5271118*8*9104*12****985*8*18**23505**26*********78*17**913325252*825429855**11*8620868*28431726*4957*
The former Yugoslav Rep. of Macedonia,2005,623
The former Yugoslav Rep. of Macedonia,2006,3
The former Yugoslav Rep. of Macedonia,2007,125
The former Yugoslav Rep. of Macedonia,2008,111111
The former Yugoslav Rep. of Macedonia,2009,21321
The former Yugoslav Rep. of Macedonia,2010,119411101121111141
The former Yugoslav Rep. of Macedonia,2011,13111149571321321172611111401214
The former Yugoslav Rep. of Macedonia,2012,3193174616221214446232123283632124
The former Yugoslav Rep. of Macedonia,2013,18212419451755911161011441245164415811251227122238121113
The former Yugoslav Rep. of Macedonia,2014,3911163311111222252
The former Yugoslav Rep. of Macedonia,2015,920131311113695534913173121685523
The former Yugoslav Rep. of Macedonia,2016,11731111713382128824113141032512
The former Yugoslav Rep. of Macedonia,2017,*****8**
The former Yugoslav Rep. of Macedonia,2018,*********
Turkey,1999,221422222011845172112111134301671213023461123
Turkey,2000,2121175952613721137319111371111125513233209135191147
Turkey,2001,2011211131121214825122112311913115142
Turkey,2002,1937842031113167324110511174612394151401188116722313462112128716221114
Turkey,2003,123774213315218378234105415821072255515412173374012634019183
Turkey,2004,17234311111161254924881413981812112273181144742156183112402
Turkey,2005,13641102112311968954529111312101614733301034381271113
Turkey,2006,212485111032754452155236153151291113241121134374321391158211156222132421269
Turkey,2007,41711113324178121511381111113017399101011161111156341111415114612291121103145327811182797241
Turkey,2008,11213113181931111031113226651013755136150126184713116219911123516433021325351213711341911
Turkey,2009,114113281163215123114135622114171852132621284229132113221025432131241981212241321851313113
Turkey,2010,314519677511823171231214113361921224412218833312122511291314111258141842111533212235122121511634
Turkey,2011,34731761211221711182520615121312240152225151024212216443722443535815218811442131752473137135353101402121179111014195313
Turkey,2012,34272161181321284386221590641311114231212341141598211548426075712115324211471141133511523172469376815022065241362211628228145425266047725
Turkey,2013,118150631147521197411712151262944211197134033351151192678175132171219909363571501451111563141197872133212221791568941444111182124713664511292236149113126113429338201416113521311
Turkey,2014,24051312131172216215141411562221522442241112101536512835896711415753121118508412115412754111623557962069611421611143939643732961391931137102462585252059451676111733221360126928141431321013
Turkey,2015,12305183795431111122108108312461416131244213312114331342256911431024183115101515145121822132822928413105512931113171631634136296754453927
Turkey,2016,26111613144219621218151651121341915712110627287446227111223151872319261318161457711913111552113211512226541197374212242306320
Turkey,2017,***3916*30733**51427*242618**103158**14*6614622***812427482410118*****150******9***107194028215811**5**29**23*7420*78***1228***5**5239*81****66*151750*61*97*67666312*156**866*5513**7121*****
Turkey,2018,299*9*19**37656527**1815****10*10**85**3456*****101215192174*12612**218202*20****108199*16**24101410*10138*81038*****74659*13*
USA (EOIR),1999,9214213285410296421316287351712118122216561111922243125333104113742133121318159241311177213314811234621921111741511282126424198171118131111181412411253502414271241611213223919317501645181321111185117182121501125134762111111126322411658101123461521112613211134421921717114271315110911193223951281147319961712423912121611111271171172510518315812111011221251224515411385
USA (EOIR),2000,28231802181241312126158109912912392161729362746124411710112221916467136163823242916349245915623729861533316201313316161131737513153124295192221211017323722102211221121141521437118312113911112322212116324738216575431211061461712331521118615226181056114291581272211421323322933841141113179241533916221122711342143148144113851391281136111161532171551222741986116743216251394513433619176182921112513121113117134311171
USA (EOIR),2001,11736515402624211041125113161326234131218101011622161124412626121351711491073127131448321221010611014822322642433121213415244215210198611023741792021213118564353792175281538188248117652492411311953116122151451115925113739934111646198111311712301021524121121162361921113181891311132211123163123513311212136893121842928451422113117824245143593320157173341722539131251131119171141137126623561513827121121216162627112411111193
USA (EOIR),2002,39206122596931549518217276112621118351311208224346511161325596132811211013281417311222742931623121101128176510311251113929621311271412111232263316161281121246132211111351414111629128116111242162515412115121201241588114134914573681631623523610221662225221561938293141210145411118111474117111896664413737155521312511111113244371213515616443141121259164157310278126462141211110815235135011966119142013115375776127153671123466852440216251215122733338451161
USA (EOIR),2003,2231231161414272149349275132502031161161112171917576456114141751154613401225551110241141013311418112644372212213311312330111441154317111412242171186512748101215155553111141138307947815446239910531512259181535221613725996112552812842120952163283528221118151224091765525121268253821568182394412410151317316761477154253313251435746422120240184287131756125855811211231424138143501319216284277174522251229113722515111421614148917112131519610161495013687135249
USA (EOIR),2004,11151426210621102247311412226312211142588311211851067315123321101253161912310131161331239226361643116628412152131122072112146112114324511121211634242521651010161222146361151112415181916588553242523344232122191122546241815641521492374284227111811724832152211511021262110185421414512729361137513115113820122602114511101523398154155131148382178161391393142812461521124422041111289116291325913217108233522254711013710
USA (EOIR),2005,723121154136212161451231191292615665311312211221626217741727415142514126515315141010623628872733110255122211324123411061152217412141261254253113542641226153363766244210117129113113185148111051415291417591413751412432141321334132710143128511012613452225741511611562821121072531511174531181326563135239424321113122593167131131828232913102111754432518736242585112921412662671333111632136101
USA (EOIR),2006,2531951112121041154116511335312142211153418523102562129619517623215117333255101726125114212373211251191581724131071912222012133446111911242122426522612332213241652311332441101123133102351433812961143818313222226263652776111173111111913312311233111324521021172061524121133381591725111144171131231411330312324336492131217113213109149113110292615231411443475822332816558121753187132114214172
USA (EOIR),2007,233223313120284676341841282331114616411232419692442451121323184317116211717113131011812972511225192441821425113431425612335158811822435112325311613211702913143171915535319831878214171131522111022853121218166658615112166361223491731611312116102066762111661111461315222111106119620114423114122428311223138894241121111317412125831195261141112215414159232512611312611421287231112113411283423
USA (EOIR),2008,83106617111155912516129547221133173614413217816148331511438229121210205148312225172522939548211514111182116384512530121411141859116128932201441204153112512411196892815155372771212717712325316241314536171211213611122224193126968522122816318224351142115411121224161374921153245233945212121169371071629324211327992913411625227812017106634461631116133514148159121441431311325172121253121231584513311618111101211368411195221134
USA (EOIR),2009,17215111141422011120456944953734113242212368356148254719211418211281411313112133527314413143161372341782622111915758392141102222141113122252111111020236131239221214152211124333102125318551512217483125844931322212341395161114237326732171355271541610223111295614112217111183168251142331022164129965234111571217123321711152112011485715154911119152114731113132418717963521492418172292451231322219153352361272112211321084414211222581321121034213163882
USA (EOIR),2010,175232211931411235915133113341923331118111761813912116422112573368161722120043191127120311391661257211131314179618011111321311255221113152722161511723216211211211622295471051631811146153161521622252243243103311524131161717331115121039161112915361771141413342211566119320325919851230283105111213632816120512132221916110103181721111441621381632413411233138311861531627102205111122111114211013141441241111151911154112212625122134522138551213105232315241356129167322
USA (EOIR),2011,2848251231361063202129713512224202112312848121771415112121417224112511112557822241616102132263101141920111429334556121172111112091232112151941214415120316413310322516911610721342724715203282252211410122165121311312212411088524732294123947753498131111615431263491517832027531128131151912119712032151712125441213122122141115282628510218334447628922731821111177321544844452357182532321719101254112151336173222141246831627866316123591
USA (EOIR),2012,6251141118202646624113819115173312916632912602115313921231321161710114710151617113212125121141653123811651165112143422121253173191727211261582114143413129131314264251933194412614121151043112181121165422418381811117512582411312623724462241136123119271722124526134111512011213929183291625117321221321914109451241122141442134129422321911121115318223221213117253393292220311225812411816234111822511022123021592118135479852
USA (EOIR),2013,664137354191241571351866260946246129115261561156682082418359419915326178107331146256114188676575214441620152316133301099387557512300433384259192648511170566271428173066513117914810515567321061245177582074481261148562535684888444612429
USA (EOIR),2014,1981317316866771697645603157561118819163312885232518161251212952147181114310387294263994221321642716611175203126548841265643210855299614647651025448105137391087143651861175181069231157461406716389471947515165129201348221272822813131362910
USA (EOIR),2015,81381577768673515175114111871520138289946322612926148961317131147896215211957941258138935192571061178741417697468518940616711138094351761627511142944199291146121116229826116819446143211121513648248648724685766163042241010121291
USA (EOIR),2016,17137444929959439595185419737936494107413102559324841357274551125910244281312555983846903922419751145190241810114181641035351051156669787853346071782421571374851411105134821006413155192851502875376115141270412312687013418724756325641216214208669094625547103769715111613174
USA (EOIR),2017,5312213308111730*2322*538161238823410991561648*22823150*6475692197319395213992261198513569*833686554582558971741938412825538840377142215017*69208728444085838810*98662037*3161474661013*87917166141314331321621619259157299**7291752066522352155521385262271913137611673*1011114228142046516489781101714112674193943*21032*103931136*311461991844192232126322479
USA (EOIR),2018,*18874217026343818148710174717011098149848710152850*1372002634*1664171068*85*432517*5*521
USA (INS/DHS),2000,22824023291658697451717601351078511958713134281455816467823917181860311353384111212622276894981610945128548891351492433662629426818930716914219483814738657620141961197486191896314673186166197724208501635157101472328710096120982823164873216539752787991036312591547614718611018609111103188327626589731262073661892579491016255818155726
USA (INS/DHS),2001,12163681417451127115114051819168101721883995477314347118991362644257849556251814214655575113867111013561716243930329206599191161322414062724535991112110241771161127975102661141640934513171035857781312687911071078616911898163714773554861911231419351138317599228758305614161547918472913123171210325139771122117496859262291031298791158936272178461311570775727151
USA (INS/DHS),2002,141852965611314353213492121211191394764175381126241601533242711720634139826109771212145251107297118252415154441651674016771134141425114481210227215829122980149449565916391131251432121862816904272874168131317441124201511095089241965327576252011115932038317568613525160271489299685385317532121921152832915859049201767352222368931295137
USA (INS/DHS),2003,7344313414538848399577467492345175517513052551371518201215132343233502414391151841157561072691811110394121925878365085156356199937297187162672726291261736256164363031988212851141831120551252747936941901214226415112752386312591969237934891327290226011521412107172028053916370106564201722127152321214353264810205314113241477432623516847762814145561515271261037910305425158141
USA (INS/DHS),2004,654975184307821136313013327555183291137789724610561915159810431184319853955246131151779386165932111351577143067181727921193272717973282227471278193710778725242913724679216834720921311914115144211011224171781819241145601142732477151657584481414151093396566342511275157253428162418512982028201231586213296238167193110131966615423
USA (INS/DHS),2005,31410311251242613366723112142121193224212341121125213120123518213713712254432211471118732165115102112923649314119514115012326221238191764524221221228193725248227382325112532312119293942189263815211337615321776141151181983220411810451214285427810172352012435274112512210745635121612141221251221118231042132412792185421142152144519322251643524611924141732642127116411281432950128331414135631021222414119250317328293535521531131210123133897211129623235914114811538181654223614216474225329119523431
USA (INS/DHS),2006,1404622113710482151431445022636717716147312878161441235011117107812708831131622411111516410491951031310721111656267252292515277145624105376177121365312717117201113551325111131314311446433657120625617247128515165114542710561533271418178213821614463710718736311355112136719261328310452625173111915116472253222315441082751914111421611083526843187113195111325218912358211604247118234161348124114462246734192763215327185511142674106921452153731001432
USA (INS/DHS),2007,1338299114211311226141616111312142367224327141231203112918521915984115241122216111149656022313117351221311041641113161251442124152181431251519796461321223271211177315113391474222311941923141613851375109153394314431583622914614491243311911536412647233211416555162393921432212161519392031017983041216812131135993141841129773610272111532945271014113628458151232123365433630151588221556262118213371411371574221227103401511133322137757610231272121411626157054832472491419121605735315504
USA (INS/DHS),2008,42016151665242109195361312133321553215157436391542110115313843096651510921151542021912172731323622222021955941139226781616138364012171251332655610711895473163161213234015250138172311320112182168231015555187118711811711512331659116113111213232226359263129413824212228738213435872713142352210392121631215212189011161861171211020936431431196521133417117236252414172103721223123712205219449231377514192317124288432431814213135325235262281119610239412488210161872164482142441427492420161460111
USA (INS/DHS),2009,142110223217385183214832832211151252333110142910341473114112323253811982266121221521263583921194746632192915431324661231321230221701287454718185321811235362111316122727351710636934481133212761212844761612223103745215211166101443952477317024710752123113116113341212038613222141221411117323312446921529272713411062210326131112223117125113429428161252115215324211254338101963364261182142121179441612111122122323132193223242155188
USA (INS/DHS),2010,11006521710192111411182121718223110111328117678112121322162516814156142221122473123361315972752410151311751849318179215111714312522218262217713234172716112113653101231582363221123921115510702141187611111317616121131273655519659311232319122221213561420667924125416869135921415531052526611912114713331111111721013612916541120238623178115421261912428118129171526532530253111939918939111341181112533252218124312111916322843672312274112121151140110351124743938247912041241428441103113112282
USA (INS/DHS),2011,1216931011250411461144727719919104117267110811310151614797313592333100242794101163111451232310614331541176113121216121570212113861133225142112161264314271141131213484522210312611515912101502721621367577117811565031312245611111314433622417101165613171031261494278121717182572111123576325952252912520123204171211491123110422024323211271126432109172563641010251328182779939348312831712141252581163466351137311263161751312371066271831468342217713136173216432162531551737731233410111191017712321491123531232561321614192522010811441241454120411092771226611131324291
USA (INS/DHS),2012,218272916164181533225127841119184112331102562192661143512231515121214254921220332216259391637129204310848252631161172421110593724613212189912130213121584210173211311147641275721224740157521412531414569102213711112163221131251729237103125208116172413113454110120123687243817175314115123810221222742183521289135510211611816141631913141402123389111421317361916778411471291701855718123635411518240731395131142484481211187964271448611331174716215910280166264311611461351538116542172271510671259131892167121136121081317511496683313191204363411212521211717663871
USA (INS/DHS),2013,51822111613413118712823312951741013410301271194781791544214513371085656153821323944211021964359912126513851918025184210214123213219111311012322676175151611356435275121102411525315562220758154061143641411733608119311133111710313435148173171345411262151512011192111211611553211081151221220525204219116621631265735492141345421823519168511119292022226624421182152563744313362737461111602492341618132504721457111941329311458184911145111221826011111224106181611343191331313312111310631013152161017115314257631311681516257124992063169411191613165157174919431
USA (INS/DHS),2014,2218231357235154111322221062250132522128171468562313222141563912224345527121111062221131372781227281810543882028621112941012038151142111176119138812322211403411131321130373261561410931081740173031734917214363511671419928222820911181142318112251301186112406211603121131351112091197143474118181112264713323961518913870431320489418421684161084241104321312317212114128392655333118152152191231242111117623211133124165442121431187527474113107174521223649381421471535112121185826814861390773119121443978157430126111215111376131533911027466921110913216571215369415485151263821214312112419712311110373621082131181442728317012911118
USA (INS/DHS),2015,25101151310114823809231123270112451364571186264117479032245201653855673811141341193913123113812261722524612544111149764041234262618161443111317312135132054551257666717311921141335126972371051531181631250227937287214131155112271213141345033212667121933191641142181721210318818777911325121068123702211320828313421380601515117923212111620111231852516424623610371542161848128162932151521765816932222281105111601013223261511531965213642267810171081193351212410211314232156911431126224123211925289866642518611139612072881309391422394531165272134954369101632121512213127762175119619823157111313815659397611965124615119151522205724152522131115617232332410291590279921243266222145124109410116
USA (INS/DHS),2016,117436421532291819415171313912492611039642222446183311212722685242101213413526431461583811082256239182171544336223621273121833382192461129934113618731881113551411174033356410441314315291332436103511137910322879191194154124515021612416565292737792907242222438413624181341521639123211761119257412111225171178987142202164111104922113363820251922131210217251945272051411181111013310644330173127811174558114686303415402641402424213410716212577664112131162412131317225874162731256134130182114403991052681725318224927104811107821733514232210061511188515121001284714713325971104114212131113703411615165342477416237612115951161311297810255182341412499418581851202652225371311242012130139153329184352
USA (INS/DHS),2017,105355*988*30452236105107*2378*18*8113332925*2522565183415719***940*444*21*8*2823*73081121*530961*5*5612**6304512310126*23*29212632**11*1212999379**249**17*1059129*10956878110167511954330527275756*32*11*104066512407*26983833*96*65322**1030598130651961110***2612*948*38**74031218*18974253128*297149193104511*289*1919*79396151810275577136863826*223213144*******1142108*61476886*2023175252087440*66*11**868529*242633*10589629259*402715512518227**1353*27706*5414*301241*1372391522517*3715*5*634*11**819268*902**2211898710*1141359126710171629281221431132865**2410*4052216403611721*8332625528*614621*****7137*6*32*9**22*5271161623*94913684316*812*157623*812276*2348**216*1121523718122140752*556122*2087017190110129234*34042554512*5*12*31341616268**104715104620**13170**3223200510730*634291049186*35154824*855
USA (INS/DHS),2018,29*10**61*529*268249135**17178727**12***175*781113*6****871947714076*****532186**10535677*22**2727*7*4714**3940671554***771410**2473053156*23*221327830*3014*7864301152757719883523*5*161413179**15155*20277487810*5078914617812195*9*41*717831*44***1621*1518*8191016***271164561012959*37184*812864**12*14572432313***10*242022*6*12***651851410*5*42*6*8*11135*74431081*81*462226624567**5100141218831126716**58*5712261421*11*7**2487853*587*17031*307342*5*175765881849**621556
United Kingdom of Great Britain and Northern Ireland,1999,9562551020165751557605385653808352101565455104520385101555680415458045254852555135102851525954575255525152510151555295210120195035152024057030252158852051301595160525251340195452404601407071540150160654085305510101539011030505035530203957513514016565245101351254510135245157512030535901155
United Kingdom of Great Britain and Northern Ireland,2000,245305601155117540240910456575258555235755520259551706598545155555125549511036530555320358033010040170805255519534580165105653553755357065245553565185215535553256565257555605401651905175152102043020351108030504077510060510753070026512021536025805501530204752556057652525520205385
United Kingdom of Great Britain and Northern Ireland,2001,8154545253054551552530302040605105051026510570130451155101105401070195554010101035595200105510955155005552052051001038011030655251540576015102551045510451004555304157053653102012535135355251019033030525035145106554301501551010154254555430620101202040520045205104550353451014540535152513072530565202702803510020802054556054025151451545155053512540530100670155555205515510155120155351020515530107552014550851705556515510101156570460555752010255190151905120235102540185405109030150154030515105755557510
United Kingdom of Great Britain and Northern Ireland,2002,59173759238467180652192663110414713417429118783086412711158288207534919123930151369022087515845102587116232819842586261149253532111268561541826422547151017298252417066614134012934961703105533134130915833263432703452412177013615148221127211431016983640501111457133154215992281468511644336714398111048910317923182490115627621106425224995078521134517277110115037251478235188616172531315020681261189623714237530072512317537716683803448144361334413641252440423268581151031051539828939106471303319148316787132873907143460110841126375521231712110228112211532362002851179324212114672222791546338573
United Kingdom of Great Britain and Northern Ireland,2003,4431248520853081910331301140292523411554243121612126814212641415225124292324111477626162081227411322364237413710372279861228141102145261717793935121429020082046147911529125533134194481139621143829131547658217655218116541631477216235156016161227561325298923814116167475129141920371250151129144545183241205470108114791231495634523104593419914241037618495067591043619086362119209207212932117572168202401247547945712113791714011237142122540822114691621241012403245718198815702528436169421125214419111122333732568351413625195411201
United Kingdom of Great Britain and Northern Ireland,2004,91101751844120827235122011426074201162844232723402326409173138245223451314816116251053404442115218239323214132974112371818237715427334117319913611160284431893745512545182144336333114151521317151381202356012135402211273519922151129502821110117941810353611184310259159612834140227211719872321003619291342230131472084241423322693033411361142354119820112782712197462715514311117811811711332284339542124112819621343913589228129512437116713111210235103326672912946537135191
United Kingdom of Great Britain and Northern Ireland,2005,1720920243111973117164122323191751491210421011714111714181031361118223637815911137313258532812122610145641115431526327824215223122275384112731121434613169174254221711259401093417111271179187255271134211112251193111221592314451723341395125391611423519415114371941421131234133141121218731291630972118120114720216479420321623814812229221412091533227861297611113222351512311410310211416617161314163142331151616436372264861872113533837426718254101920429711462311513501201921788647153172871661027
United Kingdom of Great Britain and Northern Ireland,2006,601205211111741601023166421228431213491241220419851261115610145415355422258126431231351011273593136202124645221616716109322715415346117526110711131081193151103155563914221912281323715977342252140114141211241205142953782122310141652111733101201128151972211050154326091143856614371216133826391536161150821112810512281141026892422548215251119114171114271535101996121751513281236511112181164211
United Kingdom of Great Britain and Northern Ireland,2007,29155320244421451171511961051734113426634103351162719141952113923172910211211818716528216152734112116213181331811122341104178102892158413625815716412201329216116112699141210172419513371513065171171132921239235452119133115132519123451141117324521997386954411510824138014118732111214152161115514511022751084736712581163237362610321649505099122147354168226562181131081883291717112421135292296611131813716941477
