SCHOOL_YEAR,ULCS_NO,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
2016-2017,7280,7280,4,728
2016-2017,7290,7290,4,729
2016-2017,7290,7290,20,729
2016-2017,7290,7290,1,729
2016-2017,7290,7290,1,729
2016-2017,7290,7290,5,729
2016-2017,7290,7290,2,729
2016-2017,7300,7300,1,730
2016-2017,7300,7300,2,730
2016-2017,7300,7300,2,730
2016-2017,7310,7310,6,731
2016-2017,7310,7310,10,731
2016-2017,7310,7310,1,731
2016-2017,7310,7310,1,731
2016-2017,7310,7310,1,731
2016-2017,7310,7310,2,731
2016-2017,7310,7310,4,731
2016-2017,7310,7310,1,731
2016-2017,7310,7310,1,731
2016-2017,7320,7320,1,732
2016-2017,7320,7320,1,732
2016-2017,7320,7320,28,732
2016-2017,7320,7320,1,732
2016-2017,7320,7320,1,732
2016-2017,7320,7320,1,732
2016-2017,7320,7320,2,732
2016-2017,7320,7320,3,732
2016-2017,7320,7320,5,732
2016-2017,7350,7350,2,735
2016-2017,7350,7350,1,735
2016-2017,7350,7350,2,735
2016-2017,7350,7350,3,735
2016-2017,7350,7350,2,735
2016-2017,7360,7360,4,736
2016-2017,7360,7360,30,736
2016-2017,7360,7360,1,736
2016-2017,7360,7360,1,736
2016-2017,7360,7360,1,736
2016-2017,7370,7370,13,737
2016-2017,7370,7370,16,737
2016-2017,7370,7370,3,737
2016-2017,7370,7370,6,737
2016-2017,7370,7370,2,737
2016-2017,7370,7370,2,737
2016-2017,7370,7370,1,737
2016-2017,7370,7370,2,737
2016-2017,7370,7370,6,737
2016-2017,7370,7370,2,737
2016-2017,7380,7380,2,738
2016-2017,7380,7380,1,738
2016-2017,7380,7380,8,738
2016-2017,7380,7380,1,738
2016-2017,7380,7380,3,738
2016-2017,7380,7380,5,738
2016-2017,7390,7390,4,739
2016-2017,7390,7390,2,739
2016-2017,7390,7390,4,739
2016-2017,7390,7390,1,739
2016-2017,7390,7390,1,739
2016-2017,7390,7390,1,739
2016-2017,7400,7400,5,740
2016-2017,7400,7400,12,740
2016-2017,7400,7400,1,740
2016-2017,7400,7400,1,740
2016-2017,7400,7400,2,740
2016-2017,7400,7400,1,740
2016-2017,7430,7430,5,743
2016-2017,7430,7430,1,743
2016-2017,7430,7430,1,743
2016-2017,7430,7430,2,743
2016-2017,7430,7430,3,743
2016-2017,7430,7430,1,743
2016-2017,7430,7430,1,743
2016-2017,7440,7440,6,744
2016-2017,7440,7440,10,744
2016-2017,7440,7440,1,744
2016-2017,7460,7460,4,746
2016-2017,7460,7460,1,746
2016-2017,7460,7460,8,746
2016-2017,7460,7460,1,746
2016-2017,7460,7460,1,746
2016-2017,7460,7460,1,746
2016-2017,7460,7460,2,746
2016-2017,7460,7460,1,746
2016-2017,7460,7460,2,746
2016-2017,7460,7460,2,746
2016-2017,7470,7470,1,747
2016-2017,7470,7470,2,747
2016-2017,7470,7470,1,747
2016-2017,7470,7470,1,747
2016-2017,7470,7470,1,747
2016-2017,7490,7490,28,749
2016-2017,7490,7490,1,749
2016-2017,7490,7490,1,749
2016-2017,7490,7490,2,749
2016-2017,7500,7500,12,750
2016-2017,7500,7500,1,750
2016-2017,7500,7500,14,750
2016-2017,7500,7500,1,750
2016-2017,7500,7500,3,750
2016-2017,7500,7500,1,750
2016-2017,7500,7500,1,750
2016-2017,7500,7500,1,750
2016-2017,7500,7500,6,750
2016-2017,7500,7500,2,750
2016-2017,7500,7500,4,750
2016-2017,7510,7510,5,751
2016-2017,7510,7510,10,751
2016-2017,7510,7510,1,751
2016-2017,7510,7510,1,751
2016-2017,7510,7510,1,751
2016-2017,7510,7510,3,751
2016-2017,7510,7510,1,751
2016-2017,7510,7510,2,751
2016-2017,7530,7530,1,753
2016-2017,7530,7530,1,753
2016-2017,7530,7530,3,753
2016-2017,7730,7730,18,773
2016-2017,7730,7730,2,773
2016-2017,7730,7730,38,773
2016-2017,7730,7730,3,773
2016-2017,7730,7730,1,773
2016-2017,7730,7730,1,773
2016-2017,7730,7730,1,773
2016-2017,7730,7730,2,773
2016-2017,7730,7730,6,773
2016-2017,7730,7730,2,773
2016-2017,7730,7730,5,773
2016-2017,7730,7730,6,773
2016-2017,8010,8010,31,801
2016-2017,8010,8010,1,801
2016-2017,8010,8010,57,801
2016-2017,8010,8010,3,801
2016-2017,8010,8010,3,801
2016-2017,8010,8010,2,801
2016-2017,8010,8010,6,801
2016-2017,8010,8010,2,801
2016-2017,8010,8010,2,801
2016-2017,8010,8010,5,801
2016-2017,8010,8010,6,801
2016-2017,8010,8010,11,801
2016-2017,8010,8010,5,801
2016-2017,8020,8020,31,802
2016-2017,8020,8020,21,802
2016-2017,8020,8020,8,802
2016-2017,8020,8020,1,802
2016-2017,8020,8020,2,802
2016-2017,8020,8020,4,802
2016-2017,8020,8020,2,802
2016-2017,8020,8020,3,802
2016-2017,8020,8020,4,802
2016-2017,8020,8020,3,802
2016-2017,8020,8020,3,802
2016-2017,8020,8020,10,802
2016-2017,8030,8030,13,803
2016-2017,8030,8030,2,803
2016-2017,8030,8030,2,803
2016-2017,8030,8030,3,803
2016-2017,8030,8030,28,803
2016-2017,8030,8030,7,803
2016-2017,8030,8030,3,803
2016-2017,8030,8030,6,803
2016-2017,8030,8030,7,803
2016-2017,8030,8030,6,803
2016-2017,8030,8030,1,803
2016-2017,8030,8030,10,803
2016-2017,8030,8030,18,803
2016-2017,8030,8030,2,803
2016-2017,8030,8030,10,803
2016-2017,8030,8030,7,803
2016-2017,8040,8040,3,804
2016-2017,8040,8040,1,804
2016-2017,8040,8040,2,804
2016-2017,8040,8040,1,804
2016-2017,8040,8040,1,804
2016-2017,8040,8040,3,804
2016-2017,8040,8040,1,804
2016-2017,8040,8040,3,804
2016-2017,8070,8070,1,807
2016-2017,8070,8070,1,807
2016-2017,8090,8090,4,809
2016-2017,8090,8090,14,809
2016-2017,8090,8090,1,809
2016-2017,8090,8090,2,809
2016-2017,8090,8090,3,809
2016-2017,8090,8090,2,809
2016-2017,8120,8120,25,812
2016-2017,8120,8120,33,812
2016-2017,8120,8120,2,812
2016-2017,8120,8120,2,812
2016-2017,8120,8120,3,812
2016-2017,8120,8120,1,812
2016-2017,8120,8120,6,812
2016-2017,8120,8120,5,812
2016-2017,8120,8120,1,812
2016-2017,8120,8120,12,812
2016-2017,8120,8120,6,812
2016-2017,8140,8140,18,814
2016-2017,8140,8140,28,814
2016-2017,8140,8140,1,814
2016-2017,8140,8140,4,814
2016-2017,8140,8140,1,814
2016-2017,8140,8140,2,814
2016-2017,8140,8140,9,814
2016-2017,8140,8140,1,814
2016-2017,8140,8140,5,814
2016-2017,8160,8160,8,816
2016-2017,8160,8160,2,816
2016-2017,8160,8160,3,816
2016-2017,8160,8160,2,816
2016-2017,8160,8160,1,816
2016-2017,8160,8160,3,816
2016-2017,8200,8200,7,820
2016-2017,8200,8200,6,820
2016-2017,8200,8200,1,820
2016-2017,8210,8210,3,821
2016-2017,8210,8210,1,821
2016-2017,8210,8210,1,821
2016-2017,8230,8230,3,823
2016-2017,8240,8240,5,824
2016-2017,8240,8240,1,824
2016-2017,8240,8240,9,824
2016-2017,8240,8240,3,824
2016-2017,8240,8240,2,824
2016-2017,8240,8240,4,824
2016-2017,8240,8240,3,824
2016-2017,8240,8240,1,824
2016-2017,8250,8250,1,825
2016-2017,8250,8250,7,825
2016-2017,8250,8250,1,825
2016-2017,8250,8250,1,825
2016-2017,8250,8250,1,825
2016-2017,8260,8260,3,826
2016-2017,8270,8270,2,827
2016-2017,8270,8270,1,827
2016-2017,8270,8270,1,827
2016-2017,8270,8270,1,827
2016-2017,8300,8300,2,830
2016-2017,8300,8300,75,830
2016-2017,8300,8300,2,830
2016-2017,8300,8300,1,830
2016-2017,8300,8300,5,830
2016-2017,8300,8300,3,830
2016-2017,8300,8300,1,830
2016-2017,8300,8300,2,830
2016-2017,8300,8300,6,830
2016-2017,8300,8300,7,830
2016-2017,8300,8300,6,830
2016-2017,8310,8310,5,831
2016-2017,8310,8310,1,831
2016-2017,8340,8340,1,834
2016-2017,8340,8340,1,834
2016-2017,8340,8340,21,834
2016-2017,8340,8340,1,834
2016-2017,8340,8340,1,834
2016-2017,8340,8340,1,834
2016-2017,8340,8340,12,834
2016-2017,8340,8340,4,834
2016-2017,8350,8350,3,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,27,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8350,8350,1,835
2016-2017,8360,8360,1,836
2016-2017,8360,8360,1,836
2016-2017,8370,8370,1,837
2016-2017,8370,8370,1,837
2016-2017,8370,8370,1,837
2016-2017,8370,8370,1,837
2016-2017,8370,8370,1,837
2016-2017,8380,8380,1,838
2016-2017,8380,8380,6,838
2016-2017,8380,8380,3,838
2016-2017,8380,8380,1,838
2016-2017,8380,8380,2,838
2016-2017,8380,8380,3,838
2016-2017,8390,8390,1,839
2016-2017,8390,8390,27,839
2016-2017,8390,8390,1,839
2016-2017,8390,8390,1,839
2016-2017,8390,8390,2,839
2016-2017,8390,8390,1,839
2016-2017,8390,8390,4,839
2016-2017,8400,8400,1,840
2016-2017,8400,8400,8,840
2016-2017,8400,8400,1,840
2016-2017,8400,8400,2,840
2016-2017,8410,8410,1,841
2016-2017,8410,8410,31,841
2016-2017,8410,8410,2,841
2016-2017,8410,8410,1,841
2016-2017,8410,8410,2,841
2016-2017,8410,8410,1,841
2016-2017,8410,8410,2,841
2016-2017,8420,8420,21,842
2016-2017,8420,8420,2,842
2016-2017,8420,8420,1,842
2016-2017,8430,8430,1,843
2016-2017,8430,8430,1,843
2016-2017,8440,8440,3,844
2016-2017,8460,8460,2,846
2016-2017,8460,8460,4,846
2016-2017,8460,8460,2,846
2016-2017,8460,8460,1,846
2016-2017,8460,8460,5,846
2016-2017,8460,8460,1,846
2016-2017,8460,8460,3,846
2016-2017,8470,8470,1,847
2016-2017,8470,8470,1,847
2016-2017,8470,8470,1,847
2016-2017,8470,8470,1,847
2016-2017,8470,8470,1,847
2016-2017,8470,8470,1,847
2016-2017,8540,8540,1,854
2016-2017,8690,8690,2,869
2016-2017,8690,8690,7,869
2016-2017,8690,8690,4,869
2016-2017,8690,8690,1,869
2016-2017,8690,8690,1,869
2016-2017,8690,8690,1,869
2016-2017,8690,8690,2,869
2016-2017,8690,8690,2,869
2016-2017,8690,8690,2,869
2016-2017,8770,8770,3,877
2016-2017,8770,8770,2,877
2016-2017,8770,8770,3,877
2016-2017,8770,8770,1,877
2016-2017,8770,8770,1,877
2016-2017,8770,8770,2,877
2016-2017,8770,8770,1,877
2016-2017,8770,8770,1,877
2016-2017,8770,8770,3,877
2016-2017,8770,8770,5,877
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,5031,5031,0,31
2015-2016,1010,1010,0,101
2015-2016,1010,1010,1,101
2015-2016,1010,1010,0,101
2015-2016,1010,1010,0,101
2015-2016,1010,1010,4,101
2015-2016,1010,1010,1,101
2015-2016,1010,1010,0,101
2015-2016,1010,1010,2,101
2015-2016,1010,1010,17,101
2015-2016,1010,1010,0,101
2015-2016,1010,1010,15,101
2015-2016,1010,1010,7,101
2015-2016,1010,1010,4,101
2015-2016,1010,1010,6,101
2015-2016,1010,1010,1,101
2015-2016,1010,1010,11,101
2015-2016,1010,1010,0,101
2015-2016,1020,1020,1,102
2015-2016,1020,1020,5,102
2015-2016,1020,1020,2,102
2015-2016,1020,1020,14,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,6,102
2015-2016,1020,1020,7,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,7,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,0,102
2015-2016,1020,1020,1,102
2015-2016,1020,1020,2,102
2015-2016,1020,1020,0,102
2015-2016,1030,1030,0,103
2015-2016,1030,1030,12,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,2,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,1,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,1,103
2015-2016,1030,1030,6,103
2015-2016,1030,1030,2,103
2015-2016,1030,1030,2,103
2015-2016,1030,1030,4,103
2015-2016,1030,1030,0,103
2015-2016,1030,1030,0,103
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,1,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,4,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,1,105
2015-2016,1050,1050,0,105
2015-2016,1050,1050,0,105
2015-2016,1100,1100,2,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,4,110
2015-2016,1100,1100,4,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,2,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,13,110
2015-2016,1100,1100,5,110
2015-2016,1100,1100,2,110
2015-2016,1100,1100,31,110
2015-2016,1100,1100,0,110
2015-2016,1100,1100,1,110
2015-2016,1130,1130,1,113
2015-2016,1130,1130,2,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,1,113
2015-2016,1130,1130,2,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,5,113
2015-2016,1130,1130,17,113
2015-2016,1130,1130,5,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,1,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,1,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,0,113
2015-2016,1130,1130,17,113
2015-2016,1130,1130,0,113
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,3,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,9,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,1,119
2015-2016,1190,1190,0,119
2015-2016,1190,1190,0,119
2015-2016,1200,1200,0,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,3,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,15,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,21,120
2015-2016,1200,1200,1,120
2015-2016,1200,1200,6,120
2015-2016,1200,1200,2,120
2015-2016,1200,1200,7,120
2015-2016,1200,1200,0,120
2015-2016,1200,1200,2,120
2015-2016,1200,1200,0,120
2015-2016,1230,1230,0,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,7,123
2015-2016,1230,1230,1,123
2015-2016,1230,1230,2,123
2015-2016,1230,1230,4,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,1,123
2015-2016,1230,1230,1,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,3,123
2015-2016,1230,1230,0,123
2015-2016,1230,1230,15,123
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,1,125
2015-2016,1250,1250,5,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,4,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1250,1250,0,125
2015-2016,1260,1260,0,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,4,126
2015-2016,1260,1260,1,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,1,126
2015-2016,1260,1260,1,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,1,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,1,126
2015-2016,1260,1260,4,126
2015-2016,1260,1260,0,126
2015-2016,1260,1260,0,126
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,1,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1280,1280,0,128
2015-2016,1290,1290,7,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,12,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,1,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,1,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,3,129
2015-2016,1290,1290,1,129
2015-2016,1290,1290,1,129
2015-2016,1290,1290,0,129
2015-2016,1290,1290,1,129
2015-2016,1300,1300,0,130
2015-2016,1300,1300,3,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,1,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,1,130
2015-2016,1300,1300,9,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,3,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,0,130
2015-2016,1300,1300,2,130
2015-2016,1300,1300,0,130
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1330,1330,0,133
2015-2016,1340,1340,7,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,6,134
2015-2016,1340,1340,1,134
2015-2016,1340,1340,1,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,1,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,35,134
2015-2016,1340,1340,2,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,5,134
2015-2016,1340,1340,0,134
2015-2016,1340,1340,0,134
2015-2016,1350,1350,0,135
2015-2016,1350,1350,1,135
2015-2016,1350,1350,2,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,1,135
2015-2016,1350,1350,12,135
2015-2016,1350,1350,1,135
2015-2016,1350,1350,2,135
2015-2016,1350,1350,1,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,0,135
2015-2016,1350,1350,1,135
2015-2016,1360,1360,0,136
2015-2016,1360,1360,4,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,1,136
2015-2016,1360,1360,3,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,6,136
2015-2016,1360,1360,1,136
2015-2016,1360,1360,6,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,1,136
2015-2016,1360,1360,0,136
2015-2016,1360,1360,0,136
2015-2016,1370,1370,0,137
2015-2016,1370,1370,5,137
2015-2016,1370,1370,1,137
2015-2016,1370,1370,17,137
2015-2016,1370,1370,17,137
2015-2016,1370,1370,9,137
2015-2016,1370,1370,1,137
2015-2016,1370,1370,1,137
2015-2016,1370,1370,2,137
2015-2016,1370,1370,2,137
2015-2016,1370,1370,0,137
2015-2016,1370,1370,0,137
2015-2016,1370,1370,0,137
2015-2016,1370,1370,3,137
2015-2016,1370,1370,1,137
2015-2016,1370,1370,1,137
2015-2016,1370,1370,0,137
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,1,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,7,138
2015-2016,1380,1380,2,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1380,1380,0,138
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,2,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1390,1390,0,139
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,1,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,0,140
2015-2016,1400,1400,2,140
2015-2016,1400,1400,0,140
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,3,141
2015-2016,1410,1410,12,141
2015-2016,1410,1410,1,141
2015-2016,1410,1410,1,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,8,141
2015-2016,1410,1410,2,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,0,141
2015-2016,1410,1410,1,141
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,1,142
2015-2016,1420,1420,2,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,6,142
2015-2016,1420,1420,1,142
2015-2016,1420,1420,2,142
2015-2016,1420,1420,1,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,0,142
2015-2016,1420,1420,3,142
2015-2016,1440,1440,0,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,2,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,6,144
2015-2016,1440,1440,10,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,15,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,2,144
2015-2016,1440,1440,1,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,2,144
2015-2016,1440,1440,0,144
2015-2016,1440,1440,0,144
2015-2016,1460,1460,1,146
2015-2016,1460,1460,1,146
2015-2016,1460,1460,1,146
2015-2016,1460,1460,9,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,1,146
2015-2016,1460,1460,4,146
2015-2016,1460,1460,1,146
2015-2016,1460,1460,4,146
2015-2016,1460,1460,3,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1460,1460,0,146
2015-2016,1470,1470,0,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,4,147
2015-2016,1470,1470,1,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,1,147
2015-2016,1470,1470,1,147
2015-2016,1470,1470,2,147
2015-2016,1470,1470,31,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,3,147
2015-2016,1470,1470,1,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,2,147
2015-2016,1470,1470,0,147
2015-2016,1470,1470,0,147
2015-2016,1490,1490,0,149
2015-2016,1490,1490,2,149
2015-2016,1490,1490,2,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,2,149
2015-2016,1490,1490,1,149
2015-2016,1490,1490,2,149
2015-2016,1490,1490,2,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,14,149
2015-2016,1490,1490,6,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,0,149
2015-2016,1490,1490,1,149
2015-2016,1580,1580,1,158
2015-2016,1580,1580,1,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,1,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,1,158
2015-2016,1580,1580,5,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,0,158
2015-2016,1580,1580,3,158
2015-2016,2000,2000,0,200
2015-2016,2000,2000,1,200
2015-2016,2000,2000,8,200
2015-2016,2000,2000,2,200
2015-2016,2000,2000,7,200
2015-2016,2000,2000,1,200
2015-2016,2000,2000,7,200
2015-2016,2000,2000,0,200
2015-2016,2000,2000,0,200
2015-2016,2000,2000,4,200
2015-2016,2000,2000,9,200
2015-2016,2000,2000,0,200
2015-2016,2000,2000,0,200
2015-2016,2000,2000,1,200
2015-2016,2000,2000,1,200
2015-2016,2000,2000,0,200
2015-2016,2000,2000,0,200
2015-2016,2010,2010,1,201
2015-2016,2010,2010,0,201
2015-2016,2010,2010,6,201
2015-2016,2010,2010,0,201
2015-2016,2010,2010,2,201
