country_code,station,datetime,obs_type,obs_value,TMAX_F,month
CA,16,681286,1,22,72,4
CA,13,681423,1,22,72,9
CA,10,681335,1,22,72,6
CA,10,681357,1,22,72,6
ASN,5,681285,1,22,72,4
ASN,2,681301,1,22,72,5
CA,18,681333,1,22,72,6
CA,16,681419,1,22,72,8
CA,13,681419,1,22,72,8
CA,12,681358,1,22,72,6
CA,13,681356,1,22,72,6
CA,12,681430,1,22,72,9
ASN,4,681421,1,22,72,9
CA,13,681428,1,22,72,9
EIE,20,681351,1,22,72,6
ASN,5,681222,1,22,72,2
CA,18,681398,1,22,72,8
ASN,5,681242,1,22,72,3
CA,10,681398,1,22,72,8
CA,17,681397,1,22,72,8
EIE,20,681322,1,22,72,5
EIE,20,681372,1,22,72,7
ITE,25,681310,1,22,72,5
CA,16,681468,1,22,72,10
CA,17,681393,1,22,72,8
CA,17,681392,1,22,72,8
CA,10,681392,1,22,72,8
CA,17,681391,1,22,72,8
CA,17,681376,1,22,72,7
CA,16,681378,1,22,72,7
USC,29,681379,1,22,72,7
USC,29,681318,1,22,72,5
CA,9,681316,1,22,72,5
EIE,20,681318,1,22,72,5
CA,12,681272,1,22,72,4
CA,14,681399,1,22,72,8
CA,17,681399,1,22,72,8
EIE,20,681371,1,22,72,7
CA,13,681400,1,22,72,8
ASN,2,681479,1,22,72,10
ASN,5,681535,1,22,72,12
CA,17,681367,1,22,72,7
CA,18,681410,1,22,72,8
UK,27,681367,1,22,72,7
ASN,4,681231,1,22,72,2
CA,9,681409,1,22,72,8
CA,17,681407,1,22,72,8
CA,15,681407,1,22,72,8
ASN,5,681212,1,22,72,2
CA,14,681407,1,22,72,8
USC,29,681308,1,22,72,5
CA,9,681406,1,22,72,8
USC,29,681405,1,22,72,8
CA,16,681405,1,22,72,8
CA,12,681405,1,22,72,8
CA,17,681309,1,22,72,5
ASN,2,681532,1,22,72,12
EIE,20,681325,1,22,72,5
CA,14,681400,1,22,72,8
ASN,5,681235,1,22,72,2
CA,16,681434,1,22,72,9
USC,29,681430,1,22,72,9
CA,12,681343,1,22,72,6
CA,16,681451,1,22,72,10
CA,14,681342,1,22,72,6
ASN,4,681291,1,22,72,4
CA,10,681448,1,22,72,9
ITE,24,681439,1,22,72,9
CA,13,681449,1,22,72,9
ITE,25,681457,1,22,72,10
CA,12,681451,1,22,72,10
AGE,1,681454,1,22,72,10
CA,18,681466,1,22,72,10
ASN,4,681458,1,22,72,10
CA,17,681343,1,22,72,6
CA,9,681451,1,22,72,10
CA,15,681342,1,22,72,6
ITE,25,681454,1,22,72,10
ITE,24,681453,1,22,72,10
CA,18,681339,1,22,72,6
CA,16,681446,1,22,72,9
CA,15,681346,1,22,72,6
CA,10,681451,1,22,72,10
USC,29,681345,1,22,72,6
GME,23,681411,1,22,72,8
GM,22,681294,1,22,72,4
EZE,21,681412,1,22,72,8
GM,22,681412,1,22,72,8
GM,22,681422,1,22,72,9
GME,23,681397,1,22,72,8
UK,28,681383,1,22,72,7
EZE,21,681276,1,22,72,4
GM,22,681334,1,22,72,6
ITE,24,681305,1,22,72,5
AU,6,681407,1,22,72,8
GM,22,681427,1,22,72,9
BE,7,681293,1,22,72,4
EZE,21,681427,1,22,72,9
UK,28,681413,1,22,72,8
EZE,21,681348,1,22,72,6
GME,23,681343,1,22,72,6
GM,22,681352,1,22,72,6
ASN,2,681501,1,22,72,11
ASN,2,681307,1,22,72,5
EZE,21,681326,1,22,72,5
UK,28,681349,1,22,72,6
GME,23,681398,1,22,72,8
EZE,21,681342,1,22,72,6
ASN,2,681482,1,22,72,11
AGE,1,681455,1,22,72,10
AU,6,681405,1,22,72,8
ITE,25,681286,1,22,72,4
ITE,24,681300,1,22,72,5
AGE,1,681461,1,22,72,10
ASN,2,681253,1,22,72,3
GM,22,681353,1,22,72,6
ITE,24,681293,1,22,72,4
AGE,1,681337,1,22,72,6
AGE,1,681457,1,22,72,10
GME,23,681454,1,22,72,10
AGE,1,681470,1,22,72,10
UK,28,681377,1,22,72,7
UK,28,681329,1,22,72,6
GME,23,681391,1,22,72,8
ASN,2,681221,1,22,72,2
AGE,1,681459,1,22,72,10
UK,28,681376,1,22,72,7
ITE,25,681287,1,23,73,4
ASN,2,681207,1,23,73,1
ASN,2,681232,1,23,73,2
GME,23,681422,1,23,73,9
BE,7,681367,1,23,73,7
GM,22,681376,1,23,73,7
ASN,4,681526,1,23,73,12
ASN,4,681310,1,23,73,5
EZE,21,681454,1,23,73,10
ASN,2,681471,1,23,73,10
ASN,4,681529,1,23,73,12
BE,7,681334,1,23,73,6
ASN,4,681271,1,23,73,4
ASN,2,681521,1,23,73,12
ASN,4,681288,1,23,73,4
ITE,25,681455,1,23,73,10
CA,15,681309,1,23,73,5
CA,17,681403,1,23,73,8
CA,9,681448,1,23,73,9
CA,17,681398,1,23,73,8
EIE,20,681323,1,23,73,5
UK,27,681370,1,23,73,7
CA,15,681337,1,23,73,6
ASN,5,681252,1,23,73,3
CA,10,681343,1,23,73,6
CA,9,681452,1,23,73,10
CA,15,681399,1,23,73,8
USC,29,681323,1,23,73,5
CA,10,681407,1,23,73,8
CA,17,681400,1,23,73,8
ITE,25,681439,1,23,73,9
ASN,5,681280,1,23,73,4
CA,16,681288,1,23,73,4
CA,12,681452,1,23,73,10
EIE,20,681326,1,23,73,5
CA,9,681421,1,23,73,9
ASN,2,681281,1,23,73,4
CA,18,681452,1,23,73,10
CA,16,681421,1,23,73,9
AU,6,681404,1,23,73,8
CA,14,681309,1,23,73,5
CA,18,681403,1,23,73,8
CA,12,681279,1,23,73,4
CA,12,681344,1,23,73,6
CA,17,681317,1,23,73,5
EIE,20,681383,1,23,73,7
CA,12,681271,1,23,73,4
ASN,2,681272,1,23,73,4
CA,17,681348,1,23,73,6
USC,29,681272,1,23,73,4
EIE,20,681319,1,23,73,5
CA,16,681391,1,23,73,8
EIE,20,681320,1,23,73,5
CA,15,681348,1,23,73,6
CA,9,681339,1,23,73,6
ASN,2,681480,1,23,73,10
CA,12,681449,1,23,73,9
CA,13,681451,1,23,73,10
CA,9,681392,1,23,73,8
UK,27,681379,1,23,73,7
CA,9,681393,1,23,73,8
CA,17,681417,1,23,73,8
CA,13,681378,1,23,73,7
CA,15,681395,1,23,73,8
CA,9,681396,1,23,73,8
CA,14,681348,1,23,73,6
USC,29,681313,1,23,73,5
CA,13,681377,1,23,73,7
CA,9,681417,1,23,73,8
USC,29,681317,1,23,73,5
CA,13,681466,1,23,73,10
USC,29,681403,1,23,73,8
CA,13,681431,1,23,73,9
CA,9,681424,1,23,73,9
ASN,5,681191,1,23,73,1
USC,29,681429,1,23,73,9
CA,15,681287,1,23,73,4
ASN,5,681202,1,23,73,1
CA,16,681335,1,23,73,6
ASN,2,681427,1,23,73,9
CA,15,681362,1,23,73,7
CA,12,681472,1,23,73,10
AU,6,681454,1,23,73,10
ITE,24,681286,1,23,73,4
CA,18,681426,1,23,73,9
CA,13,681425,1,23,73,9
CA,9,681425,1,23,73,9
ITE,24,681301,1,23,73,5
ASN,5,681187,1,23,73,1
ASN,2,681534,1,23,73,12
ASN,5,681223,1,23,73,2
CA,18,681423,1,23,73,9
EZE,21,681453,1,23,73,10
CA,17,681355,1,23,73,6
UK,27,681355,1,23,73,6
CA,12,681468,1,23,73,10
ASN,5,681234,1,23,73,2
CA,9,681355,1,23,73,6
AU,6,681455,1,23,73,10
ASN,4,681233,1,23,73,2
GM,22,681425,1,23,73,9
EZE,21,681377,1,23,73,7
EZE,21,681349,1,23,73,6
ASN,4,681285,1,23,73,4
ASN,2,681181,1,23,73,1
ITE,25,681303,1,23,73,5
AU,6,681453,1,23,73,10
EZE,21,681434,1,23,73,9
BE,7,681294,1,23,73,4
ASN,4,681454,1,23,73,10
AU,6,681406,1,23,73,8
ASN,4,681187,1,23,73,1
AU,6,681408,1,23,73,8
AU,6,681398,1,23,73,8
ASN,2,681298,1,23,73,5
UK,28,681411,1,23,73,8
AU,6,681434,1,23,73,9
AGE,1,681338,1,23,73,6
GME,23,681363,1,23,73,7
GME,23,681324,1,23,73,5
AGE,1,681343,1,23,73,6
AGE,1,681323,1,23,73,5
ITE,25,681450,1,23,73,9
AU,6,681410,1,23,73,8
AGE,1,681445,1,23,73,9
AGE,1,681462,1,23,73,10
ITE,24,681450,1,23,73,9
AU,6,681276,1,23,73,4
AGE,1,681296,1,23,73,4
BE,7,681425,1,23,73,9
ITE,25,681326,1,23,73,5
AGE,1,681322,1,23,73,5
ITE,24,681456,1,23,73,10
EZE,21,681410,1,23,73,8
BE,7,681329,1,23,73,6
AGE,1,681458,1,23,73,10
ITE,25,681452,1,23,73,10
AGE,1,681452,1,23,73,10
AGE,1,681332,1,23,73,6
GME,23,681452,1,23,73,10
GM,22,681341,1,23,73,6
ITE,25,681311,1,23,73,5
GM,22,681396,1,23,74,8
GME,23,681375,1,23,74,7
ITE,24,681287,1,23,74,4
ITE,24,681302,1,23,74,5
UK,28,681335,1,23,74,6
AU,6,681307,1,23,74,5
AU,6,681369,1,23,74,7
ASN,2,681286,1,23,74,4
BE,7,681339,1,23,74,6
ASN,4,681483,1,23,74,11
ASN,2,681491,1,23,74,11
ASN,2,681242,1,23,74,3
AU,6,681422,1,23,74,9
UK,28,681352,1,23,74,6
ASN,4,681424,1,23,74,9
ASN,2,681200,1,23,74,1
ASN,2,681259,1,23,74,3
ASN,2,681467,1,23,74,10
ITE,25,681456,1,23,74,10
EZE,21,681397,1,23,74,8
ASN,2,681284,1,23,74,4
ITE,24,681431,1,23,74,9
ASN,2,681460,1,23,74,10
ASN,2,681469,1,23,74,10
ASN,4,681276,1,23,74,4
ASN,2,681508,1,23,74,11
CA,15,681332,1,23,74,6
CA,10,681403,1,23,74,8
CA,13,681432,1,23,74,9
EIE,20,681374,1,23,74,7
CA,10,681340,1,23,74,6
CA,10,681315,1,23,74,5
ASN,2,681269,1,23,74,4
ASN,5,681256,1,23,74,3
BE,7,681416,1,23,74,8
ASN,4,681504,1,23,74,11
CA,16,681409,1,23,74,8
BE,7,681295,1,23,74,4
CA,14,681362,1,23,74,7
ASN,4,681471,1,23,74,10
CA,9,681397,1,23,74,8
ASN,5,681424,1,23,74,9
ASN,2,681213,1,23,74,2
ASN,5,681279,1,23,74,4
CA,12,681426,1,23,74,9
ASN,5,681243,1,23,74,3
CA,9,681399,1,23,74,8
CA,16,681432,1,23,74,9
CA,14,681340,1,23,74,6
CA,10,681399,1,23,74,8
CA,10,681468,1,23,74,10
CA,10,681402,1,23,74,8
CA,15,681425,1,23,74,9
CA,18,681316,1,23,74,5
EZE,21,681334,1,23,74,6
CA,15,681339,1,23,74,6
GME,23,681349,1,23,74,6
ASN,5,681295,1,23,74,4
USC,29,681324,1,23,74,5
CA,18,681355,1,23,74,6
UK,28,681373,1,23,74,7
CA,13,681447,1,23,74,9
EIE,20,681324,1,23,74,5
CA,16,681447,1,23,74,9
ASN,2,681520,1,23,74,12
CA,12,681420,1,23,74,8
CA,16,681308,1,23,74,5
ASN,2,681530,1,23,74,12
ASN,4,681218,1,23,74,2
CA,15,681396,1,23,74,8
CA,13,681410,1,23,74,8
CA,10,681344,1,23,74,6
UK,27,681375,1,23,74,7
BE,7,681449,1,23,74,9
CA,16,681467,1,23,74,10
CA,14,681403,1,23,74,8
EIE,20,681368,1,23,74,7
ASN,4,681470,1,23,74,10
CA,17,681360,1,23,74,7
ASN,5,681534,1,23,74,12
CA,14,681295,1,23,74,4
UK,27,681377,1,23,74,7
CA,16,681410,1,23,74,8
CA,12,681470,1,23,74,10
CA,15,681377,1,23,74,7
USC,29,681417,1,23,74,8
ASN,4,681236,1,23,74,2
CA,14,681389,1,23,74,7
BE,7,681348,1,23,74,6
EIE,20,681388,1,23,74,7
CA,15,681379,1,23,74,7
ASN,2,681493,1,23,74,11
CA,12,681418,1,23,74,8
CA,13,681470,1,23,74,10
UK,28,681412,1,23,74,8
CA,9,681288,1,23,74,4
CA,15,681392,1,23,74,8
CA,13,681467,1,23,74,10
CA,15,681355,1,23,74,6
UK,27,681378,1,23,74,7
CA,14,681378,1,23,74,7
CA,14,681351,1,23,74,6
CA,10,681395,1,23,74,8
EIE,20,681358,1,23,74,6
CA,13,681329,1,23,74,6
ASN,4,681259,1,23,74,3
CA,16,681472,1,23,74,10
ASN,5,681194,1,23,74,1
CA,10,681393,1,23,74,8
AU,6,681442,1,23,74,9
ASN,4,681468,1,23,74,10
CA,14,681379,1,23,74,7
CA,9,681346,1,23,74,6
CA,13,681393,1,23,74,8
CA,14,681402,1,23,74,8
GME,23,681347,1,23,74,6
AU,6,681448,1,23,74,9
EZE,21,681336,1,23,74,6
EZE,21,681347,1,23,74,6
BE,7,681412,1,23,74,8
ITE,24,681325,1,23,74,5
AU,6,681336,1,23,74,6
GM,22,681349,1,23,74,6
EZE,21,681364,1,24,74,7
ASN,4,681542,1,24,74,12
ITE,24,681454,1,24,74,10
ITE,24,681307,1,24,74,5
ITE,25,681305,1,24,74,5
ASN,2,681525,1,24,74,12
ASN,4,681540,1,24,74,12
AGE,1,681456,1,24,74,10
ASN,4,681228,1,24,74,2
ASN,2,681203,1,24,74,1
BE,7,681351,1,24,74,6
AGE,1,681325,1,24,74,5
EZE,21,681368,1,24,74,7
GME,23,681434,1,24,74,9
BE,7,681332,1,24,74,6
ASN,4,681284,1,24,74,4
ITE,24,681294,1,24,74,4
EZE,21,681413,1,24,74,8
GM,22,681326,1,24,74,5
GME,23,681336,1,24,74,6
ASN,2,681526,1,24,74,12
ASN,2,681535,1,24,74,12
BE,7,681352,1,24,74,6
ITE,25,681402,1,24,74,8
ASN,2,681246,1,24,74,3
GME,23,681353,1,24,74,6
ASN,2,681285,1,24,74,4
UK,28,681348,1,24,74,6
ASN,4,681203,1,24,74,1
GME,23,681352,1,24,74,6
ASN,2,681280,1,24,75,4
UK,28,681414,1,24,75,8
AGE,1,681326,1,24,75,5
AGE,1,681340,1,24,75,6
BE,7,681375,1,24,75,7
EZE,21,681409,1,24,75,8
ASN,2,681270,1,24,75,4
ASN,2,681291,1,24,75,4
ITE,24,681295,1,24,75,4
BE,7,681335,1,24,75,6
ASN,2,681257,1,24,75,3
ITE,24,681324,1,24,75,5
ASN,2,681233,1,24,75,2
EZE,21,681421,1,24,75,9
GME,23,681374,1,24,75,7
GM,22,681336,1,24,75,6
ITE,24,681422,1,24,75,9
GM,22,681370,1,24,75,7
ITE,24,681455,1,24,75,10
CA,17,681359,1,24,75,7
EZE,21,681363,1,24,75,7
CA,18,681379,1,24,75,7
CA,16,681430,1,24,75,9
CA,15,681417,1,24,75,8
CA,12,681315,1,24,75,5
CA,10,681379,1,24,75,7
GME,23,681427,1,24,75,9
GME,23,681341,1,24,75,6
UK,28,681293,1,24,75,4
USC,29,681347,1,24,75,6
EZE,21,681417,1,24,75,8
CA,18,681424,1,24,75,9
USC,29,681289,1,24,75,4
CA,18,681362,1,24,75,7
CA,12,681286,1,24,75,4
CA,16,681344,1,24,75,6
ASN,4,681537,1,24,75,12
ITE,25,681317,1,24,75,5
ASN,4,681303,1,24,75,5
ASN,5,681215,1,24,75,2
ASN,2,681271,1,24,75,4
ASN,5,681307,1,24,75,5
CA,10,681272,1,24,75,4
ASN,4,681510,1,24,75,11
CA,16,681272,1,24,75,4
USC,29,681437,1,24,75,9
CA,10,681416,1,24,75,8
CA,17,681338,1,24,75,6
CA,16,681343,1,24,75,6
ASN,4,681267,1,24,75,3
ASN,5,681500,1,24,75,11
USC,29,681427,1,24,75,9
USC,29,681288,1,24,75,4
ASN,2,681214,1,24,75,2
ASN,2,681524,1,24,75,12
USC,29,681409,1,24,75,8
CA,12,681332,1,24,75,6
ITE,25,681444,1,24,75,9
USC,29,681309,1,24,75,5
ASN,5,681232,1,24,75,2
ASN,2,681238,1,24,75,3
ASN,5,681421,1,24,75,9
EIE,20,681369,1,24,75,7
CA,15,681397,1,24,75,8
CA,18,681458,1,24,75,10
CA,18,681406,1,24,75,8
ASN,5,681422,1,24,75,9
CA,18,681399,1,24,75,8
CA,15,681400,1,24,75,8
CA,14,681423,1,24,75,9
ASN,2,681256,1,24,75,3
ASN,4,681434,1,24,75,9
CA,10,681285,1,24,75,4
CA,10,681334,1,24,75,6
ASN,2,681183,1,24,75,1
CA,12,681333,1,24,75,6
EIE,20,681373,1,24,75,7
USC,29,681433,1,24,75,9
EZE,21,681337,1,24,75,6
CA,12,681458,1,24,75,10
GME,23,681370,1,24,75,7
CA,14,681349,1,24,75,6
CA,16,681397,1,24,75,8
CA,13,681368,1,24,75,7
ASN,4,681206,1,24,75,1
CA,16,681368,1,24,75,7
CA,13,681409,1,24,75,8
BE,7,681357,1,24,75,6
CA,13,681398,1,24,75,8
USC,29,681348,1,24,75,6
EZE,21,681452,1,24,75,10
ASN,2,681290,1,24,75,4
CA,12,681403,1,24,75,8
CA,16,681424,1,24,75,9
CA,16,681377,1,24,75,7
CA,15,681424,1,24,75,9
CA,10,681424,1,24,75,9
CA,13,681399,1,24,75,8
CA,10,681295,1,24,75,4
EIE,20,681376,1,24,75,7
ASN,4,681422,1,24,75,9
ASN,2,681283,1,24,75,4
ITE,24,681449,1,24,75,9
ITE,25,681449,1,24,75,9
AGE,1,681346,1,24,75,6
GME,23,681425,1,24,75,9
AGE,1,681451,1,24,75,10
AGE,1,681353,1,24,75,6
AGE,1,681440,1,24,75,9
AGE,1,681354,1,24,75,6
AGE,1,681366,1,24,75,7
ASN,4,681452,1,24,75,10
AU,6,681382,1,24,75,7
ITE,24,681451,1,24,75,10
ITE,25,681440,1,24,75,9
ASN,2,681263,1,24,75,3
ITE,25,681441,1,24,75,9
GM,22,681449,1,24,75,9
ASN,2,681215,1,24,75,2
AGE,1,681329,1,24,75,6
AGE,1,681336,1,24,75,6
AU,6,681411,1,24,75,8
AGE,1,681447,1,24,75,9
AGE,1,681350,1,24,75,6
GME,23,681326,1,24,75,5
ASN,2,681184,1,24,75,1
AGE,1,681328,1,24,75,5
AGE,1,681327,1,24,75,5
GM,22,681451,1,24,75,10
GME,23,681396,1,24,75,8
ASN,4,681296,1,24,75,4
UK,28,681351,1,24,75,6
ASN,2,681228,1,24,75,2
UK,28,681366,1,24,75,7
AU,6,681412,1,24,75,8
BE,7,681414,1,24,75,8
ITE,25,681294,1,24,75,4
AU,6,681449,1,24,75,9
ITE,24,681309,1,24,75,5
GM,22,681447,1,24,75,9
AU,6,681452,1,24,75,10
AU,6,681325,1,24,75,5
ASN,2,681538,1,24,75,12
EZE,21,681370,1,24,75,7
UK,28,681330,1,24,76,6
ASN,2,681474,1,24,76,10
ITE,25,681309,1,24,76,5
ITE,24,681402,1,24,76,8
ITE,25,681328,1,24,76,5
EZE,21,681448,1,24,76,9
ITE,25,681324,1,24,76,5
ASN,2,681485,1,24,76,11
ITE,24,681438,1,24,76,9
ASN,2,681420,1,24,76,8
ITE,25,681451,1,24,76,10
ASN,2,681475,1,24,76,10
UK,28,681350,1,24,76,6
GM,22,681359,1,24,76,7
AU,6,681450,1,24,76,9
ITE,25,681422,1,24,76,9
ASN,4,681539,1,24,76,12
ITE,25,681443,1,24,76,9
AU,6,681365,1,24,76,7
AU,6,681348,1,24,76,6
ASN,4,681191,1,24,76,1
ASN,2,681446,1,24,76,9
ASN,2,681241,1,24,76,3
ASN,2,681229,1,24,76,2
EZE,21,681414,1,24,76,8
CA,15,681378,1,24,76,7
CA,12,681407,1,24,76,8
CA,12,681336,1,24,76,6
ASN,5,681230,1,24,76,2
CA,16,681337,1,24,76,6
CA,10,681377,1,24,76,7
CA,18,681336,1,24,76,6
EIE,20,681352,1,24,76,6
CA,18,681377,1,24,76,7
USC,29,681418,1,24,76,8
ASN,4,681518,1,24,76,12
ITE,25,681417,1,24,76,8
CA,16,681448,1,24,76,9
USC,29,681407,1,24,76,8
CA,16,681336,1,24,76,6
CA,16,681304,1,24,76,5
EIE,20,681375,1,24,76,7
CA,17,681349,1,24,76,6
USC,29,681446,1,24,76,9
ASN,2,681502,1,24,76,11
CA,17,681372,1,24,76,7
ASN,2,681531,1,24,76,12
CA,15,681402,1,24,76,8
GME,23,681337,1,24,76,6
CA,12,681355,1,24,76,6
CA,10,681452,1,24,76,10
CA,14,681361,1,24,76,7
ASN,2,681497,1,24,76,11
ASN,2,681201,1,24,76,1
ASN,2,681254,1,24,76,3
ITE,24,681308,1,24,76,5
ASN,2,681275,1,24,76,4
CA,12,681406,1,24,76,8
CA,18,681308,1,24,76,5
CA,13,681468,1,24,76,10
CA,18,681417,1,24,76,8
CA,9,681400,1,24,76,8
USC,29,681357,1,24,76,6
CA,17,681368,1,24,76,7
CA,9,681330,1,24,76,6
CA,16,681469,1,24,76,10
CA,14,681383,1,24,76,7
ITE,24,681306,1,24,76,5
CA,12,681416,1,24,76,8
CA,14,681350,1,24,76,6
CA,14,681367,1,24,76,7
CA,10,681417,1,24,76,8
AU,6,681306,1,24,76,5
EIE,20,681382,1,24,76,7
CA,15,681350,1,24,76,6
CA,13,681396,1,24,76,8
CA,17,681350,1,24,76,6
CA,10,681358,1,24,76,6
USC,29,681410,1,24,76,8
CA,14,681316,1,24,76,5
CA,16,681393,1,24,76,8
AU,6,681435,1,24,76,9
UK,27,681351,1,24,76,6
CA,15,681360,1,24,76,7
CA,13,681351,1,24,76,6
ITE,25,681295,1,24,76,4
USC,29,681434,1,24,76,9
CA,18,681344,1,24,76,6
CA,12,681417,1,24,76,8
CA,18,681342,1,24,76,6
ASN,5,681479,1,24,76,10
ASN,4,681213,1,24,76,2
CA,14,681360,1,24,76,7
CA,18,681287,1,24,76,4
GM,22,681337,1,24,76,6
AGE,1,681449,1,24,76,9
AGE,1,681371,1,24,76,7
AGE,1,681370,1,24,76,7
ASN,2,681282,1,24,76,4
AGE,1,681356,1,24,76,6
ASN,4,681246,1,24,76,3
AGE,1,681339,1,24,76,6
EZE,21,681449,1,24,76,9
AU,6,681451,1,24,76,10
AGE,1,681488,1,24,76,11
ITE,25,681420,1,24,76,8
AGE,1,681441,1,24,76,9
EZE,21,681376,1,24,76,7
EZE,21,681451,1,24,76,10
GM,22,681450,1,24,76,9
AGE,1,681460,1,24,76,10
BE,7,681368,1,25,76,7
GM,22,681452,1,25,76,10
AU,6,681364,1,25,76,7
EZE,21,681396,1,25,76,8
BE,7,681413,1,25,76,8
ASN,2,681276,1,25,76,4
BE,7,681330,1,25,76,6
AU,6,681389,1,25,76,7
AU,6,681420,1,25,76,8
ITE,24,681452,1,25,76,10
ASN,2,681470,1,25,76,10
ASN,2,681262,1,25,76,3
GM,22,681375,1,25,76,7
ASN,2,681249,1,25,76,3
EZE,21,681425,1,25,76,9
ASN,2,681182,1,25,76,1
EZE,21,681329,1,25,76,6
BE,7,681374,1,25,77,7
GM,22,681358,1,25,77,6
ASN,2,681240,1,25,77,3
ITE,25,681307,1,25,77,5
AU,6,681353,1,25,77,6
GME,23,681340,1,25,77,6
ASN,2,681488,1,25,77,11
ITE,25,681424,1,25,77,9
ITE,24,681328,1,25,77,5
AU,6,681349,1,25,77,6
AU,6,681344,1,25,77,6
AU,6,681429,1,25,77,9
ASN,4,681287,1,25,77,4
ITE,25,681306,1,25,77,5
ASN,5,681192,1,25,77,1
ASN,5,681178,1,25,77,1
ASN,4,681309,1,25,77,5
CA,12,681362,1,25,77,7
AGE,1,681355,1,25,77,6
CA,10,681362,1,25,77,7
CA,13,681347,1,25,77,6
AGE,1,681368,1,25,77,7
ASN,2,681208,1,25,77,1
CA,12,681467,1,25,77,10
AGE,1,681439,1,25,77,9
AGE,1,681369,1,25,77,7
USC,29,681432,1,25,77,9
UK,27,681353,1,25,77,6
ASN,2,681231,1,25,77,2
CA,17,681362,1,25,77,7
ITE,24,681433,1,25,77,9
CA,13,681424,1,25,77,9
USC,29,681287,1,25,77,4
CA,15,681363,1,25,77,7
USC,29,681356,1,25,77,6
ASN,5,681306,1,25,77,5
CA,10,681423,1,25,77,9
CA,10,681458,1,25,77,10
AGE,1,681357,1,25,77,6
CA,9,681456,1,25,77,10
CA,16,681425,1,25,77,9
CA,15,681341,1,25,77,6
ITE,25,681434,1,25,77,9
USC,29,681428,1,25,77,9
AGE,1,681347,1,25,77,6
ASN,5,681229,1,25,77,2
AGE,1,681309,1,25,77,5
AGE,1,681348,1,25,77,6
CA,13,681458,1,25,77,10
CA,18,681392,1,25,77,8
AU,6,681396,1,25,77,8
CA,17,681395,1,25,77,8
CA,12,681339,1,25,77,6
GME,23,681412,1,25,77,8
ASN,5,681277,1,25,77,4
CA,13,681391,1,25,77,8
ITE,24,681440,1,25,77,9
CA,17,681390,1,25,77,8
EIE,20,681377,1,25,77,7
CA,14,681390,1,25,77,8
CA,17,681389,1,25,77,7
CA,12,681330,1,25,77,6
CA,13,681330,1,25,77,6
AGE,1,681351,1,25,77,6
ASN,4,681262,1,25,77,3
AGE,1,681450,1,25,77,9
CA,17,681352,1,25,77,6
CA,16,681417,1,25,77,8
CA,18,681309,1,25,77,5
CA,17,681380,1,25,77,7
AGE,1,681352,1,25,77,6
AU,6,681381,1,25,77,7
ASN,5,681525,1,25,77,12
CA,17,681351,1,25,77,6
CA,18,681416,1,25,77,8
CA,10,681396,1,25,77,8
CA,17,681396,1,25,77,8
USC,29,681416,1,25,77,8
CA,18,681396,1,25,77,8
ITE,24,681337,1,25,77,6
CA,14,681421,1,25,77,9
AU,6,681447,1,25,77,9
CA,16,681285,1,25,77,4
AGE,1,681402,1,25,77,8
CA,10,681406,1,25,77,8
ASN,4,681247,1,25,77,3
ASN,5,681249,1,25,77,3
AGE,1,681374,1,25,77,7
ITE,25,681400,1,25,77,8
CA,12,681348,1,25,77,6
AGE,1,681448,1,25,77,9
CA,16,681398,1,25,77,8
CA,13,681448,1,25,77,9
USC,29,681408,1,25,77,8
CA,18,681397,1,25,77,8
ITE,25,681431,1,25,77,9
BE,7,681415,1,25,77,8
ASN,2,681279,1,25,77,4
ASN,2,681473,1,25,77,10
ASN,4,681190,1,25,77,1
ASN,4,681258,1,25,77,3
ASN,2,681248,1,25,77,3
ITE,25,681401,1,25,77,8
AU,6,681414,1,25,77,8
GME,23,681417,1,25,77,8
UK,28,681337,1,25,77,6
ASN,4,681297,1,25,77,4
GM,22,681413,1,25,77,8
AU,6,681362,1,25,77,7
GME,23,681428,1,25,77,9
ITE,25,681329,1,25,77,6
ASN,2,681247,1,25,77,3
ASN,2,681234,1,25,77,2
ITE,25,681332,1,25,77,6
ASN,2,681255,1,25,77,3
ITE,25,681308,1,25,77,5
ASN,2,681522,1,25,77,12
ASN,2,681472,1,25,77,10
ASN,4,681208,1,25,78,1
BE,7,681336,1,25,78,6
EZE,21,681338,1,25,78,6
AU,6,681360,1,25,78,7
GME,23,681413,1,25,78,8
GME,23,681448,1,25,78,9
AU,6,681426,1,25,78,9
ASN,2,681216,1,25,78,2
AU,6,681413,1,25,78,8
BE,7,681358,1,25,78,6
ASN,2,681209,1,25,78,2
GME,23,681449,1,25,78,9
ASN,5,681238,1,25,78,3
AU,6,681295,1,25,78,4
AU,6,681352,1,25,78,6
GM,22,681417,1,25,78,8
GME,23,681451,1,25,78,10
AU,6,681421,1,25,78,9
AU,6,681297,1,25,78,4
GM,22,681448,1,25,78,9
ASN,2,681188,1,25,78,1
ITE,25,681357,1,25,78,6
GM,22,681340,1,25,78,6
ASN,4,681516,1,26,78,12
EZE,21,681450,1,26,78,9
AGE,1,681379,1,26,78,7
ASN,4,681305,1,26,78,5
ASN,4,681307,1,26,78,5
EZE,21,681354,1,26,78,6
AGE,1,681433,1,26,78,9
AGE,1,681435,1,26,78,9
EZE,21,681444,1,26,78,9
ASN,4,681198,1,26,78,1
BE,7,681369,1,26,78,7
GM,22,681374,1,26,78,7
BE,7,681356,1,26,78,6
ASN,4,681200,1,26,78,1
