station,datetime,obs_type,obs_value,TMAX_F,month,country_code
UK000047811,603,1315,15,59,6,13
UK000047811,502,1315,15,59,5,13
UK000047811,510,1315,15,59,5,13
GME00125218,603,1315,15,59,6,10
ITE00100550,403,1315,15,59,4,11
BE000006447,1001,1315,15,59,10,4
UK000047811,527,1315,15,59,5,13
AU000005901,1018,1315,15,59,10,3
ITE00100554,1017,1315,15,59,10,11
ASN00086071,915,1315,15,59,9,2
BE000006447,1021,1315,15,59,10,4
GME00125218,826,1315,15,59,8,10
SZ000006717,910,1315,15,59,9,12
GM000004204,826,1315,15,59,8,9
UK000056225,424,1315,15,59,4,13
GM000004204,419,1315,15,59,4,9
SZ000006717,809,1315,15,59,8,12
ASN00086071,1016,1315,15,59,10,2
ASN00086071,529,1315,15,59,5,2
EZE00100082,326,1315,15,59,3,8
GM000004204,309,1315,15,59,3,9
ASN00086071,615,1315,15,59,6,2
GM000004204,707,1315,15,59,7,9
ASN00086071,825,1315,15,59,8,2
ASN00066062,711,1315,15,59,7,2
UK000056225,319,1315,15,59,3,13
ASN00086071,601,1315,15,59,6,2
ASN00066062,720,1315,15,59,7,2
BE000006447,708,1315,15,59,7,4
GME00125218,827,1315,15,59,8,10
ITE00100554,1022,1315,15,59,10,11
UK000047811,919,1315,15,59,9,13
BE000006447,427,1315,15,59,4,4
ASN00086071,531,1315,15,59,5,2
BE000006447,411,1315,15,59,4,4
ASN00086071,829,1315,15,59,8,2
UK000056225,1007,1315,15,59,10,13
EZE00100082,828,1315,15,59,8,8
BE000006447,414,1315,15,59,4,4
UK000056225,1001,1315,15,59,10,13
ITE00100554,314,1315,15,59,3,11
UK000047811,505,1315,15,59,5,13
BE000006447,1026,1315,15,59,10,4
ASN00086071,721,1315,15,59,7,2
AU000005901,924,1315,15,59,9,3
ASN00090015,423,1315,15,59,4,2
ASN00090015,1021,1315,15,59,10,2
ASN00090015,710,1315,15,59,7,2
CA006158350,426,1315,15,59,4,5
ASN00090015,916,1315,15,59,9,2
ASN00086071,609,1315,15,59,6,2
CA006158350,528,1315,15,59,5,5
ASN00066062,903,1315,15,59,9,2
ASN00086071,903,1315,15,59,9,2
ASN00090015,425,1315,15,59,4,2
ASN00066062,716,1315,15,59,7,2
ASN00090015,1127,1315,15,59,11,2
GM000004204,926,1315,15,59,9,9
ASN00090015,716,1315,15,59,7,2
EIE00101859,419,1315,15,59,4,7
ASN00086071,1007,1315,15,59,10,2
ITE00100550,401,1315,15,59,4,11
ASN00090015,927,1315,15,59,9,2
CA006158350,919,1315,15,59,9,5
SZ000006717,724,1315,15,59,7,12
ASN00086071,1017,1315,15,59,10,2
ITE00100550,1008,1315,15,59,10,11
ASN00090015,1013,1315,15,59,10,2
AGE00135039,1217,1315,15,59,12,1
GME00125218,927,1315,15,59,9,10
ASN00090015,813,1315,15,59,8,2
ASN00090015,724,1315,15,59,7,2
ASN00090015,727,1315,15,59,7,2
GME00125218,1018,1315,15,59,10,10
CA006158350,611,1315,15,59,6,5
EIE00101859,406,1315,15,59,4,7
ITE00100550,323,1315,15,59,3,11
ITE00100550,1010,1315,15,59,10,11
EIE00101859,508,1315,15,59,5,7
GM000004204,1018,1315,15,59,10,9
ASN00090015,1026,1315,15,59,10,2
GME00125218,706,1315,15,59,7,10
ASN00090015,802,1315,15,59,8,2
AGE00135039,302,1315,15,59,3,1
GME00125218,1027,1315,15,59,10,10
ASN00090015,914,1315,15,59,9,2
ASN00066062,1028,1315,15,59,10,2
ASN00066062,704,1315,15,59,7,2
CA006158350,529,1315,15,59,5,5
ASN00066062,529,1315,15,59,5,2
ASN00090015,1031,1315,15,59,10,2
ASN00090015,530,1315,15,59,5,2
ASN00090015,817,1315,15,59,8,2
ASN00090015,706,1315,15,59,7,2
ASN00090015,906,1315,15,59,9,2
ASN00090015,816,1315,15,59,8,2
AGE00135039,108,1315,15,59,1,1
AGE00135039,312,1315,15,59,3,1
ASN00086071,709,1315,15,59,7,2
GM000004204,912,1315,15,59,9,9
UK000056225,602,1315,15,59,6,13
ASN00066062,727,1315,15,59,7,2
UK000056225,409,1315,15,59,4,13
GM000004204,420,1315,15,59,4,9
ASN00086071,417,1315,15,59,4,2
GME00125218,522,1315,15,59,5,10
ASN00086071,603,1315,15,59,6,2
ASN00066062,717,1315,15,59,7,2
ITE00100550,418,1315,15,59,4,11
SZ000006717,806,1315,15,59,8,12
SZ000006717,804,1315,15,59,8,12
GM000004204,1025,1315,15,59,10,9
UK000047811,424,1315,15,59,4,13
GM000004204,927,1315,15,59,9,9
ASN00086071,508,1315,15,59,5,2
ASN00086071,1030,1315,15,59,10,2
GM000004204,1023,1315,15,59,10,9
UK000047811,626,1315,15,59,6,13
EZE00100082,522,1315,15,59,5,8
ASN00066062,710,1315,15,59,7,2
UK000056225,509,1315,15,59,5,13
ASN00066062,801,1315,15,59,8,2
ITE00100554,401,1315,15,59,4,11
ASN00066062,731,1315,15,59,7,2
BE000006447,1020,1315,15,60,10,4
UK000047811,904,1315,15,60,9,13
ASN00066062,721,1315,15,60,7,2
GME00125218,617,1315,15,60,6,10
BE000006447,1022,1315,15,60,10,4
UK000056225,413,1315,15,60,4,13
BE000006447,527,1315,15,60,5,4
ITE00100554,1011,1315,15,60,10,11
ASN00066062,709,1315,15,60,7,2
ITE00100554,409,1315,15,60,4,11
ASN00086071,827,1315,15,60,8,2
UK000047811,623,1315,15,60,6,13
BE000006447,627,1315,15,60,6,4
UK000047811,910,1315,15,60,9,13
AU000005901,815,1315,15,60,8,3
BE000006447,930,1315,15,60,9,4
AU000005901,930,1315,15,60,9,3
UK000056225,910,1315,15,60,9,13
UK000047811,823,1315,15,60,8,13
ITE00100554,325,1315,15,60,3,11
EZE00100082,925,1315,15,60,9,8
EZE00100082,812,1315,15,60,8,8
AU000005901,927,1315,15,60,9,3
UK000047811,820,1315,15,60,8,13
UK000047811,506,1315,15,60,5,13
BE000006447,1025,1315,15,60,10,4
AU000005901,630,1315,15,60,6,3
ASN00066062,1002,1315,15,60,10,2
GME00125218,630,1315,15,60,6,10
UK000047811,512,1315,15,60,5,13
UK000056225,930,1315,15,60,9,13
UK000047811,508,1315,15,60,5,13
GME00125218,925,1315,15,60,9,10
GM000004204,925,1315,15,60,9,9
BE000006447,424,1315,15,60,4,4
UK000056225,1005,1315,15,60,10,13
ITE00100550,312,1315,15,60,3,11
BE000006447,505,1315,15,60,5,4
GM000004204,913,1315,15,60,9,9
ASN00066062,730,1315,15,60,7,2
UK000056225,1017,1315,15,60,10,13
AU000005901,502,1315,15,60,5,3
BE000006447,510,1315,15,60,5,4
AU000005901,527,1315,15,60,5,3
BE000006447,824,1315,15,60,8,4
EZE00100082,1022,1315,15,60,10,8
UK000047811,917,1315,15,60,9,13
GM000004204,706,1315,15,60,7,9
AGE00135039,1213,1315,16,60,12,1
AGE00135039,1109,1315,16,60,11,1
ASN00066062,601,1315,16,60,6,2
ASN00086071,812,1315,16,60,8,2
ITE00100554,1016,1315,16,60,10,11
AGE00135039,311,1315,16,60,3,1
ASN00086071,908,1315,16,60,9,2
GME00125218,828,1315,16,60,8,10
GM000004204,507,1315,16,60,5,9
ASN00086071,509,1315,16,60,5,2
AU000005901,513,1315,16,60,5,3
AU000005901,926,1315,16,60,9,3
UK000047811,428,1315,16,60,4,13
GME00125218,1023,1315,16,60,10,10
AGE00135039,212,1315,16,60,2,1
AGE00135039,213,1315,16,60,2,1
AGE00135039,1209,1315,16,60,12,1
AGE00135039,1129,1315,16,60,11,1
AGE00135039,1130,1315,16,60,11,1
UK000047811,504,1315,16,60,5,13
ITE00100554,323,1315,16,60,3,11
ITE00100550,1016,1315,16,60,10,11
AGE00135039,227,1315,16,60,2,1
ITE00100550,404,1315,16,60,4,11
EZE00100082,708,1315,16,60,7,8
EZE00100082,706,1315,16,60,7,8
UK000047811,528,1315,16,60,5,13
AGE00135039,1123,1315,16,60,11,1
AGE00135039,1125,1315,16,60,11,1
ASN00086071,516,1315,16,60,5,2
ASN00086071,517,1315,16,60,5,2
AGE00135039,229,1315,16,60,2,1
GM000004204,1022,1315,16,60,10,9
UK000056225,522,1315,16,60,5,13
ASN00090015,1030,1315,16,60,10,2
UK000056225,702,1315,16,60,7,13
ASN00090015,1002,1315,16,60,10,2
CA006158350,928,1315,16,60,9,5
ASN00090015,516,1315,16,60,5,2
UK000047811,1001,1315,16,60,10,13
CA006158350,1005,1315,16,60,10,5
ASN00090015,1104,1315,16,60,11,2
ASN00090015,903,1315,16,60,9,2
CA006158350,929,1315,16,60,9,5
ASN00090015,1108,1315,16,60,11,2
ASN00090015,1004,1315,16,60,10,2
CA006158350,1109,1315,16,60,11,5
EIE00101859,321,1315,16,60,3,7
ASN00066062,626,1315,16,60,6,2
ASN00090015,1123,1315,16,60,11,2
ASN00066062,722,1315,16,60,7,2
EIE00101859,917,1315,16,60,9,7
ASN00090015,708,1315,16,60,7,2
ASN00090015,917,1315,16,60,9,2
ASN00090015,1128,1315,16,60,11,2
CA006158350,612,1315,16,60,6,5
ASN00090015,703,1315,16,60,7,2
EIE00101859,503,1315,16,60,5,7
ASN00066062,811,1315,16,60,8,2
ASN00090015,510,1315,16,60,5,2
ASN00090015,1003,1315,16,60,10,2
EIE00101859,920,1315,16,60,9,7
ASN00090015,623,1315,16,60,6,2
GM000004204,1027,1315,16,60,10,9
EIE00101859,510,1315,16,60,5,7
GME00125218,818,1315,16,60,8,10
ASN00086071,618,1315,16,60,6,2
ASN00090015,1016,1315,16,60,10,2
ASN00086071,518,1315,16,60,5,2
ASN00086071,607,1315,16,60,6,2
EIE00101859,413,1315,16,60,4,7
UK000047811,912,1315,16,60,9,13
EIE00101859,923,1315,16,60,9,7
ASN00090015,923,1315,16,60,9,2
ASN00090015,619,1315,16,60,6,2
GME00125218,1025,1315,16,60,10,10
ASN00090015,527,1315,16,60,5,2
ASN00090015,820,1315,16,60,8,2
ASN00090015,517,1315,16,60,5,2
ASN00090015,1107,1315,16,60,11,2
EIE00101859,408,1315,16,60,4,7
ITE00100550,308,1315,16,60,3,11
ASN00090015,416,1315,16,60,4,2
ITE00100554,1018,1315,16,60,10,11
ASN00066062,602,1315,16,60,6,2
BE000006447,1024,1315,16,60,10,4
EIE00101859,420,1315,16,60,4,7
ASN00090015,528,1315,16,60,5,2
EIE00101859,1006,1315,16,60,10,7
CA006158350,1129,1315,16,60,11,5
ASN00090015,1203,1315,16,60,12,2
ASN00090015,1029,1315,16,60,10,2
ASN00090015,616,1315,16,60,6,2
CA006158350,913,1315,16,60,9,5
ITE00100550,1028,1315,16,60,10,11
EIE00101859,506,1315,16,60,5,7
CA006158350,1007,1315,16,60,10,5
ASN00066062,606,1315,16,60,6,2
ASN00066062,904,1315,16,60,9,2
ASN00090015,603,1315,16,60,6,2
ASN00090015,1028,1315,16,60,10,2
ASN00090015,810,1315,16,60,8,2
ASN00090015,617,1315,16,60,6,2
ITE00100550,1017,1315,16,60,10,11
ASN00090015,622,1315,16,60,6,2
ASN00086071,813,1315,16,60,8,2
ITE00100550,506,1315,16,60,5,11
ASN00086071,724,1315,16,60,7,2
UK000047811,702,1315,16,60,7,13
SZ000006717,712,1315,16,60,7,12
ASN00086071,1015,1315,16,60,10,2
ASN00066062,812,1315,16,60,8,2
ITE00100554,310,1315,16,60,3,11
ASN00066062,615,1315,16,60,6,2
ASN00066062,625,1315,16,60,6,2
ASN00066062,713,1315,16,60,7,2
GM000004204,928,1315,16,60,9,9
BE000006447,826,1315,16,60,8,4
UK000047811,703,1315,16,60,7,13
ASN00066062,618,1315,16,60,6,2
EZE00100082,929,1315,16,60,9,8
AU000005901,914,1315,16,60,9,3
EZE00100082,919,1315,16,60,9,8
GME00125218,811,1315,16,60,8,10
GME00125218,912,1315,16,60,9,10
UK000056225,417,1315,16,60,4,13
GME00125218,628,1315,16,60,6,10
GME00125218,1024,1315,16,60,10,10
UK000056225,506,1315,16,60,5,13
AU000005901,1023,1315,16,60,10,3
EZE00100082,1018,1315,16,60,10,8
EZE00100082,1020,1315,16,60,10,8
UK000047811,630,1315,16,60,6,13
GME00125218,619,1315,16,60,6,10
ASN00066062,708,1315,16,60,7,2
GM000004204,522,1315,16,60,5,9
ASN00086071,906,1315,16,60,9,2
UK000047811,611,1315,16,60,6,13
AU000005901,708,1315,16,60,7,3
GME00125218,702,1315,16,60,7,10
ITE00100554,1030,1315,16,60,10,11
EZE00100082,707,1315,16,61,7,8
ASN00086071,512,1315,16,61,5,2
ITE00100550,429,1315,16,61,4,11
AU000005901,1024,1315,16,61,10,3
UK000047811,916,1315,16,61,9,13
ASN00066062,822,1315,16,61,8,2
UK000047811,914,1315,16,61,9,13
GME00125218,923,1315,16,61,9,10
ITE00100550,1015,1315,16,61,10,11
ASN00086071,706,1315,16,61,7,2
ASN00066062,729,1315,16,61,7,2
ITE00100554,418,1315,16,61,4,11
EZE00100082,827,1315,16,61,8,8
GME00125218,424,1315,16,61,4,10
GM000004204,827,1315,16,61,8,9
EZE00100082,424,1315,16,61,4,8
UK000047811,507,1315,16,61,5,13
UK000047811,911,1315,16,61,9,13
ITE00100550,1030,1315,16,61,10,11
UK000056225,523,1315,16,61,5,13
AGE00135039,401,1315,16,61,4,1
ITE00100550,1025,1315,16,61,10,11
AGE00135039,1110,1315,16,61,11,1
GM000004204,920,1315,16,61,9,9
ITE00100554,1012,1315,16,61,10,11
GME00125218,701,1315,16,61,7,10
ASN00086071,426,1315,16,61,4,2
UK000056225,318,1315,16,61,3,13
AGE00135039,318,1315,16,61,3,1
UK000047811,915,1315,16,61,9,13
ITE00100550,311,1315,16,61,3,11
AGE00135039,1122,1315,16,61,11,1
AU000005901,429,1315,16,61,4,3
ITE00100550,415,1315,16,61,4,11
ITE00100550,1009,1315,16,61,10,11
ASN00086071,707,1315,16,61,7,2
BE000006447,529,1315,16,61,5,4
ITE00100550,414,1315,16,61,4,11
ITE00100554,506,1315,16,61,5,11
ASN00066062,1205,1315,16,61,12,2
CA006158350,530,1315,16,61,5,5
ASN00086071,912,1315,16,61,9,2
ASN00090015,712,1315,16,61,7,2
EIE00101859,918,1315,16,61,9,7
ASN00066062,805,1315,16,61,8,2
ASN00086071,519,1315,16,61,5,2
ASN00086071,711,1315,16,61,7,2
ASN00086071,510,1315,16,61,5,2
UK000047811,821,1315,16,61,8,13
CA006158350,905,1315,16,61,9,5
GM000004204,818,1315,16,61,8,9
UK000047811,822,1315,16,61,8,13
EIE00101859,916,1315,16,61,9,7
ASN00086071,802,1315,16,61,8,2
EIE00101859,914,1315,16,61,9,7
ASN00090015,904,1315,16,61,9,2
ASN00086071,815,1315,16,61,8,2
GM000004204,603,1315,16,61,6,9
GME00125218,913,1315,16,61,9,10
ASN00086071,530,1315,16,61,5,2
CA006158350,908,1315,16,61,9,5
ASN00066062,806,1315,16,61,8,2
ASN00086071,505,1315,16,61,5,2
ASN00090015,907,1315,16,61,9,2
ASN00086071,1104,1315,16,61,11,2
AU000005901,514,1315,16,61,5,3
GM000004204,811,1315,16,61,8,9
UK000056225,1006,1315,16,61,10,13
ASN00086071,816,1315,16,61,8,2
ASN00090015,928,1315,16,61,9,2
ASN00090015,417,1315,16,61,4,2
EIE00101859,416,1315,16,61,4,7
ASN00066062,611,1315,16,61,6,2
ASN00090015,618,1315,16,61,6,2
ASN00086071,526,1315,16,61,5,2
ASN00066062,619,1315,16,61,6,2
ASN00090015,512,1315,16,61,5,2
EIE00101859,922,1315,16,61,9,7
CA006158350,514,1315,16,61,5,5
EIE00101859,511,1315,16,61,5,7
ASN00086071,1004,1315,16,61,10,2
EIE00101859,1005,1315,16,61,10,7
ASN00086071,722,1315,16,61,7,2
ASN00086071,1128,1315,16,61,11,2
EIE00101859,514,1315,16,61,5,7
ITE00100554,404,1315,16,61,4,11
ASN00066062,614,1315,16,61,6,2
UK000047811,421,1315,16,61,4,13
AGE00135039,219,1315,16,61,2,1
SZ000006717,728,1315,16,61,7,12
ASN00066062,1126,1315,16,61,11,2
ASN00066062,1030,1315,16,61,10,2
ASN00086071,723,1315,16,61,7,2
UK000056225,529,1315,16,61,5,13
EZE00100082,818,1315,16,61,8,8
ASN00066062,426,1315,16,61,4,2
UK000056225,822,1315,16,61,8,13
ASN00086071,808,1315,16,61,8,2
EZE00100082,423,1315,16,61,4,8
ITE00100554,1026,1315,16,61,10,11
EZE00100082,702,1315,16,61,7,8
ASN00086071,521,1315,16,61,5,2
UK000047811,621,1315,16,61,6,13
EZE00100082,701,1315,16,61,7,8
AU000005901,920,1315,16,61,9,3
UK000047811,628,1315,16,61,6,13
GM000004204,1024,1315,16,61,10,9
ITE00100550,1024,1315,16,61,10,11
BE000006447,707,1315,16,61,7,4
UK000047811,629,1315,16,61,6,13
UK000047811,612,1315,16,61,6,13
UK000056225,510,1315,16,61,5,13
UK000047811,604,1315,16,61,6,13
ASN00086071,907,1315,16,61,9,2
UK000047811,410,1315,16,61,4,13
EZE00100082,813,1315,16,61,8,8
ASN00086071,604,1315,16,61,6,2
UK000047811,618,1315,16,61,6,13
UK000047811,422,1315,16,61,4,13
ASN00066062,705,1315,16,61,7,2
EZE00100082,523,1315,16,61,5,8
BE000006447,528,1315,16,62,5,4
UK000047811,624,1315,16,62,6,13
EZE00100082,825,1315,16,62,8,8
ASN00066062,607,1315,16,62,6,2
BE000006447,825,1315,16,62,8,4
SZ000006717,801,1315,16,62,8,12
ASN00066062,530,1315,16,62,5,2
GM000004204,822,1315,16,62,8,9
AU000005901,629,1315,16,62,6,3
AU000005901,812,1315,16,62,8,3
UK000047811,928,1315,16,62,9,13
GM000004204,813,1315,16,62,8,9
AU000005901,315,1315,16,62,3,3
GME00125218,604,1315,16,62,6,10
ASN00086071,1127,1315,16,62,11,2
AGE00135039,226,1315,16,62,2,1
EZE00100082,826,1315,16,62,8,8
GM000004204,628,1315,16,62,6,9
AU000005901,828,1315,16,62,8,3
GM000004204,702,1315,16,62,7,9
BE000006447,912,1315,16,62,9,4
AGE00135039,1112,1315,16,62,11,1
BE000006447,422,1315,16,62,4,4
ITE00100550,402,1315,16,62,4,11
AU000005901,628,1315,16,62,6,3
AU000005901,1019,1315,16,62,10,3
AGE00135039,321,1315,16,62,3,1
ASN00086071,511,1315,16,62,5,2
AGE00135039,1111,1315,16,62,11,1
AGE00135039,316,1315,16,62,3,1
UK000047811,708,1315,16,62,7,13
ASN00086071,514,1315,16,62,5,2
ITE00100550,411,1315,16,62,4,11
EZE00100082,914,1315,16,62,9,8
EZE00100082,309,1315,16,62,3,8
AGE00135039,1128,1315,16,62,11,1
AGE00135039,303,1315,16,62,3,1
ASN00086071,927,1315,16,62,9,2
AGE00135039,308,1315,16,62,3,1
AU000005901,921,1315,17,62,9,3
ITE00100554,402,1315,17,62,4,11
UK000056225,823,1315,17,62,8,13
UK000056225,824,1315,17,62,8,13
BE000006447,1018,1315,17,62,10,4
GME00125218,520,1315,17,62,5,10
UK000047811,622,1315,17,62,6,13
ITE00100554,1031,1315,17,62,10,11
ITE00100554,513,1315,17,62,5,11
UK000056225,531,1315,17,62,5,13
ITE00100554,1008,1315,17,62,10,11
ASN00066062,516,1315,17,62,5,2
UK000047811,922,1315,17,62,9,13
ITE00100554,505,1315,17,62,5,11
ASN00066062,707,1315,17,62,7,2
BE000006447,929,1315,17,62,9,4
ASN00086071,1214,1315,17,62,12,2
GME00125218,719,1315,17,62,7,10
ITE00100554,1010,1315,17,62,10,11
ASN00066062,430,1315,17,62,4,2
EIE00101859,513,1315,17,62,5,7
ASN00066062,807,1315,17,62,8,2
ASN00086071,826,1315,17,62,8,2
ASN00090015,1220,1315,17,62,12,2
CA006158350,523,1315,17,62,5,5
ASN00090015,509,1315,17,62,5,2
ASN00090015,514,1315,17,62,5,2
ASN00066062,513,1315,17,62,5,2
EIE00101859,904,1315,17,62,9,7
ASN00090015,1110,1315,17,62,11,2
ASN00090015,513,1315,17,62,5,2
UK000047811,831,1315,17,62,8,13
UK000047811,817,1315,17,62,8,13
UK000047811,827,1315,17,62,8,13
ASN00090015,701,1315,17,62,7,2
EIE00101859,1001,1315,17,62,10,7
EIE00101859,915,1315,17,62,9,7
ASN00090015,604,1315,17,62,6,2
ASN00090015,1008,1315,17,62,10,2
BE000006447,418,1315,17,62,4,4
CA006158350,917,1315,17,62,9,5
EIE00101859,421,1315,17,62,4,7
ASN00090015,918,1315,17,62,9,2
EIE00101859,1003,1315,17,62,10,7
EIE00101859,502,1315,17,62,5,7
ASN00086071,1003,1315,17,62,10,2
ITE00100554,1009,1315,17,62,10,11
ASN00066062,613,1315,17,62,6,2
UK000056225,919,1315,17,62,9,13
ASN00090015,920,1315,17,62,9,2
ASN00090015,426,1315,17,62,4,2
ASN00086071,428,1315,17,62,4,2
ASN00066062,429,1315,17,62,4,2
ASN00090015,925,1315,17,62,9,2
EIE00101859,921,1315,17,62,9,7
EIE00101859,924,1315,17,62,9,7
ASN00090015,924,1315,17,62,9,2
ASN00090015,1105,1315,17,62,11,2
EIE00101859,919,1315,17,62,9,7
EIE00101859,414,1315,17,62,4,7
EIE00101859,417,1315,17,62,4,7
EIE00101859,409,1315,17,62,4,7
ASN00090015,1227,1315,17,62,12,2
BE000006447,706,1315,17,62,7,4
ASN00086071,1012,1315,17,62,10,2
ASN00086071,1023,1315,17,62,10,2
ASN00086071,710,1315,17,62,7,2
ASN00090015,1204,1315,17,62,12,2
ASN00090015,711,1315,17,62,7,2
ASN00086071,208,1315,17,62,2,2
ASN00090015,601,1315,17,62,6,2
ASN00066062,804,1315,17,62,8,2
ASN00090015,508,1315,17,62,5,2
EIE00101859,907,1315,17,62,9,7
EIE00101859,505,1315,17,62,5,7
ASN00090015,531,1315,17,62,5,2
UK000047811,913,1315,17,62,9,13
CA006158350,914,1315,17,62,9,5
UK000056225,403,1315,17,62,4,13
ASN00090015,702,1315,17,62,7,2
GM000004204,817,1315,17,62,8,9
UK000047811,701,1315,17,62,7,13
EZE00100082,427,1315,17,62,4,8
ASN00086071,525,1315,17,62,5,2
ASN00066062,531,1315,17,62,5,2
ITE00100550,421,1315,17,62,4,11
ITE00100554,514,1315,17,62,5,11
ASN00066062,616,1315,17,62,6,2
EZE00100082,514,1315,17,62,5,8
UK000047811,408,1315,17,62,4,13
ASN00066062,726,1315,17,62,7,2
UK000047811,705,1315,17,62,7,13
ITE00100554,512,1315,17,62,5,11
GME00125218,906,1315,17,62,9,10
ITE00100554,602,1315,17,62,6,11
UK000056225,918,1315,17,62,9,13
UK000047811,605,1315,17,62,6,13
UK000056225,916,1315,17,62,9,13
EZE00100082,915,1315,17,62,9,8
UK000056225,911,1315,17,62,9,13
ASN00066062,808,1315,17,62,8,2
EZE00100082,529,1315,17,62,5,8
AU000005901,507,1315,17,62,5,3
ASN00086071,1203,1315,17,62,12,2
BE000006447,602,1315,17,62,6,4
ASN00066062,827,1315,17,62,8,2
ITE00100550,504,1315,17,62,5,11
AU000005901,915,1315,17,62,9,3
ASN00066062,617,1315,17,62,6,2
EZE00100082,627,1315,17,62,6,8
BE000006447,421,1315,17,62,4,4
ASN00066062,518,1315,17,62,5,2
ASN00066062,1029,1315,17,62,10,2
UK000047811,613,1315,17,62,6,13
GM000004204,708,1315,17,62,7,9
UK000056225,430,1315,17,62,4,13
ASN00066062,816,1315,17,62,8,2
UK000047811,921,1315,17,62,9,13
GME00125218,920,1315,17,62,9,10
BE000006447,525,1315,17,62,5,4
ASN00086071,501,1315,17,62,5,2
AGE00135039,426,1315,17,63,4,1
ASN00066062,519,1315,17,63,5,2
GME00125218,922,1315,17,63,9,10
ASN00066062,809,1315,17,63,8,2
AGE00135039,409,1315,17,63,4,1
AGE00135039,1210,1315,17,63,12,1
AGE00135039,1126,1315,17,63,11,1
AGE00135039,307,1315,17,63,3,1
GM000004204,529,1315,17,63,5,9
AGE00135039,402,1315,17,63,4,1
AGE00135039,331,1315,17,63,3,1
AGE00135039,329,1315,17,63,3,1
GME00125218,511,1315,17,63,5,10
ITE00100554,510,1315,17,63,5,11
AGE00135039,309,1315,17,63,3,1
AGE00135039,319,1315,17,63,3,1
AGE00135039,310,1315,17,63,3,1
AU000005901,310,1315,17,63,3,3
AGE00135039,317,1315,17,63,3,1
UK000047811,521,1315,17,63,5,13
ASN00086071,416,1315,17,63,4,2
BE000006447,416,1315,17,63,4,4
EZE00100082,628,1315,17,63,6,8
ITE00100554,1101,1315,17,63,11,11
ASN00066062,612,1315,17,63,6,2
BE000006447,920,1315,17,63,9,4
EZE00100082,520,1315,17,63,5,8
UK000056225,428,1315,17,63,4,13
GME00125218,918,1315,17,63,9,10
UK000047811,524,1315,17,63,5,13
BE000006447,601,1315,17,63,6,4
AGE00135039,1212,1315,17,63,12,1
UK000047811,905,1315,17,63,9,13
ITE00100554,419,1315,17,63,4,11
AGE00135039,217,1315,17,63,2,1
AGE00135039,225,1315,17,63,2,1
ASN00086071,1008,1315,17,63,10,2
GME00125218,817,1315,17,63,8,10
UK000056225,923,1315,17,63,9,13
AU000005901,1025,1315,17,63,10,3
ASN00066062,512,1315,17,63,5,2
ASN00086071,817,1315,17,63,8,2
BE000006447,630,1315,17,63,6,4
BE000006447,628,1315,17,63,6,4
ASN00066062,815,1315,17,63,8,2
GME00125218,921,1315,17,63,9,10
EZE00100082,1027,1315,17,63,10,8
UK000047811,625,1315,17,63,6,13
ASN00086071,803,1315,17,63,8,2
EZE00100082,709,1315,17,63,7,8
BE000006447,919,1315,17,63,9,4
ITE00100550,513,1315,17,63,5,11
UK000056225,917,1315,17,63,9,13
UK000056225,825,1315,17,63,8,13
GM000004204,828,1315,17,63,8,9
AU000005901,916,1315,17,63,9,3
GME00125218,822,1315,17,63,8,10
UK000047811,809,1315,17,63,8,13
UK000056225,410,1315,17,63,4,13
GME00125218,914,1315,17,63,9,10
BE000006447,625,1315,17,63,6,4
BE000006447,911,1315,17,63,9,4
ASN00086071,527,1315,17,63,5,2
CA006158350,921,1315,17,63,9,5
ASN00090015,919,1315,17,63,9,2
ASN00090015,507,1315,17,63,5,2
EIE00101859,1002,1315,17,63,10,7
EIE00101859,906,1315,17,63,9,7
ASN00090015,520,1315,17,63,5,2
CA006158350,1004,1315,17,63,10,5
EIE00101859,910,1315,17,63,9,7
ASN00066062,826,1315,17,63,8,2
ASN00066062,520,1315,17,63,5,2
ASN00086071,319,1315,17,63,3,2
EIE00101859,512,1315,17,63,5,7
ASN00086071,429,1315,17,63,4,2
EZE00100082,921,1315,17,63,9,8
EIE00101859,925,1315,17,63,9,7
ITE00100554,1013,1315,17,63,10,11
ASN00086071,909,1315,17,63,9,2
CA006158350,504,1315,17,63,5,5
EIE00101859,507,1315,17,63,5,7
CA006158350,915,1315,17,63,9,5
EIE00101859,901,1315,17,63,9,7
CA006158350,606,1315,17,63,6,5
UK000047811,810,1315,17,63,8,13
ASN00066062,718,1315,17,63,7,2
ASN00066062,810,1315,17,63,8,2
ASN00066062,523,1315,17,63,5,2
ASN00090015,521,1315,17,63,5,2
CA006158350,602,1315,17,63,6,5
BE000006447,626,1315,17,63,6,4
CA006158350,601,1315,17,63,6,5
GME00125218,813,1315,17,63,8,10
BE000006447,810,1315,17,63,8,4
UK000047811,619,1315,17,63,6,13
ASN00066062,427,1315,17,63,4,2
BE000006447,522,1315,17,63,5,4
ASN00066062,1204,1315,17,63,12,2
ASN00066062,1008,1315,17,63,10,2
UK000047811,825,1315,17,63,8,13
ITE00100550,1019,1315,17,63,10,11
ASN00086071,407,1315,17,63,4,2
UK000056225,820,1315,17,63,8,13
ASN00086071,1211,1315,17,63,12,2
ASN00086071,1114,1315,17,63,11,2
ASN00086071,1025,1315,17,63,10,2
GME00125218,904,1315,17,63,9,10
ASN00086071,1107,1315,17,63,11,2
ASN00066062,813,1315,17,63,8,2
GME00125218,814,1315,17,63,8,10
